N	2gram	Voloshinov_1	VeschiIm
1	не есть	2	49
2	не может	16	33
3	не только	4	31
4	может быть	14	29
5	и не	10	28
6	и в	12	26
7	то что	5	24
8	вещи и	2	24
9	а не	5	20
10	и следовательно	5	15
11	только в	6	14
12	и что	2	13
13	того что	3	13
14	по себе	3	13
15	но и	3	12
16	сказать что	7	12
17	все же	4	12
18	в себя	2	12
19	и то	2	12
20	и ее	3	12
21	таким образом	12	11
22	то же	5	10
23	уже не	4	10
24	в ней	6	10
25	как бы	13	10
26	что мы	5	10
27	в том	6	9
28	в самом	4	9
29	бы то	3	9
30	и с	3	9
31	ни было	4	9
32	прежде всего	8	9
33	то ни	3	9
34	что не	4	9
35	себя и	2	8
36	но это	2	8
37	в себе	3	8
38	смысл и	2	8
39	ничего не	2	8
40	в то	2	7
41	его в	4	7
42	так как	9	7
43	том что	5	7
44	и пр	3	7
45	с другими	2	7
46	в этом	4	7
47	но что	2	6
48	что в	2	6
49	для него	3	6
50	жизни и	4	6
51	точки зрения	14	6
52	но в	5	6
53	ясно что	3	6
54	одно и	2	6
55	она не	2	6
56	относится к	2	6
57	с ним	3	6
58	быть только	2	6
59	не менее	3	5
60	должна быть	5	5
61	ведь и	3	5
62	в отношении	2	5
63	это не	2	5
64	с этой	2	5
65	тем не	3	5
66	не в	4	5
67	еще не	3	5
68	или не	3	5
69	как к	3	5
70	ни на	2	5
71	если бы	9	5
72	отнюдь не	5	5
73	но не	2	5
74	и для	3	5
75	в чем	2	5
76	как только	2	4
77	в своем	2	4
78	с другой	4	4
79	как же	2	4
80	независимо от	2	4
81	точка зрения	3	4
82	от того	4	4
83	о том	3	4
84	и более	3	4
85	и все	2	4
86	как и	5	4
87	и потому	2	4
88	оно не	2	4
89	что и	2	4
90	быть и	3	4
91	между ними	2	4
92	с точки	2	4
93	мы не	3	4
94	в данном	2	4
95	никогда не	5	3
96	можно сказать	5	3
97	в нем	6	3
98	отношение к	4	3
99	все это	3	3
100	мы имеем	2	3
101	тогда когда	2	3
102	на это	2	3
103	перестает быть	2	3
104	в жизни	5	3
105	и притом	2	3
106	в своей	3	3
107	вместе с	2	3
108	так и	4	3
109	да и	3	3
110	только на	3	3
111	самом деле	3	3
112	хотя бы	5	3
113	и вообще	3	3
114	и самое	2	3
115	была бы	2	2
116	на все	2	2
117	но зато	2	2
118	есть уже	2	2
119	ни в	3	2
120	но все	2	2
121	кроме того	2	2
122	и та	2	2
123	в виду	5	2
124	и уже	3	2
125	данном случае	2	2
126	этой точки	3	2
127	так же	3	2
128	от всех	2	2
129	свое выражение	4	2
130	как это	2	2
131	мы можем	2	2
132	на него	2	2
133	он не	2	2
134	когда он	3	2
135	как в	5	2
136	допустим что	2	2
137	и его	13	2
138	выражение в	2	2
139	отношении к	3	2
140	если же	2	2
141	дело в	4	2
142	в особенности	2	2
