N	2gram	Vygotskiy__4	Stilisti
1	и в	20	42
2	как бы	7	27
3	не только	15	27
4	и т.п	2	24
5	прежде всего	2	22
6	и т.д	2	20
7	но и	9	15
8	то же	16	15
9	и не	8	14
10	может быть	12	12
11	не может	6	12
12	точки зрения	24	11
13	как и	9	11
14	мы уже	5	11
15	и как	9	10
16	что мы	7	10
17	мы должны	11	10
18	отнюдь не	3	10
19	как мы	13	10
20	в этом	24	10
21	при этом	12	9
22	то что	15	9
23	для того	5	9
24	все же	5	8
25	в ней	2	8
26	таким образом	25	8
27	с тем	6	8
28	тем самым	7	8
29	в себе	10	8
30	и это	2	8
31	никогда не	5	7
32	зависимости от	2	7
33	и от	3	7
34	и тем	8	7
35	и на	6	7
36	потому что	12	7
37	так как	10	7
38	было бы	8	7
39	а не	7	7
40	того чтобы	7	7
41	и его	5	7
42	мы можем	5	7
43	только в	10	7
44	в которой	3	7
45	другими словами	2	6
46	мы будем	2	6
47	не в	4	6
48	в этой	3	6
49	в свою	2	6
50	на его	3	6
51	когда мы	2	6
52	в нем	2	6
53	в процессе	27	6
54	так и	5	6
55	в области	4	6
56	слова в	9	5
57	уже в	6	5
58	в нашем	4	5
59	тому что	4	5
60	и той	4	5
61	и является	3	5
62	не является	5	5
63	мы видели	6	5
64	те же	6	5
65	с помощью	31	5
66	а в	2	5
67	и с	4	5
68	же самое	7	5
69	как это	9	5
70	в сознании	4	5
71	одно и	6	5
72	в его	11	5
73	вместе с	8	5
74	в той	2	5
75	с точки	11	5
76	той же	6	5
77	слова и	5	5
78	все время	4	4
79	что это	2	4
80	мы называем	2	4
81	в каждом	2	4
82	не просто	2	4
83	к тому	6	4
84	свою очередь	2	4
85	в качестве	21	4
86	в самом	6	4
87	один из	3	4
88	того что	10	4
89	так же	11	4
90	о том	5	4
91	его в	6	4
92	бы в	3	4
93	но в	3	4
94	если бы	5	4
95	и к	5	4
96	мы видим	10	4
97	себя в	3	4
98	а с	2	4
99	если мы	10	4
100	самом деле	7	4
101	тем же	4	4
102	в слове	2	4
103	можно было	6	4
104	и то	10	4
105	вопроса о	2	4
106	как только	2	3
107	перед нами	5	3
108	это не	5	3
109	этом случае	3	3
110	словом и	4	3
111	для нас	4	3
112	здесь мы	2	3
113	но что	3	3
114	и тому	5	3
115	но для	2	3
116	что всякое	2	3
117	представить себе	2	3
118	в целом	11	3
119	из них	4	3
120	от того	3	3
121	что оно	4	3
122	их в	2	3
123	сказать что	6	3
124	и здесь	2	3
125	в начале	2	3
126	в виду	3	3
127	видели что	2	3
128	что слова	5	3
129	этого слова	11	3
130	том что	35	3
131	еще не	2	3
132	в данной	2	3
133	мы в	2	3
134	и развития	6	3
135	что и	9	3
136	только на	2	3
137	связь между	2	3
138	если не	2	3
139	слово и	2	3
140	что такое	5	3
141	между ними	4	3
142	и для	4	3
143	роль в	4	3
144	связи с	3	3
145	не знает	2	3
146	может стать	2	3
147	и поэтому	3	3
148	место в	2	2
149	мы имели	5	2
150	в частности	5	2
151	в какой	3	2
152	как уже	4	2
153	же слово	3	2
154	слова мы	3	2
155	в том	42	2
156	тому же	6	2
157	развития в	6	2
158	находит свое	2	2
159	значением слова	3	2
160	для него	2	2
161	в него	2	2
162	себе и	3	2
163	в этих	3	2
164	целый ряд	5	2
165	в связи	3	2
166	в отношении	10	2
167	этом отношении	7	2
168	все эти	5	2
169	должно быть	3	2
170	нам в	2	2
171	и те	4	2
172	также и	2	2
173	по своей	6	2
174	что эти	2	2
175	мы имеем	2	2
176	к которому	3	2
177	в основе	17	2
178	нашего исследования	4	2
179	смысле этого	7	2
180	между собой	5	2
181	это слово	2	2
182	с этим	5	2
183	языка мы	2	2
184	к этому	4	2
185	ясно что	2	2
186	что он	6	2
187	на первый	4	2
188	видим что	2	2
189	речи не	2	2
190	и при	4	2
191	представляет собой	3	2
192	но не	3	2
193	по своему	4	2
194	тот же	9	2
195	одной из	3	2
196	мы говорили	3	2
197	и когда	3	2
198	не есть	2	2
199	слова не	3	2
200	в своей	7	2
201	этот процесс	6	2
202	слово или	2	2
203	как в	5	2
204	здесь не	2	2
205	ли не	2	2
206	одной и	5	2
207	стадии своего	2	2
208	мы найдем	2	2
209	и он	2	2
210	к нему	2	2
211	в языке	2	2
212	между двумя	2	2
213	тем что	7	2
214	в каком	2	2
215	в приведенных	2	2
216	которые в	4	2
217	важную роль	3	2
218	одни и	3	2
