N	2gram	Bakhtin_Pr_2	Morfolog
1	может быть	23	52
2	и т	13	49
3	т д	4	47
4	и пр	2	40
5	таким образом	5	20
6	не может	18	17
7	т е	26	16
8	в этих	6	16
9	могут быть	3	15
10	с этим	2	14
11	этих случаях	2	14
12	и в	43	13
13	в этом	13	13
14	и др	2	12
15	так как	4	12
16	перед нами	7	11
17	прежде всего	10	9
18	так и	3	9
19	то же	8	9
20	и не	29	9
21	а не	7	9
22	с другой	4	8
23	а затем	2	8
24	по существу	3	8
25	что и	3	8
26	в результате	4	8
27	вопрос о	2	7
28	и этим	3	7
29	все же	3	7
30	это не	3	6
31	не могут	4	6
32	и здесь	3	6
33	в том	6	6
34	но не	5	6
35	в форме	2	6
36	а в	5	6
37	во время	4	6
38	не менее	3	5
39	если мы	2	5
40	в образе	2	5
41	то перед	6	5
42	мы увидим	5	5
43	во всех	4	5
44	далеко не	4	5
45	как бы	22	5
46	то что	7	5
47	или в	8	5
48	мы не	4	5
49	что в	4	4
50	и как	2	4
51	вовсе не	5	4
52	героя в	3	4
53	об этом	2	4
54	герой и	3	4
55	тем не	2	4
56	отношению к	5	4
57	было бы	5	4
58	не только	11	4
59	то это	2	4
60	как в	2	4
61	как мы	10	4
62	другой стороны	3	4
63	так же	2	4
64	по отношению	5	4
65	как и	14	4
66	там где	4	4
67	хотя и	5	4
68	тем что	3	4
69	точки зрения	13	4
70	с точки	8	4
71	также и	3	4
72	его в	3	4
73	ничего не	3	4
74	если бы	3	3
75	а то	2	3
76	между собой	2	3
77	с собой	4	3
78	в последнем	3	3
79	том что	2	3
80	но все	2	3
81	но это	4	3
82	в целом	2	3
83	кроме того	3	3
84	в пределах	16	3
85	в сущности	9	3
86	он не	9	3
87	в первом	2	3
88	ни в	2	3
89	но и	14	3
90	на него	3	3
91	целый ряд	2	3
92	входит в	2	3
93	самом деле	5	3
94	к нему	5	3
95	и для	3	3
96	мы можем	2	3
97	из них	2	3
98	реагирует на	2	3
99	и ее	3	3
100	в то	7	3
101	если же	4	3
102	героя и	5	3
103	но в	10	3
104	в виде	3	2
105	его и	2	2
106	хотя бы	2	2
107	та же	2	2
108	что он	13	2
109	в различных	3	2
110	и к	3	2
111	к различным	2	2
112	из его	2	2
113	и при	2	2
114	только в	4	2
115	в большинстве	9	2
116	есть и	3	2
117	то время	2	2
118	для него	8	2
119	мы уже	3	2
120	с теми	2	2
121	но для	3	2
122	себя и	3	2
123	в настоящее	2	2
124	себя в	3	2
125	сказать о	2	2
126	быть и	2	2
127	но эти	4	2
128	иногда же	2	2
129	или менее	3	2
130	для наших	2	2
131	и только	3	2
132	а с	2	2
133	все эти	5	2
134	и что	5	2
135	к себе	7	2
136	того что	2	2
137	что такое	2	2
138	уже не	3	2
139	тем же	2	2
140	и его	8	2
141	можно было	3	2
142	друг на	2	2
143	этот вопрос	4	2
144	на друга	2	2
145	в другом	7	2
146	не знает	3	2
147	настоящее время	2	2
148	о том	5	2
149	здесь не	6	2
150	герой не	2	2
151	но здесь	5	2
152	большинстве случаев	8	2
153	одна из	2	2
154	сказать что	2	2
155	более или	3	2
156	нашей работы	2	2
157	время как	2	2
