N	2gram	Bakhtin_fo_2	Psycholo
1	в том	10	37
2	и в	46	32
3	том что	4	21
4	то что	7	21
5	таким образом	3	21
6	потому что	8	21
7	то есть	10	21
8	что в	5	20
9	так же	2	18
10	может быть	7	18
11	что и	3	17
12	не может	2	17
13	точки зрения	10	17
14	того чтобы	8	14
15	что он	3	13
16	при этом	6	13
17	то же	8	13
18	для того	8	13
19	в этом	22	13
20	по себе	2	12
21	не только	11	12
22	так как	6	12
23	с тем	2	11
24	было бы	2	11
25	в основе	6	11
26	как и	8	10
27	и т	14	10
28	но и	9	10
29	и не	9	10
30	с точки	8	10
31	никогда не	6	9
32	что все	2	9
33	как в	4	9
34	тем что	3	9
35	не в	9	8
36	т п	11	8
37	того что	3	8
38	к тому	3	7
39	и как	3	7
40	а не	4	7
41	в сущности	2	7
42	все эти	5	7
43	и его	12	7
44	только в	11	7
45	что они	4	7
46	в этой	2	6
47	тот же	3	6
48	он не	5	6
49	как бы	10	6
50	целый ряд	3	6
51	те же	6	6
52	же самое	3	6
53	о том	4	6
54	отнюдь не	4	5
55	утверждает что	2	5
56	далеко не	2	5
57	до сих	2	5
58	сих пор	2	5
59	все это	6	5
60	этом отношении	2	5
61	и даже	3	5
62	как на	2	5
63	и на	7	5
64	в то	5	5
65	и более	2	4
66	с этой	4	4
67	что на	3	4
68	как это	2	4
69	а на	2	4
70	и по	3	4
71	в нем	5	4
72	все же	6	4
73	из них	8	4
74	жизни и	8	4
75	наряду с	2	4
76	и до	2	4
77	а в	3	4
78	и все	6	4
79	мы имеем	2	4
80	мы видим	2	4
81	и для	9	4
82	в данном	2	4
83	и с	6	4
84	могут быть	2	4
85	с этим	5	4
86	ту же	2	4
87	и это	2	4
88	по своему	2	3
89	в частности	5	3
90	на нас	3	3
91	но он	2	3
92	с другой	2	3
93	в конце	2	3
94	представление о	2	3
95	и к	2	3
96	по существу	5	3
97	так что	4	3
98	это значит	3	3
99	до конца	2	3
100	сами по	2	3
101	не могли	3	3
102	один из	2	3
103	так и	7	3
104	во всех	11	3
105	и их	4	3
106	и так	2	3
107	жизни с	2	3
108	в их	3	3
109	в отношении	2	3
110	столько же	2	3
111	на этом	2	3
112	еще более	4	3
113	и других	2	3
114	и вот	2	3
115	и он	4	3
116	жизнь и	3	3
117	и совершенно	3	3
118	в смысле	5	3
119	в которых	3	3
120	в поэзии	2	3
121	та же	3	3
122	но в	10	3
123	значит что	2	3
124	в виду	3	3
125	из самых	2	2
126	место в	4	2
127	вещей и	7	2
128	мы будем	3	2
129	в них	7	2
130	все что	2	2
131	это не	2	2
132	и от	2	2
133	точка зрения	3	2
134	в одном	7	2
135	человеческого тела	12	2
136	но эта	2	2
137	во всяком	2	2
138	в романе	13	2
139	же время	4	2
140	как история	2	2
141	тем более	3	2
142	еще не	6	2
143	но не	5	2
144	в день	2	2
145	того же	3	2
146	она не	2	2
147	вовсе не	13	2
148	к ним	2	2
149	том же	4	2
150	в его	8	2
151	если в	2	2
152	том как	3	2
153	как можно	3	2
154	как он	2	2
155	его жизни	4	2
156	в этих	3	2
157	отношение к	3	2
158	вместе с	9	2
159	значение и	4	2
160	вплоть до	2	2
161	не на	3	2
162	в особенности	6	2
163	т д	3	2
164	не было	3	2
165	у всех	2	2
166	роль в	3	2
167	в самой	2	2
168	здесь мы	3	2
169	форма в	2	2
170	и у	5	2
171	и всегда	2	2
172	у них	2	2
173	каждый из	2	2
174	но это	2	2
175	также и	4	2
176	их в	4	2
177	имеем в	3	2
178	в себе	4	2
179	и только	2	2
180	явлений и	2	2
181	романе в	6	2
182	там где	2	2
