N	2gram	Berdyaev_M_1	slovoVRo
1	и в	28	41
2	в нем	13	30
3	то есть	3	26
4	могут быть	2	19
5	но и	25	16
6	и не	11	16
7	точки зрения	4	16
8	не только	29	16
9	а не	25	15
10	может быть	30	14
11	не может	28	14
12	и его	9	14
13	и на	6	14
14	в то	2	14
15	в его	9	13
16	до конца	14	12
17	как бы	2	12
18	в этом	20	12
19	в той	2	10
20	все эти	2	9
21	себя в	3	9
22	может не	2	8
23	прежде всего	10	8
24	но в	7	8
25	как в	2	8
26	не в	16	7
27	отношение к	4	7
28	с ним	2	7
29	в своей	15	7
30	все же	2	7
31	это не	5	6
32	а в	4	6
33	в них	4	6
34	только в	6	6
35	отношении к	2	6
36	и мир	2	5
37	в самом	11	5
38	все это	6	5
39	в основе	2	5
40	на своем	3	5
41	и к	2	5
42	к нему	7	5
43	он в	2	5
44	и от	2	4
45	одним из	2	4
46	в ней	15	4
47	один из	4	4
48	в их	4	4
49	за пределы	4	4
50	лишь в	6	4
51	и с	3	4
52	в которой	6	4
53	и все	10	4
54	с его	3	4
55	не как	4	4
56	как и	5	4
57	и потому	10	4
58	о нем	2	4
59	входит в	2	4
60	и для	2	4
61	ничего не	3	4
62	все его	3	4
63	не могут	5	3
64	никогда не	14	3
65	хотя бы	3	3
66	или к	4	3
67	переходит в	15	3
68	к тому	3	3
69	в том	6	3
70	в свою	2	3
71	для него	11	3
72	в него	3	3
73	в своем	10	3
74	того что	7	3
75	вообще не	2	3
76	также и	2	3
77	не было	18	3
78	в истории	2	3
79	от его	2	3
80	о том	2	3
81	его в	3	3
82	так как	3	3
83	и там	4	3
84	у него	17	3
85	и во	2	3
86	с этим	3	3
87	в себе	7	3
88	с этой	4	3
89	она не	4	3
90	было бы	10	3
91	конечно не	3	3
92	он не	24	3
93	бы и	3	3
94	смысле в	2	3
95	связана с	2	2
96	он весь	7	2
97	для нас	3	2
98	его как	2	2
99	на этом	3	2
100	смысле слова	4	2
101	для того	2	2
102	был бы	10	2
103	и по	4	2
104	в этих	4	2
105	на том	3	2
106	уже не	4	2
107	должно быть	3	2
108	и те	2	2
109	время как	2	2
110	сказать что	2	2
111	потому что	16	2
112	но он	9	2
113	а как	2	2
114	в котором	8	2
115	для них	3	2
116	к этому	2	2
117	интерес к	3	2
118	у нас	5	2
119	том что	3	2
120	мы видим	2	2
121	но не	8	2
122	по своему	2	2
123	то время	2	2
124	до сих	2	2
125	века в	2	2
126	сих пор	2	2
127	с ней	2	2
128	в ее	3	2
129	и у	2	2
130	не есть	9	2
131	от этого	2	2
132	эти слова	2	2
133	на протяжении	2	2
