N	2gram	Vygotskiy__5	KulturaY
1	и т	7	33
2	в том	27	30
3	и в	30	24
4	потому что	23	23
5	том что	21	21
6	т п	3	18
7	что в	24	17
8	того чтобы	20	17
9	для того	20	16
10	было бы	5	15
11	т д	3	14
12	в этом	14	14
13	точки зрения	7	14
14	может быть	11	13
15	все же	7	12
16	таким образом	20	12
17	в его	4	12
18	и не	6	12
19	не в	8	11
20	только в	5	11
21	вовсе не	3	10
22	в силу	3	10
23	в самом	14	10
24	у нас	4	10
25	не только	16	10
26	хотя бы	3	10
27	если бы	11	9
28	то что	37	9
29	прежде всего	4	9
30	самом деле	8	9
31	того что	8	9
32	с точки	2	9
33	о том	10	9
34	так как	9	9
35	том чтобы	2	8
36	по отношению	2	8
37	то же	7	8
38	а не	8	8
39	как раз	13	8
40	тем что	6	8
41	в них	4	7
42	с другой	9	7
43	связи с	2	7
44	в качестве	2	7
45	как бы	19	7
46	вместе с	12	7
47	не может	9	7
48	с помощью	2	7
49	это не	3	7
50	бы в	5	7
51	так и	3	7
52	именно в	6	6
53	что он	17	6
54	зависимости от	7	6
55	при этом	8	6
56	в ней	4	6
57	но и	6	6
58	все это	2	6
59	другой стороны	5	6
60	можно было	3	6
61	все эти	2	6
62	в которых	2	6
63	мы имеем	8	6
64	в которой	3	6
65	с тем	8	5
66	что это	8	5
67	в зависимости	6	5
68	содержание и	4	5
69	к тому	8	5
70	но не	7	5
71	еще не	5	5
72	и что	23	5
73	целый ряд	3	5
74	этом отношении	3	5
75	в виду	4	5
76	в той	3	5
77	а в	4	5
78	и его	6	5
79	рядом с	5	5
80	в результате	4	5
81	и с	2	5
82	с его	2	4
83	в частности	4	4
84	в этих	3	4
85	и потому	5	4
86	что эти	2	4
87	на то	17	4
88	в нем	7	4
89	же в	2	4
90	по существу	2	4
91	что они	5	4
92	того же	2	4
93	из них	2	4
94	это и	2	4
95	один из	5	4
96	должен быть	2	4
97	что и	3	4
98	не есть	4	4
99	в целом	5	4
100	сих пор	5	4
101	со стороны	3	4
102	до сих	5	4
103	как в	3	4
104	внимание на	4	4
105	с этим	2	4
106	того как	2	4
107	так что	3	4
108	речь в	2	4
109	так же	13	4
110	и на	3	4
111	в данном	3	4
112	из этих	3	4
113	там где	4	4
114	под влиянием	3	3
115	уже в	6	3
116	как на	11	3
117	казалось бы	4	3
118	состоит в	3	3
119	для этого	9	3
120	ясно что	6	3
121	этом смысле	2	3
122	была бы	3	3
123	или иной	2	3
124	то это	4	3
125	можно сказать	2	3
126	сводится к	5	3
127	ли не	2	3
128	в этой	5	3
129	очевидно что	2	3
130	в свою	3	3
131	мы увидим	9	3
132	обе эти	2	3
133	и если	6	3
134	гораздо более	2	3
135	в сущности	12	3
136	но еще	2	3
137	на том	2	3
138	в котором	2	3
139	не с	2	3
140	на его	3	3
141	когда он	5	3
142	что она	6	3
143	тому что	8	3
144	в своем	6	3
145	а с	5	3
146	что оно	6	3
147	в их	3	3
148	и даже	2	3
149	и он	2	3
150	в таком	3	3
151	несмотря на	5	3
152	должно быть	2	3
153	той же	3	3
154	должна быть	2	3
155	и здесь	6	3
156	и то	9	3
157	даже и	2	3
158	в себе	5	3
159	это только	3	3
160	как это	7	3
161	в одном	2	3
162	том и	2	2
163	о чем	4	2
164	и есть	5	2
165	никогда не	9	2
166	что их	2	2
167	с этой	2	2
168	не является	2	2
169	одного и	2	2
170	образом если	2	2
171	и все	4	2
172	что касается	2	2
173	что все	6	2
174	в каждом	2	2
175	на самом	2	2
176	и говорит	3	2
177	как они	2	2
178	не могут	3	2
179	вопрос о	3	2
180	по себе	7	2
181	если мы	16	2
182	в то	2	2
183	для нас	3	2
184	этом случае	2	2
185	и того	2	2
186	как и	6	2
187	и как	7	2
188	но все	2	2
189	это есть	3	2
190	и при	2	2
191	что если	6	2
192	что с	6	2
193	когда в	2	2
194	тот же	3	2
195	и мы	16	2
196	в своей	4	2
197	по преимуществу	2	2
198	обратить внимание	2	2
199	никак не	6	2
200	именно поэтому	2	2
201	себе и	2	2
202	был бы	5	2
203	в состоянии	3	2
204	и тем	6	2
205	еще один	2	2
206	ни в	3	2
207	меньше всего	3	2
208	и именно	4	2
209	так например	3	2
210	как например	2	2
211	он не	3	2
212	и для	6	2
213	все равно	2	2
214	прав когда	5	2
215	на этот	3	2
216	между ними	2	2
217	ни одного	2	2
218	бы на	2	2
219	действия и	4	2
220	увидим что	9	2
221	когда мы	6	2
222	или в	6	2
223	иное как	2	2
224	в каком	3	2
225	это по	2	2
226	о котором	6	2
227	могли бы	4	2
228	заключается в	8	2
229	и под	2	2
230	на примере	4	2
231	идет речь	3	2
232	до конца	2	2
233	ничего не	2	2
234	но в	5	2
