N	2gram	Tiupa_Disk_1	Psycholo
1	то что	5	32
2	и в	16	31
3	в том	23	30
4	то есть	20	26
5	что в	4	23
6	может быть	17	22
7	таким образом	3	20
8	при этом	13	19
9	не может	9	17
10	как и	16	16
11	том что	19	16
12	и не	11	16
13	точки зрения	3	15
14	только в	7	14
15	а не	22	13
16	не только	28	13
17	что и	3	13
18	в этом	15	12
19	в самом	3	11
20	могут быть	4	11
21	не в	7	11
22	в сущности	2	10
23	того что	3	10
24	потому что	4	10
25	по себе	3	9
26	как в	10	9
27	никогда не	2	8
28	и что	2	8
29	во всяком	2	8
30	что он	4	7
31	том чтобы	2	7
32	есть в	2	7
33	и его	2	7
34	заключается в	3	7
35	тому как	3	7
36	сказать что	3	7
37	о том	8	7
38	одной стороны	9	6
39	отнюдь не	8	6
40	целый ряд	2	6
41	а в	5	6
42	и даже	3	6
43	в его	7	6
44	и есть	2	5
45	и все	2	5
46	не является	4	5
47	в ее	3	5
48	все же	3	5
49	х годов	2	5
50	с одной	9	5
51	в какой	2	5
52	как бы	5	5
53	в целом	4	5
54	в процессе	5	5
55	другой стороны	3	5
56	то же	7	5
57	с другой	10	5
58	иначе говоря	2	5
59	подобно тому	2	5
60	в то	3	5
61	к тому	5	4
62	в котором	5	4
63	в виду	2	4
64	прежде всего	11	4
65	столь же	3	4
66	различие между	2	4
67	в себе	7	4
68	указывает на	2	4
69	отличие от	5	4
70	и о	4	4
71	точка зрения	2	4
72	один из	3	4
73	со стороны	7	4
74	к этому	2	4
75	в своих	3	4
76	совпадает с	2	4
77	между тем	4	4
78	мы имеем	2	4
79	дело с	2	3
80	уже в	2	3
81	состоит в	9	3
82	в частности	9	3
83	в своем	6	3
84	литературной традиции	3	3
85	в каждом	2	3
86	стороны и	2	3
87	и к	4	3
88	тому же	5	3
89	в силу	5	3
90	но не	11	3
91	например в	2	3
92	в этой	2	3
93	хотя и	2	3
94	себе не	3	3
95	не есть	2	3
96	в своей	5	3
97	так и	8	3
98	в отличие	5	3
99	не было	7	3
100	должны быть	3	3
101	и по	2	3
102	роль в	7	3
103	в которых	4	3
104	в одной	3	3
105	с этим	3	3
106	слова в	2	3
107	исходя из	2	3
108	в произведении	3	3
109	но в	8	3
110	в основе	7	2
111	не менее	2	2
112	и составляет	3	2
113	и как	6	2
114	в разные	2	2
115	и без	2	2
116	в них	4	2
117	и во	2	2
118	одного и	2	2
119	это в	2	2
120	к работе	2	2
121	не всегда	2	2
122	самому себе	2	2
123	уже не	4	2
124	и потому	3	2
125	представляет собой	17	2
126	более или	2	2
127	что даже	2	2
128	в качестве	34	2
129	того же	3	2
130	что с	2	2
131	о чем	2	2
132	имеет место	3	2
133	к другим	2	2
134	далеко не	10	2
135	и тем	2	2
136	в нем	9	2
137	отношение к	4	2
138	из них	3	2
139	когда он	2	2
140	зрения на	3	2
141	но и	14	2
142	или менее	2	2
143	что же	2	2
144	мысли и	2	2
145	приводит к	2	2
146	как мы	2	2
147	отличается от	2	2
148	же самое	2	2
149	в себя	5	2
150	в науке	2	2
151	личного авторства	5	2
152	принадлежат к	3	2
153	к ним	3	2
154	как к	2	2
155	но как	2	2
156	будто бы	2	2
157	в одном	2	2
