N	3gram	Losev_Dial_1	Problema
1	о том что	2	14
2	во всяком случае	2	10
3	в конце концов	3	7
4	и т д	19	6
5	по крайней мере	4	6
6	в этом смысле	3	5
7	с одной стороны	2	5
8	с другой стороны	4	5
9	той или другой	4	4
10	на то что	4	4
11	более или менее	3	4
12	до сих пор	2	4
13	сама по себе	8	4
14	в то же	4	4
15	в том что	7	4
16	ни в каком	8	4
17	и в частности	2	3
18	и в этом	3	3
19	в каком случае	4	3
20	одной стороны и	2	3
21	можно сказать что	3	3
22	точно так же	2	3
23	не просто как	2	3
24	только то что	3	3
25	не может быть	3	3
26	не есть ни	6	3
27	тех или других	2	3
28	или по крайней	2	3
29	это значит что	9	3
30	или хотя бы	2	2
31	и ни в	2	2
32	то или иное	2	2
33	это и есть	2	2
34	не имеет ничего	3	2
35	по себе и	2	2
36	друг к другу	2	2
37	ничего общего с	3	2
38	можно было бы	4	2
39	не имеет никакого	3	2
40	само по себе	5	2
41	то это значит	2	2
42	может быть и	3	2
43	содержит в себе	3	2
44	да и то	3	2
45	несмотря на всю	4	2
46	имеет ничего общего	3	2
47	та или иная	3	2
48	каком случае не	2	2
49	на самом деле	2	2
