N	2gram	Trubetskoy_1	StatiiOP
1	и в	26	25
2	в этом	15	24
3	в том	11	20
4	что в	9	19
5	что он	4	19
6	может быть	10	19
7	что это	3	16
8	том что	7	15
9	в этой	4	14
10	в его	5	12
11	то что	7	12
12	не только	10	12
13	в этих	4	11
14	так что	3	11
15	прежде всего	2	10
16	таким образом	22	10
17	и не	8	10
18	но и	9	9
19	все это	6	8
20	о том	6	8
21	не может	4	7
22	точки зрения	13	7
23	в то	4	7
24	из этих	10	6
25	в конце	6	6
26	не в	2	6
27	только в	4	6
28	как бы	12	6
29	как на	8	6
30	а в	4	6
31	и на	2	6
32	в россии	2	6
33	в области	9	6
34	между тем	2	6
35	то же	4	5
36	в них	2	5
37	потому что	7	5
38	с другой	8	5
39	на то	2	5
40	в котором	4	5
41	связано с	2	5
42	и это	2	5
43	а не	5	5
44	того что	3	5
45	он не	4	5
46	так и	6	5
47	мы имеем	2	5
48	но в	7	5
49	этом отношении	2	4
50	с тем	18	4
51	всяком случае	6	4
52	состоит в	2	4
53	связана с	2	4
54	по крайней	5	4
55	в смысле	4	4
56	крайней мере	5	4
57	в начале	2	4
58	должна была	2	4
59	в качестве	3	4
60	можно сказать	3	4
61	в общем	8	4
62	если бы	3	4
63	и к	5	4
64	относится к	2	4
65	а также	2	4
66	отношение к	5	4
67	из этого	2	4
68	связь с	2	4
69	отличается от	2	4
70	не было	2	4
71	в течение	4	4
72	лишь в	5	4
73	из которых	4	4
74	с точки	6	4
75	к нему	7	4
76	и для	5	4
77	и с	10	4
78	можно назвать	2	4
79	сказать что	2	4
80	во всяком	6	4
81	все же	6	4
82	в которой	3	4
83	что эти	3	4
84	в эту	2	4
85	что все	4	3
86	уже в	2	3
87	с его	2	3
88	каждая из	3	3
89	во время	4	3
90	к этому	3	3
91	же время	2	3
92	и здесь	2	3
93	с этой	3	3
94	для него	3	3
95	и что	4	3
96	одной стороны	7	3
97	и если	3	3
98	несмотря на	6	3
99	и наконец	2	3
100	конце концов	3	3
101	все эти	6	3
102	в связи	3	3
103	уже не	3	3
104	что мы	2	3
105	связан с	2	3
106	в виде	4	3
107	попадает в	4	3
108	связи с	9	3
109	так как	9	3
110	к которому	2	3
111	а с	7	2
112	не менее	3	2
113	должен был	4	2
114	никогда не	5	2
115	для этого	2	2
116	по тому	2	2
117	и у	8	2
118	как о	3	2
119	тогда когда	2	2
120	в рамках	3	2
121	утверждать что	2	2
122	самого начала	2	2
123	что именно	2	2
124	или иной	2	2
125	от них	2	2
126	к тому	6	2
127	не как	2	2
128	но все	7	2
129	так чтобы	2	2
130	но не	8	2
131	того же	6	2
132	в свою	2	2
133	до сих	5	2
134	еще не	2	2
135	одной из	5	2
136	в самом	4	2
137	во всех	2	2
138	в виду	2	2
139	если в	3	2
140	один из	2	2
141	тем не	3	2
142	вместе с	15	2
143	сих пор	5	2
144	и тогда	4	2
145	только что	2	2
146	взгляд на	2	2
147	и только	4	2
148	в отношении	6	2
149	начиная с	2	2
150	с одной	7	2
151	на нее	3	2
152	с самого	3	2
153	для того	5	2
154	и по	4	2
155	его не	2	2
156	в которых	4	2
157	в результате	3	2
158	одно из	2	2
159	к сожалению	3	2
160	в русском	2	2
161	которые в	2	2
162	не имеет	5	2
163	не потому	2	2
164	в новом	2	2
165	то есть	4	2
