N	2gram	Propp_Isto_4	slovoVRo
1	и в	26	41
2	в нем	2	30
3	и т	27	28
4	могут быть	6	19
5	но и	12	16
6	и не	9	16
7	не только	15	16
8	а не	6	15
9	то же	8	14
10	может быть	14	14
11	и др	5	14
12	не может	6	14
13	и его	10	14
14	и на	2	14
15	в его	5	13
16	как бы	3	12
17	в этом	7	12
18	так и	10	11
19	таким образом	10	9
20	все эти	3	9
21	себя в	2	9
22	на его	3	8
23	в особенности	2	8
24	но в	5	8
25	как в	7	8
26	как мы	5	8
27	или в	3	8
28	не в	5	7
29	отношение к	2	7
30	вовсе не	4	7
31	в своей	4	7
32	все же	9	7
33	это не	5	6
34	при этом	3	6
35	и даже	4	6
36	а в	8	6
37	к своему	3	6
38	только в	3	6
39	с другой	4	5
40	все это	2	5
41	т д	24	5
42	не на	3	5
43	к нему	6	5
44	в языке	2	5
45	он в	4	5
46	связанных с	2	4
47	перед нами	3	4
48	лишь в	2	4
49	и с	5	4
50	и все	2	4
51	как и	7	4
52	еще не	6	4
53	другой стороны	4	4
54	там где	3	4
55	ничего не	5	4
56	не могут	2	3
57	никогда не	2	3
58	хотя бы	2	3
59	формы и	2	3
60	из этих	3	3
61	переходит в	3	3
62	в том	3	3
63	из них	2	3
64	его и	2	3
65	данном случае	3	3
66	в своем	2	3
67	и других	3	3
68	того что	2	3
69	в других	2	3
70	с ними	5	3
71	и здесь	5	3
72	в истории	2	3
73	о том	4	3
74	его в	9	3
75	так как	9	3
76	и там	2	3
77	у него	5	3
78	и во	2	3
79	с этим	2	3
80	не могло	2	3
81	связанные с	3	3
82	в себе	2	3
83	с этой	2	3
84	по существу	3	3
85	эта форма	2	3
86	в качестве	7	3
87	она не	3	3
88	было бы	2	3
89	конечно не	2	3
90	он не	7	3
91	и этим	2	3
92	в данном	3	3
93	связана с	2	2
94	же как	13	2
95	в другой	3	2
96	в частности	2	2
97	к своей	3	2
98	другом случае	2	2
99	этом случае	3	2
100	для нас	3	2
101	его как	2	2
102	так что	2	2
103	что они	6	2
104	на этом	2	2
105	например в	3	2
106	такого рода	2	2
107	сливается с	2	2
108	хотя и	2	2
109	между ними	3	2
110	и по	5	2
111	и тем	2	2
112	в целом	2	2
113	в этих	7	2
114	на том	2	2
115	уже не	5	2
116	те же	3	2
117	так же	18	2
118	сказать что	2	2
119	потому что	6	2
120	но он	4	2
121	иногда в	2	2
122	а как	2	2
123	он может	2	2
124	дело не	2	2
125	в одном	5	2
126	к этому	5	2
127	связь с	12	2
128	вводится в	2	2
129	у нас	2	2
130	том что	3	2
131	мы видим	6	2
132	одна из	2	2
133	но не	5	2
134	а на	4	2
135	с этими	2	2
136	до сих	5	2
137	мы уже	5	2
138	а также	3	2
139	даже в	4	2
140	сих пор	5	2
141	так в	4	2
142	и у	5	2
143	не есть	2	2
144	и то	6	2
145	в виде	2	2
146	в другом	5	2
147	связи с	3	2
148	здесь не	4	2
