N	2gram	Vygotskiy__1	Komedia
1	и в	31	26
2	и не	16	14
3	к тому	4	12
4	так и	3	12
5	и его	7	12
6	в том	30	11
7	тому же	3	11
8	может быть	22	11
9	но и	2	10
10	в этом	12	10
11	что в	23	9
12	столь же	4	9
13	том что	16	9
14	если бы	6	9
15	вместе с	8	9
16	ясно что	19	8
17	было бы	6	8
18	из них	2	7
19	не только	13	7
20	что и	13	7
21	в своем	3	6
22	то что	32	6
23	в нем	2	6
24	того чтобы	7	6
25	потому что	10	6
26	и здесь	2	6
27	в то	5	6
28	о том	7	6
29	таким образом	20	6
30	с тем	3	5
31	независимо от	2	5
32	в которой	4	5
33	к этому	4	5
34	что он	7	5
35	в качестве	2	5
36	один из	4	5
37	ни в	9	5
38	на основании	7	5
39	с этим	3	5
40	для того	6	5
41	так что	5	5
42	и с	2	5
43	уже в	3	4
44	не менее	2	4
45	в частности	3	4
46	у него	4	4
47	в этих	4	4
48	тому что	4	4
49	в них	2	4
50	что у	3	4
51	и от	2	4
52	прежде всего	4	4
53	из этих	6	4
54	как мы	2	4
55	как и	16	4
56	в целом	5	4
57	как будто	5	4
58	хотя и	3	4
59	в его	6	4
60	все же	5	4
61	в самом	11	4
62	и для	5	4
63	что для	2	4
64	точки зрения	15	4
65	с и	5	4
66	только в	14	4
67	что это	6	4
68	так как	18	4
69	как это	4	4
70	его в	2	4
71	между тем	4	4
72	о чем	2	3
73	для всех	4	3
74	до тех	2	3
75	представить себе	3	3
76	с этой	4	3
77	в каждом	3	3
78	вопрос о	3	3
79	то время	5	3
80	что на	3	3
81	мы найдем	2	3
82	мы знаем	3	3
83	жизни и	3	3
84	но не	3	3
85	того же	2	3
86	для нас	5	3
87	по поводу	2	3
88	из которых	3	3
89	например в	3	3
90	в котором	4	3
91	речь идет	3	3
92	в своей	3	3
93	и их	2	3
94	все это	8	3
95	дело с	3	3
96	в связи	2	3
97	той же	3	3
98	то же	5	3
99	не было	3	3
100	как в	9	3
101	к нему	2	3
102	а в	6	3
103	не может	17	3
104	как он	2	3
105	в этой	3	3
106	тех же	2	3
107	но в	3	3
108	и поэтому	2	3
109	мы можем	4	3
110	все время	4	2
111	и другие	4	2
112	в другой	2	2
113	и есть	5	2
114	отнюдь не	6	2
115	не всегда	2	2
116	в какой	5	2
117	с другой	5	2
118	в одной	3	2
119	в конце	3	2
120	в одном	2	2
121	представление о	3	2
122	этом смысле	2	2
123	вовсе не	6	2
124	и к	3	2
125	в ее	5	2
126	есть для	2	2
127	с достаточной	2	2
128	идет о	2	2
129	не в	11	2
130	из его	3	2
131	до сих	3	2
132	в силу	3	2
133	должна была	2	2
134	х годов	5	2
135	одна из	4	2
136	тот же	2	2
137	что по	3	2
138	одной стороны	6	2
139	и если	4	2
140	вслед за	6	2
141	каждой из	3	2
142	наконец в	2	2
143	от того	3	2
144	он не	3	2
145	начинает с	2	2
146	как бы	5	2
147	всяком случае	6	2
148	время как	5	2
149	даже в	2	2
150	не является	5	2
151	и т	26	2
152	и это	3	2
153	отношение к	2	2
154	или его	3	2
155	сих пор	3	2
156	со стороны	4	2
157	что она	6	2
158	целый ряд	6	2
159	в отличие	3	2
160	т п	16	2
161	с одной	5	2
162	и что	8	2
163	от всех	3	2
164	и у	4	2
165	бы и	2	2
166	отличие от	4	2
167	роль в	3	2
168	мы не	12	2
169	имеет в	2	2
170	во всяком	8	2
171	и во	2	2
172	одно из	2	2
173	на это	2	2
174	и все	5	2
175	из этого	2	2
176	бы в	2	2
177	мы имеем	4	2
178	в виду	4	2
