N	2gram	Bakhtin_sl_2	Istorich
1	и в	39	25
2	что он	2	22
3	вместе с	2	22
4	и т	35	20
5	т д	2	18
6	может быть	37	17
7	не только	24	13
8	но и	21	13
9	в его	7	12
10	и не	22	11
11	уже не	5	11
12	так как	4	11
13	все же	6	10
14	в этом	16	10
15	с другой	5	9
16	его в	4	9
17	и его	33	9
18	таким образом	8	9
19	героя в	3	9
20	в виде	2	9
21	связи с	3	8
22	что в	3	8
23	этих случаях	2	8
24	том что	5	8
25	еще не	7	8
26	на него	2	8
27	все эти	6	8
28	и на	4	8
29	мы видели	2	7
30	как и	6	7
31	но это	3	7
32	то что	2	7
33	этом случае	6	7
34	одной стороны	5	7
35	в нем	19	7
36	с одной	5	7
37	и здесь	2	7
38	только в	5	7
39	о том	2	7
40	в этих	7	6
41	это не	5	6
42	прежде всего	8	6
43	в нее	2	6
44	что и	3	6
45	себя в	8	6
46	как в	13	6
47	не может	20	6
48	не в	9	6
49	или в	2	6
50	могут быть	7	6
51	в том	5	6
52	там где	6	6
53	с этим	2	5
54	как мы	7	5
55	для нас	5	5
56	но все	5	5
57	но не	6	5
58	мы увидим	2	5
59	связано с	3	5
60	например в	5	5
61	в ней	3	5
62	в него	7	5
63	входит в	4	5
64	мы не	2	5
65	не менее	4	4
66	не всегда	2	4
67	с другими	4	4
68	в дальнейшем	2	4
69	мы уже	2	4
70	в пределах	13	4
71	в основном	4	4
72	из себя	3	4
73	в некоторых	3	4
74	а именно	2	4
75	все это	16	4
76	в связи	2	4
77	то же	4	4
78	в истории	11	4
79	он не	2	4
80	с ним	7	4
81	того как	2	4
82	никогда не	7	3
83	и как	3	3
84	в более	2	3
85	и все	5	3
86	нем и	2	3
87	в свою	3	3
88	в то	4	3
89	в себя	2	3
90	того чтобы	2	3
91	но оно	2	3
92	о нем	2	3
93	и др	4	3
94	но мы	2	3
95	не знаем	2	3
96	в форме	2	3
97	в свете	3	3
98	на этом	3	3
99	в особенности	3	3
100	для того	2	3
101	к нему	3	3
102	его не	4	3
103	а в	4	3
104	в данном	2	3
105	и с	9	3
106	они не	2	3
107	человека в	5	3
108	героя и	5	3
109	перед нами	3	2
110	уже в	2	2
111	у него	3	2
112	связанные с	4	2
113	его и	2	2
114	на них	2	2
115	и затем	2	2
116	тогда когда	2	2
117	человека и	3	2
118	вовсе не	10	2
119	по себе	5	2
120	оно уже	2	2
121	в различных	2	2
122	во власти	2	2
123	и при	2	2
124	одна из	4	2
125	есть на	2	2
126	до сих	2	2
127	она не	6	2
128	жизни и	6	2
129	или на	2	2
130	одним из	2	2
131	как бы	7	2
132	и потому	7	2
133	даже в	2	2
134	один из	5	2
135	должен быть	2	2
136	сих пор	2	2
137	отношению к	4	2
138	во всех	12	2
139	ним и	2	2
140	по отношению	4	2
141	с которым	2	2
142	язык и	7	2
143	и для	5	2
144	и других	4	2
145	в одно	2	2
146	здесь как	2	2
147	именно на	2	2
148	а не	14	2
149	роль в	2	2
150	так в	2	2
151	связан с	3	2
152	сказать что	3	2
153	за ней	2	2
154	но он	2	2
155	точки зрения	8	2
156	к его	2	2
157	во всем	4	2
158	ту же	3	2
159	особенно в	2	2
160	или как	4	2
161	из него	2	2
