N	2gram	Losev_Dial_2	StatiiOP
1	и в	19	25
2	в этом	8	24
3	у пушкина	2	22
4	в том	14	20
5	что в	7	19
6	что он	6	19
7	может быть	20	19
8	тем что	2	19
9	что это	10	16
10	том что	10	15
11	в этой	3	14
12	и пр	5	13
13	то что	14	12
14	не только	19	12
15	в этих	3	11
16	так что	7	11
17	прежде всего	8	10
18	таким образом	4	10
19	и не	30	10
20	но и	12	9
21	и т	17	8
22	все это	4	8
23	т е	30	8
24	в своих	2	8
25	о том	5	8
26	это было	3	8
27	это не	10	7
28	было бы	3	7
29	с этим	3	7
30	не может	9	7
31	что такое	3	7
32	точки зрения	12	7
33	в то	6	7
34	в конце	2	6
35	не в	8	6
36	только в	5	6
37	как бы	14	6
38	как в	2	6
39	а в	4	6
40	т п	2	6
41	в области	2	6
42	между тем	2	6
43	то же	12	5
44	независимо от	4	5
45	потому что	14	5
46	с другой	5	5
47	ни в	10	5
48	об этом	3	5
49	и это	5	5
50	а не	16	5
51	того что	6	5
52	другой стороны	4	5
53	говорил что	2	5
54	он не	4	5
55	так и	10	5
56	мы имеем	3	5
57	но в	2	5
58	с тем	2	4
59	всяком случае	2	4
60	связана с	2	4
61	по крайней	9	4
62	в жизни	2	4
63	в каждом	2	4
64	была бы	3	4
65	в смысле	5	4
66	крайней мере	9	4
67	как и	10	4
68	мы видим	2	4
69	это есть	8	4
70	но это	7	4
71	что здесь	2	4
72	можно сказать	5	4
73	в общем	2	4
74	например в	2	4
75	и к	7	4
76	на его	2	4
77	в ней	2	4
78	в своей	8	4
79	не было	3	4
80	с точки	8	4
81	в чем	3	4
82	к нему	4	4
83	и с	5	4
84	время как	7	4
85	сказать что	10	4
86	во всяком	2	4
87	в каком	4	4
88	все же	4	4
89	в которой	2	4
90	что эти	2	4
91	то время	4	4
92	ничего не	3	4
93	уже в	4	3
94	и более	3	3
95	тому что	2	3
96	в какой	2	3
97	во время	2	3
98	нельзя сказать	4	3
99	же время	5	3
100	всех этих	3	3
101	что я	2	3
102	и что	5	3
103	на этом	2	3
104	кроме того	3	3
105	и если	4	3
106	несмотря на	2	3
107	все эти	2	3
108	нет никакого	2	3
109	в некоторых	2	3
110	в их	2	3
111	как раз	5	3
112	в связи	4	3
113	что этот	3	3
114	уже не	3	3
115	в системе	2	3
116	что мы	2	3
117	и его	5	3
118	в виде	2	3
119	но он	4	3
120	говорить о	5	3
121	в другом	4	3
122	связи с	4	3
123	так как	14	3
124	что по	2	3
125	я и	2	3
126	более и	2	2
127	все время	3	2
128	нет вообще	2	2
129	не менее	3	2
130	никогда не	9	2
131	он может	2	2
132	что у	2	2
133	в одной	4	2
134	в поэзии	7	2
135	тогда когда	6	2
136	вовсе не	13	2
137	самого начала	2	2
138	к тому	2	2
139	как мы	3	2
140	не как	2	2
141	без всякого	4	2
142	но все	2	2
143	что они	6	2
144	так чтобы	2	2
145	есть в	2	2
146	что если	3	2
147	но не	6	2
148	времени и	9	2
149	до сих	2	2
150	только тогда	7	2
151	еще не	4	2
152	и может	6	2
153	в это	3	2
154	это за	3	2
155	в самом	5	2
156	в сущности	2	2
157	во всех	2	2
158	в виду	5	2
159	если в	2	2
160	тем не	2	2
161	вместе с	2	2
162	дело не	2	2
163	сих пор	2	2
164	ее в	2	2
165	важно что	3	2
166	и тогда	3	2
167	только что	5	2
168	думаю что	3	2
169	взгляд на	2	2
170	не на	2	2
171	и только	4	2
172	т д	15	2
173	с ее	2	2
174	как я	2	2
175	с одной	2	2
176	не просто	12	2
177	которые были	2	2
178	от того	4	2
179	а потому	2	2
180	мы находим	3	2
181	заключается в	4	2
182	самом деле	4	2
183	с самого	2	2
184	что не	6	2
185	и по	4	2
186	его не	2	2
187	или в	2	2
188	между собою	3	2
189	в результате	2	2
190	ни на	2	2
191	одно из	4	2
192	могут быть	4	2
193	к сожалению	2	2
194	но как	5	2
195	том смысле	4	2
196	не потому	6	2
