N	2gram	Potebnia_M_1	PoTuStor
1	может быть	27	17
2	и в	39	16
3	прежде всего	4	9
4	таким образом	13	9
5	в этом	15	9
6	мы можем	2	9
7	и только	2	9
8	и его	5	8
9	и с	3	8
10	точки зрения	8	8
11	не может	22	8
12	сказать что	3	7
13	не только	21	7
14	и это	3	6
15	с точки	3	6
16	для него	4	6
17	при этом	6	6
18	только для	3	5
19	до сознания	3	5
20	нуждается в	2	5
21	еще не	6	5
22	как бы	6	5
23	с самого	3	4
24	самого начала	3	4
25	в нем	20	4
26	и их	3	4
27	но и	20	4
28	так и	13	4
29	хотя бы	2	4
30	и все	3	4
31	мысли и	9	4
32	так как	21	4
33	и не	18	4
34	а потому	10	4
35	как мы	2	4
36	и даже	4	4
37	в этой	3	4
38	с ее	2	4
39	все что	2	4
40	и может	2	4
41	только в	25	4
42	жизни человека	2	4
43	в один	2	4
44	для всех	5	4
45	но в	9	4
46	в его	5	4
47	в этих	7	3
48	что в	22	3
49	жизни и	2	3
50	и есть	2	3
51	во всех	5	3
52	могут быть	9	3
53	вместе с	8	3
54	в одном	8	3
55	этом смысле	4	3
56	и притом	4	3
57	крайней мере	2	3
58	в том	26	3
59	а в	5	3
60	том что	16	3
61	и как	6	3
62	то что	10	3
63	по крайней	2	3
64	только на	3	3
65	если б	2	3
66	но оно	3	3
67	на язык	7	3
68	во всяком	3	3
69	и потому	5	3
70	не существует	2	2
71	не менее	6	2
72	не могут	4	2
73	что и	6	2
74	не нуждается	2	2
75	не есть	10	2
76	ни было	2	2
77	в душе	11	2
78	не будет	2	2
79	никогда не	4	2
80	что не	10	2
81	для этого	2	2
82	в них	3	2
83	если мы	3	2
84	того же	3	2
85	оно не	3	2
86	с этой	2	2
87	из этих	4	2
88	с этим	7	2
89	в жизни	3	2
90	то же	6	2
91	с нею	4	2
92	что оно	2	2
93	и других	4	2
94	мы не	10	2
95	в одно	2	2
96	этой теории	4	2
97	что на	6	2
98	что мы	4	2
99	и по	6	2
100	и для	5	2
101	для нас	9	2
102	все остальные	4	2
103	как и	9	2
104	понятия и	3	2
105	мы видим	4	2
106	так же	5	2
107	но это	5	2
108	есть в	2	2
109	это последнее	2	2
110	он не	3	2
111	чувства и	13	2
112	между собою	6	2
113	в каком	6	2
114	не можем	2	2
115	что можно	3	2
116	в начале	2	2
117	и вообще	3	2
118	было бы	12	2
119	что это	3	2
120	все то	2	2
121	о том	2	2
122	оно и	3	2
123	в самом	3	2
124	но как	3	2
125	за пределы	2	2
126	в своей	3	2
127	только то	2	2
128	и о	2	2
129	к другим	2	2
130	с ним	3	2
131	к ним	2	2
