N	3gram	Vygotskiy__2	Myshleni
1	с точки зрения	10	21
2	для того чтобы	13	18
3	в том что	17	13
4	по сравнению с	2	7
5	так же как	4	7
6	к тому что	2	6
7	в данном случае	4	5
8	то же самое	6	5
9	в самом деле	11	4
10	о том что	4	4
11	на то что	6	4
12	этой точки зрения	2	4
13	не может быть	8	4
14	заключается в том	10	4
15	и то что	2	3
16	только потому что	2	3
17	так же точно	7	3
18	тем не менее	4	3
19	в том и	2	3
20	как и в	2	3
21	в этом отношении	5	3
22	состоит в том	2	3
23	до сих пор	5	3
24	в свою очередь	2	2
25	и той же	4	2
26	в то время	3	2
27	в сущности говоря	4	2
28	том что он	3	2
29	том что в	2	2
30	том что она	3	2
31	точно так же	3	2
32	представление о том	2	2
33	же самое что	2	2
34	таким образом в	2	2
35	одной и той	4	2
36	в конечном счете	3	2
37	того и другого	2	2
38	на самом деле	5	2
39	то время как	2	2
