N	2gram	Vygotskiy__3	Komedia
1	и в	38	26
2	и не	10	14
3	едва ли	3	14
4	к тому	6	12
5	и его	6	12
6	в том	25	11
7	может быть	19	11
8	но и	5	10
9	в этом	13	10
10	что в	20	9
11	столь же	2	9
12	том что	14	9
13	если бы	14	9
14	вместе с	5	9
15	ясно что	6	8
16	было бы	12	8
17	и на	6	7
18	из них	6	7
19	не только	12	7
20	что и	4	7
21	в своем	5	6
22	то что	35	6
23	наряду с	3	6
24	в нем	4	6
25	в двух	9	6
26	того чтобы	9	6
27	потому что	14	6
28	и здесь	6	6
29	в то	3	6
30	о том	6	6
31	таким образом	12	6
32	с тем	8	5
33	в которой	5	5
34	к этому	3	5
35	что он	11	5
36	в качестве	2	5
37	один из	6	5
38	ни в	3	5
39	в истории	2	5
40	с этим	8	5
41	для того	8	5
42	так что	8	5
43	действующих лиц	5	5
44	больше чем	4	5
45	место в	3	4
46	у него	4	4
47	в этих	2	4
48	тому что	6	4
49	в них	3	4
50	что у	7	4
51	из этих	3	4
52	как мы	7	4
53	же в	2	4
54	как и	8	4
55	в целом	4	4
56	как будто	4	4
57	в его	5	4
58	все же	8	4
59	в самом	25	4
60	и для	4	4
61	точки зрения	16	4
62	с и	6	4
63	только в	4	4
64	что это	10	4
65	так как	6	4
66	как это	6	4
67	его в	3	4
68	между тем	7	4
69	для всех	2	3
70	с этой	2	3
71	так называемой	3	3
72	то время	2	3
73	надо было	2	3
74	в тех	4	3
75	но если	4	3
76	мы найдем	2	3
77	что его	2	3
78	к концу	3	3
79	и столь	2	3
80	того же	3	3
81	во всех	4	3
82	здесь в	2	3
83	для нас	8	3
84	со своей	2	3
85	из которых	4	3
86	например в	2	3
87	в ней	15	3
88	в котором	6	3
89	речь идет	4	3
90	не имеет	6	3
91	друг другу	2	3
92	в своей	5	3
93	все это	3	3
94	того как	3	3
95	той же	2	3
96	то же	10	3
97	как в	4	3
98	в самой	4	3
99	а в	7	3
100	или в	5	3
101	а у	2	3
102	тем что	3	3
103	не может	7	3
104	в этой	13	3
105	могла бы	3	3
106	но в	3	3
107	мы можем	7	3
108	реакции на	2	2
109	все время	30	2
110	и другие	2	2
111	отнюдь не	2	2
112	в какой	5	2
113	с другой	7	2
114	признать что	2	2
115	в одной	2	2
116	в конце	2	2
117	в одном	8	2
118	вовсе не	8	2
119	и я	2	2
120	что именно	2	2
121	то это	2	2
122	и к	3	2
123	он был	3	2
124	в ее	7	2
125	идет о	4	2
126	не в	12	2
127	до сих	6	2
128	в силу	2	2
129	одна из	4	2
130	тот же	3	2
131	на этом	5	2
132	по своему	4	2
133	что по	3	2
134	когда в	4	2
135	одной стороны	5	2
136	и если	6	2
137	и дает	2	2
138	он не	6	2
139	как бы	14	2
140	всяком случае	2	2
141	время как	4	2
142	хотя бы	2	2
143	и т	14	2
144	с той	4	2
145	и это	8	2
146	сих пор	5	2
147	всех остальных	2	2
148	со стороны	2	2
149	что она	16	2
150	целый ряд	2	2
151	т п	5	2
152	все больше	2	2
153	с одной	6	2
154	в течение	4	2
155	в той	5	2
156	и что	18	2
157	не более	2	2
158	с самого	6	2
159	мы не	5	2
160	во всяком	2	2
161	и во	2	2
162	одно из	2	2
163	и ее	2	2
164	к его	2	2
165	в один	3	2
166	на это	3	2
167	и все	10	2
168	из этого	8	2
169	бы в	3	2
170	в виду	4	2
