N	2gram	Bakhtin_Fr_5	Myshleni
1	то что	2	26
2	что он	6	25
3	в этом	14	25
4	потому что	7	21
5	таким образом	8	19
6	в том	10	18
7	не может	5	18
8	точки зрения	4	18
9	того чтобы	6	17
10	что в	12	16
11	и в	45	16
12	того что	3	16
13	так как	6	16
14	не только	14	16
15	так же	8	15
16	том что	7	15
17	для того	6	14
18	в сущности	4	13
19	сказать что	4	13
20	и не	15	12
21	и что	2	12
22	в его	13	11
23	но не	4	10
24	с помощью	3	10
25	было бы	2	10
26	как мы	8	10
27	а не	4	10
28	только в	4	10
29	в отношении	2	9
30	может быть	2	9
31	с точки	2	9
32	о том	4	8
33	как это	4	8
34	в основе	4	8
35	как и	10	8
36	он не	6	8
37	то же	11	8
38	же как	4	7
39	и есть	2	7
40	друг с	2	7
41	в нем	10	7
42	но он	3	7
43	того же	3	7
44	так и	6	7
45	если мы	2	7
46	с другом	2	7
47	что все	2	6
48	не в	7	6
49	в этой	6	6
50	но и	10	6
51	и на	5	6
52	как он	3	6
53	но в	14	6
54	у него	4	6
55	связанные с	3	6
56	к тому	2	6
57	мы можем	2	6
58	в другом	3	6
59	в своем	11	5
60	на все	2	5
61	для него	3	5
62	как бы	12	5
63	но мы	2	5
64	хотя бы	2	5
65	этом отношении	5	5
66	в то	11	5
67	с ним	5	5
68	он должен	2	5
69	можно сказать	2	5
70	как в	3	5
71	мысли и	6	5
72	можно было	4	5
73	ничего не	4	5
74	не могут	2	4
75	все эти	5	4
76	это не	3	4
77	то время	3	4
78	в пределах	2	4
79	при этом	2	4
80	в самом	4	4
81	на этот	3	4
82	в целом	2	4
83	и их	5	4
84	в свете	2	4
85	именно в	3	4
86	в системе	2	4
87	не имеет	3	4
88	же самое	2	4
89	бы в	4	4
90	мы видим	5	4
91	вообще не	3	4
92	в качестве	2	4
93	к началу	3	4
94	вместе с	3	4
95	той же	4	4
96	другом месте	2	4
97	такой же	4	4
98	и т.д	2	4
99	не менее	3	3
100	прежде всего	10	3
101	в известной	2	3
102	и как	5	3
103	но это	5	3
104	самом деле	5	3
105	к нему	2	3
106	как они	3	3
107	в устной	2	3
108	если в	2	3
109	мы видели	7	3
110	от того	3	3
111	в их	4	3
112	еще и	3	3
113	как на	4	3
114	а в	4	3
115	больше чем	2	3
116	и с	10	3
117	говорить о	2	3
118	между тем	2	3
119	мы не	4	3
120	с тем	2	3
121	идет в	2	3
122	с этим	4	3
123	в одном	3	3
124	к этому	2	3
125	все же	2	3
126	по существу	3	3
127	это и	5	3
128	по своему	4	3
129	одной из	5	3
130	еще в	2	3
131	что и	7	3
132	сих пор	3	3
133	на этом	5	3
134	в себя	5	3
135	и его	13	3
136	он в	2	3
137	связи с	6	3
138	что эта	2	3
139	в чем	2	3
140	до сих	3	3
141	только для	2	2
142	и другие	3	2
143	себя и	2	2
144	и от	4	2
145	происходит в	2	2
146	он оказывается	2	2
147	по поводу	4	2
148	одним из	5	2
149	в ряде	2	2
150	в ней	8	2
151	в своей	3	2
152	в отличие	2	2
153	что она	3	2
154	мы говорили	2	2
155	все это	7	2
156	форм и	5	2
157	и даже	4	2
158	и здесь	4	2
159	в истории	2	2
160	но этот	3	2
161	том как	2	2
162	но они	3	2
163	в этот	2	2
164	о чем	3	2
165	в них	6	2
166	вовсе не	8	2
167	его в	5	2
168	в различных	2	2
169	и к	5	2
170	видим что	2	2
171	отличие от	2	2
172	со всеми	5	2
173	во второй	2	2
174	этот путь	2	2
175	жизни и	8	2
176	в первой	4	2
177	когда он	2	2
178	благодаря этому	2	2
179	во всех	13	2
180	тому же	4	2
181	из области	2	2
182	ту же	2	2
183	связанная с	2	2
