N	3gram	Bakhtin_Pr_1	Problema
1	о том что	2	14
2	во всяком случае	3	10
3	в конце концов	4	7
4	по крайней мере	2	6
5	в этом смысле	9	5
6	в данном случае	2	5
7	с другой стороны	2	5
8	до сих пор	2	4
9	в то же	7	4
10	в том что	7	4
11	то есть не	2	3
12	и в этом	3	3
13	можно сказать что	2	3
14	хотя бы и	2	3
15	только то что	2	3
16	не может быть	3	3
17	с самого начала	2	2
18	для того чтобы	2	2
19	это и есть	3	2
20	в самом деле	2	2
21	бы то ни	3	2
22	можно было бы	3	2
23	сами по себе	3	2
24	само по себе	2	2
25	подобно тому как	3	2
26	то есть в	3	2
27	но и не	2	2
28	на самом деле	3	2
29	заключается в том	2	2
