N	2gram	Vygotskiy__2	Vladivir
1	и в	32	31
2	не только	12	24
3	а к	2	22
4	но и	10	19
5	то что	21	18
6	и не	10	17
7	и даже	5	15
8	том что	21	14
9	что в	20	14
10	в этом	13	14
11	и с	4	14
12	что он	13	12
13	в его	2	12
14	но в	3	12
15	с его	2	11
16	в том	37	11
17	философии и	2	11
18	потому что	21	11
19	о том	6	11
20	же с	2	11
21	так что	3	10
22	и то	3	10
23	также и	2	10
24	он не	6	10
25	никогда не	9	9
26	а в	4	9
27	только в	7	9
28	в конце	3	9
29	и по	4	8
30	в то	5	8
31	так как	12	8
32	об этом	3	7
33	как раз	5	7
34	и его	7	7
35	как это	4	7
36	сказать что	7	7
37	и к	3	6
38	того же	2	6
39	и сам	4	6
40	может быть	18	6
41	его жизни	2	6
42	так и	3	6
43	не может	17	6
44	то же	13	6
45	и что	22	6
46	на этот	2	6
47	это было	3	6
48	а с	2	5
49	все это	5	5
50	вовсе не	2	5
51	на то	11	5
52	не в	8	5
53	но как	3	5
54	и от	2	5
55	в свое	2	5
56	что и	17	5
57	жизни и	4	5
58	когда он	10	5
59	что же	3	5
60	не было	2	5
61	в своих	9	5
62	но он	3	5
63	же время	2	4
64	что у	5	4
65	и все	4	4
66	в нем	4	4
67	главным образом	3	4
68	для нас	2	4
69	в себе	2	4
70	что его	5	4
71	и вообще	2	4
72	как и	10	4
73	и как	7	4
74	в этой	6	4
75	никак не	4	4
76	один из	3	4
77	в своей	3	4
78	в нас	3	4
79	в особенности	2	4
80	говорит что	7	4
81	и у	2	4
82	что для	7	4
83	несмотря на	4	4
84	во всем	3	4
85	как он	2	4
86	к нему	2	4
87	в которой	2	4
88	в общем	3	3
89	но только	4	3
90	к тому	7	3
91	отнюдь не	5	3
92	с другой	3	3
93	и так	3	3
94	в жизни	4	3
95	как в	9	3
96	к своему	2	3
97	но не	2	3
98	но это	2	3
99	что они	7	3
100	по своему	3	3
101	но что	2	3
102	всю жизнь	2	3
103	с этими	2	3
104	ничего не	4	3
105	тот же	6	3
106	и из	6	3
107	конце концов	3	3
108	все же	4	3
109	на его	2	3
110	в целом	4	3
111	отношение к	2	3
112	вместе с	2	3
113	на него	2	3
114	только на	5	3
115	другой стороны	2	3
116	в отношении	3	3
117	таким образом	21	3
118	все эти	7	3
119	и вот	3	3
120	здесь мы	2	3
121	и он	3	3
122	едва ли	4	3
123	и всегда	2	3
124	жизнь и	3	3
125	что этот	2	3
126	и на	5	3
127	это можно	2	3
128	он в	3	3
129	с в	2	3
130	и здесь	2	3
131	то есть	21	3
132	место в	2	2
133	по учению	2	2
134	тем что	9	2
135	мы будем	2	2
136	с и	12	2
137	с тем	11	2
138	не менее	8	2
139	в частности	3	2
140	для нее	2	2
141	но даже	2	2
142	в них	2	2
143	хотя бы	3	2
144	по существу	3	2
145	указывает на	3	2
146	что все	9	2
147	на все	5	2
148	образом в	3	2
149	ясно что	7	2
150	тем не	4	2
151	мы знаем	7	2
152	ни в	2	2
153	которой мы	2	2
154	тем более	2	2
155	на этом	3	2
156	все что	2	2
157	то время	3	2
158	что с	3	2
159	и тот	2	2
160	еще не	2	2
161	при этом	13	2
162	того что	8	2
163	было бы	11	2
164	и мы	6	2
165	совершенно не	4	2
166	что на	4	2
167	в самом	12	2
168	том чтобы	3	2
169	на это	3	2
170	всяком случае	2	2
171	и до	4	2
172	и т	10	2
173	из них	4	2
174	то как	3	2
175	речи с	2	2
176	из этого	4	2
177	что она	16	2
178	как к	3	2
179	т д	2	2
180	и для	4	2
181	и других	3	2
182	и сейчас	3	2
183	этой области	2	2
184	он говорит	5	2
185	того чтобы	14	2
186	для того	13	2
187	и никогда	2	2
188	в очень	2	2
189	как на	5	2
190	той же	8	2
191	с того	2	2
192	во всяком	2	2
193	знаем что	4	2
194	точки зрения	17	2
195	в каком	3	2
196	того и	2	2
197	мы должны	3	2
198	и это	4	2
199	ответ на	2	2
200	в чем	4	2
