N	2gram	Bakhtin_Pr_1	Myslijsy
1	то есть	46	34
2	то что	8	29
3	может быть	26	26
4	таким образом	10	24
5	в том	8	23
6	и в	38	23
7	в этом	15	23
8	в слове	3	22
9	и проч	28	18
10	и не	42	18
11	что в	7	17
12	при этом	5	15
13	только в	13	15
14	как и	7	14
15	в себе	4	14
16	то же	5	14
17	того что	2	14
18	если бы	3	13
19	том что	3	12
20	не было	2	12
21	а не	5	12
22	но и	9	11
23	не в	7	11
24	не может	27	11
25	и потому	4	10
26	по отношению	21	10
27	не только	9	10
28	тем что	2	10
29	мы можем	6	10
30	не есть	6	9
31	между тем	7	9
32	в своем	5	8
33	было бы	8	8
34	отношению к	19	8
35	другими словами	2	8
36	сказать что	4	8
37	о том	4	8
38	но в	4	8
39	что это	2	7
40	это не	5	7
41	на то	2	7
42	в нем	15	7
43	что и	2	7
44	и что	2	7
45	вовсе не	2	7
46	и т	14	7
47	могут быть	5	7
48	как в	4	7
49	независимо от	13	6
50	и к	3	6
51	для того	2	6
52	что не	4	6
53	так и	5	6
54	значение слова	4	5
55	есть только	2	5
56	не можем	2	5
57	хотя и	3	5
58	в его	43	5
59	как бы	22	5
60	к нему	10	5
61	поэтического произведения	3	5
62	все это	3	5
63	не менее	4	5
64	должно быть	5	5
65	а в	6	5
66	с ним	5	5
67	говорить о	3	5
68	слова и	3	5
69	не имеет	9	5
70	и более	2	4
71	и все	3	4
72	что все	2	4
73	что он	2	4
74	есть не	2	4
75	тем не	3	4
76	можно сказать	2	4
77	только как	6	4
78	по поводу	2	4
79	и о	5	4
80	в котором	2	4
81	и тем	3	4
82	между ними	4	4
83	да и	3	4
84	слово в	2	4
85	в истории	2	4
86	тем самым	4	4
87	того чтобы	2	4
88	хотя бы	4	4
89	с другими	3	4
90	в таком	3	4
91	точки зрения	8	4
92	в данном	4	4
93	т п	13	4
94	в то	4	4
95	же самое	2	4
96	его в	9	4
97	мы имеем	2	4
98	и с	17	4
99	слова в	7	3
100	и есть	2	3
101	никогда не	5	3
102	связи с	2	3
103	в этих	2	3
104	в них	5	3
105	не всегда	6	3
106	но это	3	3
107	со словом	5	3
108	же время	3	3
109	кроме того	3	3
110	еще не	7	3
111	например в	3	3
112	в самом	7	3
113	известной степени	4	3
114	мы в	3	3
115	в виду	4	3
116	лица и	2	3
117	в каждом	2	3
118	и только	4	3
119	бы не	2	3
120	все эти	5	3
121	и других	2	3
122	на самом	4	3
123	слова не	3	3
124	лишь в	2	3
125	самом деле	6	3
126	слово и	2	3
127	должны быть	4	3
128	с ними	4	3
129	слова с	2	3
130	и на	3	3
131	и значение	2	3
132	в искусстве	12	3
133	в поэзии	9	3
134	с точки	6	3
135	там где	6	3
136	можно только	6	2
137	я не	2	2
138	не могут	2	2
139	в двух	2	2
140	том же	2	2
141	и как	8	2
142	в нашем	4	2
143	все что	3	2
144	столь же	2	2
145	с другой	7	2
146	оно не	3	2
147	связь и	2	2
148	языка в	3	2
149	а как	3	2
150	освобождается от	2	2
151	для понимания	2	2
152	форма есть	6	2
153	отношение к	10	2
154	и здесь	2	2
155	в ее	4	2
156	в самой	2	2
157	у нас	2	2
158	проч но	3	2
159	от него	3	2
160	чем в	2	2
161	в большинстве	5	2
162	имеем дело	3	2
163	в свою	2	2
164	не нужно	5	2
165	она не	2	2
166	в ней	4	2
167	он не	3	2
168	от ее	2	2
169	не вполне	2	2
170	и др	8	2
171	не с	4	2
172	и это	3	2
173	в мире	3	2
174	конечно не	5	2
175	природы и	3	2
176	данном случае	4	2
177	художественное произведение	8	2
178	и прежде	5	2
179	и для	11	2
180	при посредстве	2	2
181	человека в	2	2
182	как мы	7	2
183	здесь мы	2	2
184	из которых	2	2
185	и у	2	2
186	и даже	3	2
187	можем сказать	2	2
188	и его	16	2
189	в других	4	2
190	есть лишь	3	2
191	можно было	4	2
192	в своих	2	2
193	не следует	2	2
194	тем как	5	2
195	в более	4	2
196	может иметь	5	2
197	в виде	2	2
198	и при	2	2
199	к его	2	2
200	и вообще	2	2
201	мы должны	2	2
202	в таких	2	2
203	большинстве случаев	5	2
204	в области	11	2
205	ни к	2	2
