N	2gram	Vinokur_St_2	formyVre
1	и в	29	46
2	в этом	21	22
3	прежде всего	5	14
4	и т	9	14
5	вовсе не	6	13
6	в романе	4	13
7	и его	6	12
8	только в	2	11
9	не только	19	11
10	т п	3	11
11	во время	2	10
12	в том	27	10
13	как бы	5	10
14	точки зрения	5	10
15	но в	8	10
16	не в	4	9
17	вместе с	7	9
18	но и	19	9
19	и не	9	9
20	связи с	4	8
21	как и	2	8
22	в его	13	8
23	то же	2	8
24	того чтобы	6	8
25	для того	7	8
26	с точки	2	8
27	потому что	9	8
28	из них	3	8
29	в них	2	7
30	в одном	6	7
31	может быть	2	7
32	то что	11	7
33	так и	9	7
34	и на	6	7
35	никогда не	3	6
36	при этом	2	6
37	его в	2	6
38	все же	6	6
39	все это	11	6
40	в особенности	2	6
41	так как	2	6
42	и с	4	6
43	в частности	4	5
44	в своем	9	5
45	с этим	3	5
46	по существу	2	5
47	в то	2	5
48	но не	3	5
49	он не	9	5
50	и др	2	5
51	в нем	4	5
52	что в	19	5
53	все эти	2	5
54	с этой	2	4
55	в образе	3	4
56	том что	27	4
57	так что	3	4
58	что они	2	4
59	том же	2	4
60	в котором	7	4
61	как в	3	4
62	еще более	4	4
63	а не	5	4
64	и он	3	4
65	также и	2	4
66	в себе	2	4
67	в истории	2	4
68	о том	17	4
69	не было	3	3
70	о чем	5	3
71	борьба с	2	3
72	не является	3	3
73	того же	2	3
74	к этому	4	3
75	что было	2	3
76	к тому	10	3
77	что он	13	3
78	а затем	2	3
79	и как	2	3
80	как у	3	3
81	в качестве	5	3
82	для него	4	3
83	кроме того	4	3
84	в это	2	3
85	хотя и	4	3
86	а также	2	3
87	что на	3	3
88	нет и	2	3
89	что и	2	3
90	ее в	2	3
91	т д	6	3
92	не на	2	3
93	и другие	2	3
94	таким образом	10	3
95	почти все	2	3
96	в их	3	3
97	того что	5	3
98	и даже	3	3
99	и по	3	3
100	тем что	3	3
101	в другом	4	3
102	в этих	3	3
103	не могли	2	3
104	в виду	7	3
105	не был	3	2
106	столько же	3	2
107	и более	2	2
108	до того	4	2
109	в роман	2	2
110	по своему	2	2
111	с другой	4	2
112	в одной	2	2
113	в духе	2	2
114	одном из	3	2
115	по себе	3	2
116	в отношении	2	2
117	он был	2	2
118	не мог	3	2
119	именно в	4	2
120	у нас	3	2
121	в этой	2	2
122	с тем	7	2
123	до конца	3	2
124	и пр	8	2
125	было бы	5	2
126	и к	4	2
127	далее в	2	2
128	и о	4	2
129	наконец в	3	2
130	и потому	2	2
131	сих пор	5	2
132	в некоторых	2	2
133	века и	2	2
134	и самый	2	2
135	не может	2	2
136	если не	2	2
137	этом отношении	9	2
138	у всех	2	2
139	в той	5	2
140	тем же	2	2
141	и всегда	2	2
142	так же	3	2
143	как на	9	2
144	особенно в	2	2
145	другом месте	2	2
146	сами по	2	2
147	в данном	2	2
148	но это	3	2
149	но он	3	2
150	в конце	2	2
151	как он	2	2
152	и это	2	2
153	там где	2	2
154	как это	2	2
155	во всяком	3	2
156	до сих	6	2
