N	2gram	Potebnia_M_1	Formalny
1	и не	18	30
2	вовсе не	5	28
3	и в	39	27
4	может быть	27	25
5	не может	22	24
6	так и	13	21
7	и его	5	19
8	таким образом	13	18
9	в этом	15	18
10	а не	21	17
11	точки зрения	8	16
12	в нем	20	15
13	то же	6	15
14	как и	9	14
15	с точки	3	14
16	не в	15	12
17	если бы	14	12
18	и от	3	11
19	в самом	3	11
20	в жизни	3	11
21	и т	6	11
22	но и	20	10
23	не могут	4	10
24	в действительности	4	9
25	так как	21	9
26	не только	21	9
27	так же	5	9
28	что в	22	8
29	при этом	6	8
30	как бы	6	8
31	и все	3	8
32	то что	10	8
33	как мы	2	8
34	только в	25	8
35	не менее	6	7
36	в том	26	7
37	же время	4	7
38	потому что	52	7
39	в то	4	7
40	между тем	5	7
41	с тем	5	7
42	для них	2	7
43	в его	5	7
44	если мы	3	7
45	тем же	2	7
46	там где	4	7
47	с другой	7	6
48	т д	4	6
49	в своих	4	6
50	бы в	4	6
51	но в	9	6
52	еще не	6	6
53	было бы	12	6
54	и понимания	9	6
55	все же	6	6
56	в своей	3	6
57	хотя бы	2	6
58	и для	5	6
59	во всяком	3	6
60	вместе с	8	6
61	независимо от	6	5
62	никогда не	4	5
63	в каждом	4	5
64	что именно	2	5
65	ни было	2	5
66	того чтобы	2	5
67	и их	3	5
68	друг друга	5	5
69	другой стороны	5	5
70	в ней	7	5
71	говорит он	4	5
72	и понимание	3	5
73	в истории	7	5
74	в единстве	2	5
75	но не	8	5
76	и потому	5	5
77	что же	2	5
78	т п	4	5
79	тому как	4	5
80	тем что	9	5
81	связи с	3	5
82	если же	5	5
83	так сказать	2	5
84	то ни	3	4
85	прежде всего	4	4
86	в смысле	4	4
87	к тому	4	4
88	следовательно и	2	4
89	и как	6	4
90	для того	3	4
91	мы видели	4	4
92	бы то	2	4
93	в целом	2	4
94	жизни и	2	4
95	со стороны	8	4
96	о том	2	4
97	мы можем	2	4
98	тогда когда	9	4
99	по себе	10	4
100	бы ни	4	4
101	не есть	10	4
102	том что	16	4
103	слов и	4	4
104	она не	3	4
105	как в	10	4
106	только на	3	4
107	в слове	8	4
108	мы не	10	4
109	связь между	2	4
110	могут быть	9	4
111	подобно тому	3	4
112	слова и	4	4
113	из этого	2	4
114	что это	3	3
115	в этих	7	3
116	тому что	3	3
117	столь же	3	3
118	это не	7	3
119	для нас	9	3
120	должна быть	3	3
121	того что	8	3
122	имеет место	2	3
123	одним из	2	3
124	в виду	2	3
125	и тем	3	3
126	не нуждается	2	3
127	только то	2	3
128	по отношению	13	3
129	той же	3	3
130	и что	10	3
131	не следует	5	3
132	никак не	2	3
133	сказать что	3	3
134	и с	3	3
135	и следовательно	2	3
136	нуждается в	2	3
137	и более	2	3
138	в них	3	3
139	у нас	2	3
140	того же	3	3
141	во всех	5	3
142	оно не	3	3
143	отношению к	13	3
144	уже не	2	3
145	то мы	2	3
146	то он	2	3
147	в себе	13	3
148	души и	5	3
149	друг другу	3	2
150	для этого	2	2
151	была бы	2	2
152	на все	2	2
153	язык как	7	2
154	находятся в	3	2
155	но это	5	2
156	в этой	3	2
157	очевидно что	3	2
158	не можем	2	2
159	но если	2	2
160	проявляется в	2	2
161	от того	4	2
162	в своем	3	2
163	в нас	7	2
164	и только	2	2
165	в каждую	2	2
166	в самой	3	2
167	и даже	4	2
168	одной и	3	2
169	увидим что	4	2
170	из этих	4	2
171	к одной	3	2
172	бы быть	4	2
173	слагаются в	2	2
174	к которому	3	2
175	возможно только	5	2
176	том как	3	2
177	нисколько не	2	2
178	только не	2	2
179	этом смысле	4	2
180	однако в	4	2
181	и во	3	2
182	но при	3	2
183	из одного	3	2
184	стороны и	2	2
185	языка как	5	2
186	с ее	2	2
187	и притом	4	2
188	то в	5	2
189	от него	4	2
190	мы увидим	3	2
191	мы должны	3	2
192	в сущности	2	2
193	за пределы	2	2
194	таким же	2	2
195	но оно	3	2
196	не могло	3	2
197	что и	6	2
198	тем не	6	2
199	но уже	2	2
200	вытекает из	2	2
201	в языке	33	2
202	бы не	6	2
203	чтобы не	2	2
204	в таком	5	2
205	и необходимости	4	2
206	быть только	5	2
207	в каком	6	2
208	познания и	2	2
209	и это	3	2
210	дело в	2	2
