N	2gram	Bakhtin_Fr_4	Myshleni
1	в том	7	42
2	том что	3	35
3	с помощью	4	31
4	таким образом	20	25
5	точки зрения	4	24
6	в этом	11	24
7	в качестве	3	21
8	и в	29	20
9	в основе	2	17
10	то же	10	16
11	то что	4	15
12	не только	10	15
13	что они	2	14
14	как мы	10	13
15	с другой	4	12
16	при этом	3	12
17	в их	2	12
18	может быть	2	12
19	так же	7	11
20	в его	8	11
21	с точки	2	11
22	того что	3	10
23	так как	7	10
24	мы видим	3	10
25	и то	2	10
26	в себе	3	10
27	только в	2	10
28	и другие	2	9
29	и как	3	9
30	одной стороны	2	9
31	но и	9	9
32	другой стороны	3	9
33	с одной	2	9
34	как и	12	9
35	того же	5	9
36	тот же	3	9
37	и не	16	8
38	в результате	4	8
39	как бы	8	7
40	и тот	2	7
41	в своей	5	7
42	того чтобы	3	7
43	тем что	4	7
44	один и	2	7
45	уже в	2	6
46	к тому	2	6
47	мы видели	7	6
48	этот процесс	6	6
49	не может	2	6
50	и на	11	6
51	сказать что	5	6
52	по своей	3	6
53	его в	9	6
54	что он	4	6
55	той же	3	6
56	перед нами	4	5
57	в частности	3	5
58	никогда не	2	5
59	это не	5	5
60	и его	8	5
61	и к	2	5
62	все же	3	5
63	о том	2	5
64	мы уже	10	5
65	так и	11	5
66	как в	2	5
67	для того	3	5
68	все эти	9	5
69	мы можем	3	5
70	все время	3	4
71	в нашем	4	4
72	в своем	3	4
73	из них	6	4
74	роль в	3	4
75	друг друга	2	4
76	как он	2	4
77	и с	9	4
78	к этому	2	4
79	на первый	2	4
80	его к	2	4
81	и при	2	4
82	по своему	4	4
83	в сущности	6	4
84	между ними	2	4
85	и для	2	4
86	на этом	2	3
87	в этих	2	3
88	формы и	2	3
89	это значение	2	3
90	в этой	13	3
91	одной из	2	3
92	в виду	2	3
93	один из	4	3
94	со стороны	2	3
95	именно в	2	3
96	и других	3	3
97	классической форме	2	3
98	на его	2	3
99	к которому	2	3
100	но в	12	3
101	но не	2	3
102	как известно	2	3
103	в один	2	3
104	с таким	2	3
105	себя в	2	3
106	ни в	2	3
107	связи с	2	3
108	в чем	3	3
109	в которой	4	3
110	место в	2	2
111	связана с	4	2
112	такой же	3	2
113	том числе	3	2
114	в основу	2	2
115	в другой	2	2
116	числе и	2	2
117	прежде всего	8	2
118	на нем	2	2
119	что это	5	2
120	и у	2	2
121	в ней	3	2
122	и второй	2	2
123	в нем	5	2
124	к нему	3	2
125	уже говорили	5	2
126	другими словами	2	2
127	образов и	2	2
128	они не	2	2
129	также и	4	2
130	и здесь	3	2
131	но как	3	2
132	что здесь	3	2
133	их в	2	2
134	но они	4	2
135	уже и	2	2
136	это в	2	2
137	у него	5	2
138	что такие	2	2
139	а затем	3	2
140	животных и	3	2
141	еще не	4	2
142	том же	2	2
143	которую он	4	2
144	далеко не	5	2
145	а также	2	2
146	раз в	2	2
147	и т.п	12	2
148	в той	2	2
149	в слове	2	2
150	тому как	3	2
151	подобно тому	3	2
152	на котором	2	2
153	и это	2	2
154	здесь не	3	2
155	же не	2	2
