N	2gram	Losev_Vlad_3	Formalny
1	и в	40	38
2	в этом	16	27
3	может быть	8	23
4	и его	10	21
5	таким образом	11	20
6	и не	25	20
7	в самом	4	16
8	прежде всего	10	15
9	не в	3	15
10	не может	14	14
11	в нем	3	13
12	но и	18	13
13	связи с	2	13
14	с его	2	11
15	с тем	7	11
16	в том	18	11
17	вовсе не	13	11
18	в его	14	10
19	в связи	3	10
20	и с	9	9
21	как и	7	9
22	при этом	3	9
23	не только	25	9
24	на почве	2	9
25	отнюдь не	5	8
26	что и	7	8
27	все же	4	8
28	так и	6	8
29	тем что	5	8
30	точки зрения	13	8
31	что в	17	7
32	не могут	2	7
33	по себе	6	7
34	для него	8	7
35	по существу	4	7
36	в своей	9	7
37	этом отношении	2	7
38	как мы	8	7
39	уже не	9	7
40	с точки	6	7
41	не было	5	6
42	в результате	4	6
43	то что	28	6
44	в истории	5	6
45	для понимания	2	6
46	в ней	5	6
47	в этой	8	6
48	было бы	4	6
49	вместе с	7	6
50	в их	2	6
51	то же	4	6
52	все эти	5	6
53	а не	8	6
54	как раз	10	6
55	он не	8	6
56	только в	13	6
57	а в	7	6
58	хотя бы	6	6
59	должна быть	2	5
60	если бы	3	5
61	что он	5	5
62	именно в	3	5
63	говорит в	3	5
64	же время	2	5
65	по преимуществу	2	5
66	если мы	4	5
67	что же	9	5
68	и речи	2	5
69	с этим	2	5
70	и только	3	5
71	и для	3	5
72	сводится к	3	5
73	в то	7	5
74	бы в	2	5
75	во всяком	3	5
76	всяком случае	3	5
77	независимо от	3	4
78	оно не	3	4
79	не столько	3	4
80	не как	2	4
81	раз и	8	4
82	к этому	2	4
83	к тому	7	4
84	мы видели	3	4
85	в дальнейшем	4	4
86	в сторону	2	4
87	совершенно не	2	4
88	здесь и	2	4
89	в сущности	2	4
90	не о	2	4
91	как бы	3	4
92	и к	2	4
93	из них	2	4
94	другой стороны	2	4
95	в теории	2	4
96	и наконец	2	4
97	и даже	6	4
98	даже и	12	4
99	здесь не	3	4
100	ничего не	5	4
101	так как	7	4
102	но в	4	4
103	же как	3	3
104	а о	2	3
105	в какой	2	3
106	с другой	5	3
107	из этих	3	3
108	мы знаем	3	3
109	и здесь	6	3
110	а наоборот	3	3
111	и как	7	3
112	но все	3	3
113	без всякой	2	3
114	не является	2	3
115	то это	10	3
116	не есть	10	3
117	в целом	2	3
118	быть и	2	3
119	только на	5	3
120	то и	2	3
121	только и	5	3
122	на самом	3	3
123	к нему	3	3
124	такой же	4	3
125	того что	7	3
126	того чтобы	3	3
127	для того	2	3
128	роль в	2	3
129	мы не	2	3
130	и на	6	3
131	сам по	2	3
132	хотя и	7	3
133	однако и	4	3
134	и все	4	3
135	его в	2	3
136	что это	9	3
137	это было	3	3
138	от этого	2	3
139	уже в	3	2
140	и более	2	2
141	никогда не	11	2
142	по этому	3	2
143	в этих	2	2
144	в качестве	3	2
145	тому что	4	2
146	перед нами	3	2
147	это не	3	2
148	в конце	12	2
149	не просто	10	2
150	первый план	2	2
151	этого факта	2	2
152	это время	2	2
153	же это	2	2
154	а только	7	2
155	является для	2	2
156	до конца	4	2
157	том что	18	2
158	том случае	3	2
159	но это	6	2
160	то в	6	2
161	является не	3	2
162	но не	4	2
163	совсем не	5	2
164	но как	2	2
165	кроме того	6	2
166	она не	2	2
167	ни на	2	2
168	в каких	2	2
169	ни стало	2	2
170	что на	2	2
171	на первый	2	2
172	едва ли	11	2
173	и о	4	2
174	же и	2	2
175	конце концов	5	2
176	в котором	4	2
177	даже в	4	2
178	не так	3	2
179	он был	2	2
180	и тем	3	2
181	есть только	9	2
182	этом смысле	3	2
183	не будет	6	2
184	не к	2	2
185	ни в	10	2
186	ее в	3	2
187	со стороны	2	2
188	а именно	12	2
189	даже не	3	2
190	поскольку он	4	2
191	то ни	3	2
192	точке зрения	2	2
193	находится в	3	2
194	в в	2	2
195	тем самым	2	2
196	не имеет	4	2
197	и по	2	2
198	должно быть	5	2
199	отличие от	3	2
200	в таком	3	2
201	и то	9	2
202	сказать что	12	2
203	в предисловии	2	2
204	является в	2	2
205	и от	6	2
206	в отличие	3	2
207	как например	2	2
208	был и	2	2
209	к его	2	2
210	при помощи	4	2
211	и это	6	2
212	из этого	2	2
213	что эта	2	2
214	должен был	2	2
215	в чем	3	2
216	потому что	11	2
217	как это	4	2
218	в которой	2	2
219	в виду	3	2
