N	2gram	Potebnia_M_4	Narrotol
1	не только	10	31
2	но и	11	27
3	и не	18	23
4	при этом	15	19
5	может быть	26	15
6	как и	14	13
7	а не	12	13
8	а в	5	13
9	только в	15	12
10	в этом	23	12
11	и в	23	11
12	в данном	4	11
13	состоит в	2	10
14	и его	2	10
15	тогда как	4	10
16	то что	29	9
17	то есть	34	9
18	то же	14	8
19	в том	23	8
20	данном случае	2	8
21	со стороны	3	8
22	не может	11	8
23	уже не	3	8
24	если бы	13	7
25	том что	12	7
26	но в	8	7
27	к тому	3	6
28	об этом	2	6
29	не в	11	6
30	в самом	3	6
31	как бы	5	6
32	один из	2	6
33	в себе	14	6
34	в его	5	6
35	можно сказать	4	5
36	так и	6	5
37	тем самым	4	5
38	столь же	2	5
39	и на	3	5
40	потому что	33	5
41	точки зрения	4	5
42	слова в	3	4
43	никогда не	3	4
44	из этих	2	4
45	что на	2	4
46	для него	5	4
47	то в	3	4
48	же время	3	4
49	еще не	3	4
50	к нему	5	4
51	в ней	2	4
52	и тем	4	4
53	в нем	7	4
54	в мире	2	4
55	в первом	3	4
56	по себе	11	4
57	как в	7	4
58	внимание на	5	4
59	так в	3	4
60	и состоит	3	4
61	того что	14	4
62	того чтобы	4	4
63	в речи	3	4
64	хотя и	5	4
65	в то	4	4
66	что у	3	4
67	о том	8	4
68	в одном	4	4
69	в сознании	4	4
70	не существует	2	3
71	не менее	5	3
72	тому как	2	3
73	что в	17	3
74	в нашем	2	3
75	в своем	8	3
76	это не	7	3
77	не всегда	3	3
78	что он	4	3
79	тем не	4	3
80	у нас	2	3
81	и как	2	3
82	самом деле	3	3
83	для того	6	3
84	и о	4	3
85	он не	2	3
86	отношению к	8	3
87	по отношению	10	3
88	быть не	2	3
89	не было	12	3
90	именно в	3	3
91	лишь в	3	3
92	в слове	22	3
93	мы не	8	3
94	в глазах	2	3
95	и то	5	3
96	их в	3	3
97	и с	4	3
98	подобно тому	2	3
99	и все	4	3
100	мы имеем	4	3
101	между тем	9	3
102	стало быть	8	3
103	глядя на	2	2
104	по мере	7	2
105	в этих	3	2
106	в сущности	2	2
107	в свою	2	2
108	на то	7	2
109	что может	2	2
110	к его	2	2
111	как мы	2	2
112	кто говорит	2	2
113	да и	4	2
114	было и	2	2
115	по своему	2	2
116	переход от	3	2
117	все что	2	2
118	между ними	4	2
119	имеем дело	2	2
120	до сих	4	2
121	она не	2	2
122	во сне	2	2
123	к ним	2	2
124	они могут	2	2
125	не вполне	2	2
126	всяком случае	3	2
127	не имеет	5	2
128	оно не	2	2
129	лица и	3	2
130	хотя бы	4	2
131	не будет	3	2
132	вместе с	6	2
133	быть и	2	2
134	дело не	2	2
135	сих пор	4	2
136	заключает в	8	2
137	только на	4	2
138	только что	3	2
139	и только	3	2
140	и сама	2	2
141	все равно	3	2
142	человека в	2	2
143	в той	4	2
144	только от	3	2
145	что не	6	2
146	и даже	2	2
147	и притом	2	2
148	с другой	2	2
149	и для	2	2
150	сводятся к	2	2
151	друг друга	2	2
152	слов в	4	2
153	в таком	4	2
154	с ними	3	2
155	нас в	2	2
156	сами по	2	2
157	сказать что	8	2
158	во всяком	5	2
159	мы можем	10	2
160	с языком	2	2
161	связи с	3	2
162	я в	2	2
163	что мы	10	2
164	же самое	4	2
165	один и	5	2
166	так сказать	5	2
167	с ним	5	2
168	в области	2	2
169	как она	2	2
170	это было	2	2
