N	2gram	Vygotskiy__2	Istorich
1	что он	13	24
2	и т	10	19
3	не только	12	18
4	т д	2	18
5	может быть	18	17
6	никогда не	9	15
7	и в	32	15
8	мы имеем	4	15
9	но и	10	14
10	так как	12	14
11	так же	18	13
12	что в	20	12
13	знаем что	4	12
14	а в	4	12
15	то что	21	12
16	об этом	3	11
17	в этих	2	11
18	мы знаем	7	11
19	и не	10	11
20	в этом	13	11
21	что они	7	10
22	то же	13	10
23	с тем	11	9
24	еще не	2	9
25	все же	4	9
26	и здесь	2	9
27	потому что	21	9
28	один из	3	8
29	он не	6	8
30	мы видим	4	8
31	мы можем	3	8
32	том что	21	7
33	в нем	4	7
34	вместе с	2	7
35	сих пор	5	7
36	таким образом	21	7
37	не в	8	7
38	ничего не	4	7
39	точно так	3	6
40	так что	3	6
41	до сих	5	6
42	что это	8	6
43	наряду с	4	6
44	в его	2	6
45	как бы	6	6
46	то это	3	6
47	что и	17	6
48	и что	22	6
49	в том	37	6
50	только в	7	6
51	но в	3	6
52	с этим	4	5
53	в одном	2	5
54	к тому	7	5
55	видим что	3	5
56	как в	9	5
57	она не	2	5
58	было бы	11	5
59	же как	4	5
60	на него	2	5
61	так и	3	5
62	что она	16	5
63	что при	9	5
64	не может	17	5
65	а не	7	5
66	к нему	2	5
67	можно было	7	5
68	имеем в	2	5
69	к которому	2	5
70	показывает что	3	4
71	для нас	2	4
72	но это	2	4
73	в этой	6	4
74	при этом	13	4
75	но он	3	4
76	в ней	5	4
77	того как	4	4
78	и с	4	4
79	тем что	9	4
80	и на	5	4
81	в себе	2	4
82	мы должны	3	4
83	все эти	7	4
84	как она	4	4
85	должен был	2	3
86	в состоянии	2	3
87	и его	7	3
88	на то	11	3
89	как это	4	3
90	говорит что	7	3
91	когда она	4	3
92	о том	6	3
93	а другой	3	3
94	когда он	10	3
95	в их	3	3
96	все это	5	3
97	так в	2	3
98	после того	2	3
99	того что	8	3
100	в очень	2	3
101	увидим что	2	3
102	роль в	2	3
103	мы не	3	3
104	тому как	3	3
105	что этот	2	3
106	он в	3	3
107	подобно тому	2	3
108	как будто	7	3
109	как он	2	3
110	и это	4	3
111	в других	2	3
112	здесь мы	2	3
113	же мы	3	2
114	на вопрос	2	2
115	зависит от	2	2
116	не было	2	2
117	и более	4	2
118	на другой	2	2
119	могут быть	4	2
120	с другой	3	2
121	это не	2	2
122	и так	3	2
123	в жизни	4	2
124	представление о	3	2
125	на самом	5	2
126	главным образом	3	2
127	и говорит	2	2
128	в сборнике	2	2
129	человеческого тела	2	2
130	и эти	2	2
131	что у	5	2
132	ни в	2	2
133	пришел к	2	2
134	в новой	2	2
135	по существу	3	2
136	как и	10	2
137	такой же	7	2
138	но не	2	2
139	в глаза	2	2
140	в нашей	3	2
141	того чтобы	14	2
142	и часто	2	2
143	и из	6	2
144	мы в	3	2
145	например в	3	2
146	на его	2	2
147	и для	4	2
148	в сущности	7	2
149	превращение в	2	2
150	и когда	4	2
151	хотя бы	3	2
152	с ее	3	2
153	из них	4	2
154	во всех	3	2
155	и их	3	2
156	в свете	2	2
157	показывают что	2	2
158	и только	2	2
159	показать что	5	2
160	другой стороны	2	2
161	той же	8	2
162	а с	2	2
163	когда мы	2	2
164	совершенно ясно	7	2
165	самом деле	16	2
166	и по	4	2
167	с другими	2	2
168	и то	3	2
169	в русском	2	2
170	в которых	3	2
171	сказать что	7	2
172	он дает	2	2
173	состоит в	3	2
174	и ее	3	2
175	это только	3	2
176	слова в	2	2
177	при помощи	10	2
178	в особенности	2	2
179	их в	2	2
180	заметить что	2	2
181	в которой	2	2
182	в него	2	2
183	видит в	3	2
184	в виду	3	2
