N	2gram	Voloshinov_1	StatiiOP
1	и в	15	29
2	том что	5	27
3	в том	4	27
4	в этом	13	21
5	но и	4	19
6	что в	6	19
7	не только	5	19
8	что он	8	13
9	в его	9	13
10	то что	10	11
11	все это	5	11
12	к тому	4	10
13	таким образом	21	10
14	в своем	2	9
15	так и	10	9
16	этом отношении	2	9
17	и не	16	9
18	как на	3	9
19	потому что	4	9
20	он не	4	9
21	по поводу	2	8
22	и пр	9	8
23	как раз	2	8
24	но в	9	8
25	в г	3	7
26	но все	2	7
27	в самом	6	7
28	в ней	5	7
29	я не	3	7
30	в своей	9	7
31	вместе с	4	7
32	тому что	3	7
33	об этом	4	6
34	в одном	3	6
35	вовсе не	2	6
36	до сих	3	6
37	одним из	3	6
38	все же	5	6
39	в течение	2	6
40	и что	3	6
41	того чтобы	2	6
42	и его	15	6
43	и на	3	6
44	прежде всего	11	5
45	в качестве	2	5
46	было бы	6	5
47	как бы	11	5
48	сих пор	3	5
49	а не	2	5
50	того что	2	5
51	между тем	2	5
52	точки зрения	13	5
53	именно в	3	4
54	к этому	7	4
55	не в	4	4
56	для него	5	4
57	и к	7	4
58	и о	3	4
59	в нем	4	4
60	дело в	2	4
61	еще более	2	4
62	ничего не	2	4
63	и с	7	4
64	не менее	3	3
65	борьбы с	4	3
66	самого начала	5	3
67	что это	3	3
68	в этих	2	3
69	не является	3	3
70	оно не	2	3
71	с этим	6	3
72	на себя	2	3
73	по себе	2	3
74	ни в	6	3
75	у нас	3	3
76	но это	2	3
77	но не	5	3
78	до конца	5	3
79	материал для	2	3
80	никогда не	7	3
81	и даже	2	3
82	всяком случае	3	3
83	самом деле	7	3
84	как в	3	3
85	не было	4	3
86	с самого	7	3
87	на самом	2	3
88	и по	5	3
89	хотя бы	7	3
90	во всяком	4	3
91	в эту	2	3
92	во многом	2	2
93	в отношении	2	2
94	во время	5	2
95	с его	8	2
96	на всем	2	2
97	и другие	2	2
98	если бы	3	2
99	борьба с	3	2
100	и др	8	2
101	в одной	2	2
102	связь с	4	2
103	конечно в	2	2
104	выражение в	2	2
105	что и	2	2
106	тем не	2	2
107	он был	3	2
108	в ее	4	2
109	как и	6	2
110	в этой	5	2
111	в истории	3	2
112	в то	6	2
113	чем он	2	2
114	может быть	13	2
115	и потому	8	2
116	на почве	2	2
117	нет никакого	2	2
118	только в	6	2
119	ее в	2	2
120	в процессе	4	2
121	со стороны	2	2
122	совершенно не	2	2
123	воспоминания о	2	2
124	не может	13	2
125	то же	7	2
126	все эти	9	2
127	при этом	7	2
128	из этой	2	2
129	они не	2	2
130	что такое	3	2
131	с точки	10	2
132	в данном	3	2
133	конечно и	3	2
134	сказать что	6	2
135	в каком	3	2
136	в себе	4	2
137	в период	5	2
138	его в	8	2
139	так как	9	2
140	отметить что	2	2
141	в области	3	2
