N	2gram	Potebnia_M_2	Hudozhes
1	и в	24	28
2	том что	8	19
3	и не	19	18
4	в том	18	15
5	а не	18	14
6	не в	13	13
7	в этом	8	13
8	о том	5	12
9	как и	7	11
10	при этом	13	11
11	в его	2	11
12	не только	15	11
13	уже не	4	10
14	но и	9	9
15	в себе	10	9
16	в душе	23	8
17	в жизни	2	8
18	что он	4	8
19	может быть	23	8
20	так и	5	8
21	между тем	6	8
22	и все	3	7
23	что она	3	7
24	по отношению	2	7
25	тогда как	10	7
26	с ним	5	7
27	состоит в	2	7
28	как это	2	7
29	это не	3	6
30	в котором	4	6
31	то что	20	6
32	если бы	11	6
33	то же	12	6
34	не было	6	6
35	а в	8	6
36	тем что	7	6
37	в то	6	6
38	с его	2	5
39	что это	3	5
40	не менее	5	5
41	у него	2	5
42	как бы	9	5
43	как в	10	5
44	что в	16	5
45	в самом	4	5
46	никогда не	4	5
47	и его	2	5
48	рядом с	3	5
49	одно из	3	5
50	для него	10	5
51	тому что	2	4
52	превращается в	2	4
53	тем не	6	4
54	но не	12	4
55	что они	5	4
56	же время	2	4
57	для того	5	4
58	вслед за	3	4
59	для нее	2	4
60	что и	11	4
61	и уже	5	4
62	и т	6	4
63	то и	9	4
64	не может	12	4
65	человека в	3	4
66	того чтобы	2	4
67	подобно тому	4	4
68	только в	11	4
69	тому как	4	4
70	в других	4	4
71	а между	4	4
72	бы не	5	3
73	в человеке	4	3
74	в них	5	3
75	в состоянии	6	3
76	столь же	5	3
77	с другой	6	3
78	в одном	6	3
79	человека и	3	3
80	что все	2	3
81	с нею	2	3
82	прежде всего	7	3
83	в нем	9	3
84	что на	3	3
85	для нас	31	3
86	самом деле	2	3
87	все что	3	3
88	в памяти	5	3
89	еще не	4	3
90	одной стороны	3	3
91	было бы	13	3
92	по поводу	6	3
93	в ней	3	3
94	не все	2	3
95	в этих	3	3
96	на него	3	3
97	со стороны	3	3
98	все это	2	3
99	а с	2	3
100	с одной	4	3
101	внимание на	2	3
102	так же	2	3
103	или в	2	3
104	с другими	5	3
105	с ними	3	3
106	и на	8	3
107	что у	2	3
108	как он	4	3
109	и это	2	3
110	место в	4	2
111	только для	5	2
112	представляется нам	5	2
113	себя и	2	2
114	мысли о	4	2
115	не столько	2	2
116	не как	3	2
117	и от	3	2
118	из этих	4	2
119	вовсе не	9	2
120	вместе со	2	2
121	не с	3	2
122	т с	18	2
123	о которых	3	2
124	мы знаем	2	2
125	одна из	4	2
126	на этом	2	2
127	на другой	2	2
128	но тем	3	2
129	мысль о	7	2
130	что не	5	2
131	в ряду	6	2
132	чувства в	4	2
133	к ней	2	2
134	до сих	4	2
135	если в	3	2
136	один из	2	2
137	в нашем	2	2
138	оно не	3	2
139	это было	2	2
140	все же	5	2
141	из них	5	2
142	ни с	2	2
143	вместе с	11	2
144	сих пор	4	2
145	и тогда	3	2
146	как на	3	2
147	т п	3	2
148	чего не	2	2
149	т д	3	2
150	того как	7	2
151	других в	2	2
152	те же	3	2
153	о которой	3	2
154	тем самым	4	2
155	и у	3	2
156	между ними	2	2
157	хотя бы	2	2
158	и для	3	2
159	той же	3	2
160	с такою	2	2
161	и то	3	2
162	тем как	2	2
163	сказать что	2	2
164	потому что	49	2
165	не во	2	2
166	себе в	3	2
167	в другом	2	2
168	могла бы	3	2
169	и только	6	2
170	его в	3	2
171	не зная	2	2
172	но в	4	2
173	том как	3	2
