N	2gram	Potebnia_M_4	Dialekti
1	не есть	9	54
2	и не	18	27
3	а не	12	26
4	точки зрения	4	25
5	и в	23	24
6	и т	7	24
7	не только	10	23
8	есть нечто	5	23
9	т д	3	23
10	что такое	7	21
11	по себе	11	20
12	не может	11	19
13	и есть	3	16
14	допустим что	5	16
15	и что	7	15
16	что все	4	14
17	в таком	4	14
18	то что	29	14
19	с точки	3	14
20	может быть	26	13
21	таким образом	24	13
22	и даже	2	13
23	что он	4	13
24	вовсе не	7	13
25	что это	7	12
26	того что	14	12
27	есть только	5	12
28	есть и	2	12
29	не менее	5	11
30	не имеет	5	11
31	что же	5	11
32	тем не	4	10
33	таком случае	2	10
34	не существует	2	10
35	только не	3	10
36	в сущности	2	10
37	то это	8	9
38	но и	11	9
39	что она	2	9
40	нет ничего	3	9
41	есть не	4	9
42	стало быть	8	9
43	так что	5	8
44	и как	2	8
45	это есть	3	8
46	что мы	10	8
47	том что	12	8
48	в этом	23	8
49	в виде	2	8
50	если же	4	8
51	что в	17	7
52	никогда не	3	7
53	но что	2	7
54	в самом	3	7
55	другими словами	8	7
56	потому что	33	7
57	даже и	3	7
58	в виду	3	7
59	как и	14	7
60	только на	4	7
61	иное как	2	6
62	я не	2	6
63	есть то	4	6
64	кроме того	3	6
65	все это	5	6
66	и только	3	6
67	и с	4	6
68	что иное	2	6
69	о том	8	6
70	так как	14	6
71	отлично от	2	6
72	возможно только	3	6
73	если бы	13	6
74	превращается в	2	6
75	и все	4	6
76	не что	2	6
77	об этом	2	6
78	оно не	2	6
79	что и	7	6
80	даже не	2	6
81	то же	14	6
82	самом деле	3	6
83	как же	4	5
84	в том	23	5
85	что его	2	5
86	но это	3	5
87	только как	4	5
88	хотя и	5	5
89	и его	2	5
90	в то	4	5
91	само по	5	5
92	в них	3	5
93	по крайней	5	5
94	вопрос о	2	5
95	тогда когда	8	5
96	и к	6	5
97	было бы	8	5
98	он не	2	5
99	крайней мере	5	5
100	так и	6	5
101	есть всегда	3	5
102	и сама	2	5
103	уже не	3	5
104	что не	6	5
105	и притом	2	5
106	мы не	8	5
107	сам по	4	5
108	только в	15	5
109	тому что	2	4
110	с другой	2	4
111	это не	7	4
112	не могут	2	4
113	к тому	3	4
114	явления и	2	4
115	хотя бы	4	4
116	что есть	3	4
117	можно только	2	4
118	так же	4	4
119	сказать что	8	4
120	а что	2	4
121	у нас	2	4
122	говорить о	5	4
123	в истории	4	4
124	конечно не	2	4
125	если оно	2	4
126	от того	4	4
127	только что	3	4
128	тому как	2	4
129	и то	5	4
130	мы и	2	4
131	подобно тому	2	4
132	и это	2	4
133	для него	5	4
134	быть может	4	3
135	не было	12	3
136	но даже	2	3
137	и без	2	3
138	в своем	8	3
139	и я	2	3
140	не в	11	3
141	есть в	5	3
142	она не	2	3
143	а мы	3	3
144	же время	3	3
145	тем более	5	3
146	в нем	7	3
147	это было	2	3
148	я вижу	2	3
149	то и	4	3
150	все эти	3	3
151	должно быть	5	3
152	друг друга	2	3
153	то значит	2	3
154	и на	3	3
155	с этим	7	3
156	мы уже	3	3
157	при помощи	3	3
158	ни к	2	3
159	тем что	10	3
160	уже и	2	3
161	есть слово	2	3
162	только тогда	5	3
163	в силу	7	3
164	только о	2	3
165	на то	7	3
166	все что	2	3
167	и о	4	3
168	не значит	2	3
169	сами по	2	3
170	не будет	3	3
171	как бы	5	3
172	быть и	2	3
173	и прежде	2	3
174	тем самым	4	3
175	для того	6	3
176	из которых	2	3
177	должны быть	3	3
178	к нему	5	3
179	в сравнении	4	3
180	той же	3	3
181	в слове	22	3
182	в каком	4	3
183	а если	2	3
184	что если	6	2
185	что у	3	2
186	и говорить	2	2
187	из этих	2	2
188	точно так	2	2
189	бы только	2	2
190	в смысле	3	2
191	требует чтобы	2	2
192	оно есть	2	2
193	для нас	14	2
194	природе как	2	2
195	еще не	3	2
196	не можем	5	2
197	при этом	15	2
198	и если	3	2
199	например в	3	2
200	и следовательно	3	2
201	не вполне	2	2
202	всяком случае	3	2
203	так или	2	2
204	и тем	4	2
205	а именно	4	2
206	уже по	2	2
207	мы говорим	7	2
208	быть не	2	2
209	именно в	3	2
210	и по	3	2
211	а в	5	2
212	в своих	2	2
213	в мысли	3	2
214	их в	3	2
215	в ней	2	2
216	она и	2	2
217	и здесь	2	2
218	от его	2	2
219	ко второму	2	2
220	в первом	3	2
221	и потому	10	2
222	иметь в	2	2
223	когда мы	6	2
224	бы в	2	2
225	слово в	4	2
226	но в	8	2
227	же мы	2	2
228	из нее	2	2
229	на котором	4	2
230	сама она	2	2
231	думать что	4	2
232	только потому	4	2
233	то в	3	2
234	никто не	2	2
235	и когда	2	2
236	тех пор	6	2
237	со стороны	3	2
238	природы и	2	2
239	на основании	4	2
240	так в	3	2
241	все равно	3	2
242	и они	2	2
243	как мы	2	2
244	и сами	2	2
245	только от	3	2
246	и у	2	2
247	и для	2	2
248	или иначе	2	2
249	нас в	2	2
250	в данном	4	2
251	во всяком	5	2
252	из себя	2	2
253	могут быть	7	2
254	по которому	3	2
255	в себе	14	2
256	и вообще	2	2
257	из этого	2	2
258	в его	5	2
