N	2gram	Bakhtin_Pr_1	Analitik
1	в этом	22	18
2	и в	29	16
3	не только	15	16
4	так и	7	15
5	как и	12	14
6	в том	8	12
7	но и	14	12
8	и не	31	12
9	том что	7	12
10	могут быть	6	10
11	как бы	19	10
12	при этом	2	10
13	а не	22	10
14	в пределах	13	9
15	и даже	2	9
16	в этой	4	9
17	ничего не	5	9
18	в данном	2	8
19	в целом	6	8
20	в себе	7	7
21	то что	15	7
22	с другой	3	6
23	в самом	10	6
24	в мире	6	6
25	и на	7	6
26	может быть	24	6
27	но в	7	6
28	произведения в	2	5
29	и к	2	5
30	в контексте	2	5
31	данном случае	2	5
32	на себя	2	5
33	в своем	8	4
34	в конце	6	4
35	у него	5	4
36	уже не	13	4
37	не в	7	4
38	за пределы	7	4
39	но не	9	4
40	для него	18	4
41	в сущности	5	4
42	в один	2	4
43	по преимуществу	2	4
44	совпадает с	2	4
45	отношению к	8	4
46	как в	6	4
47	все это	6	4
48	как раз	6	4
49	по отношению	8	4
50	не может	12	4
51	и его	14	4
52	то же	14	4
53	он в	3	4
54	точки зрения	19	4
55	только в	10	4
56	в сознании	2	4
57	в себя	3	4
58	никогда не	3	3
59	прежде всего	7	3
60	так что	2	3
61	было бы	5	3
62	и сам	2	3
63	несмотря на	6	3
64	со своим	2	3
65	на себе	2	3
66	на его	2	3
67	что и	4	3
68	в первой	2	3
69	в их	3	3
70	приводит к	3	3
71	и одновременно	3	3
72	если бы	9	3
73	этом отношении	3	3
74	не знает	3	3
75	именно в	5	3
76	что позволяет	2	3
77	можно было	2	3
78	а в	7	3
79	как мы	4	3
80	тому как	3	3
81	в результате	4	3
82	автора и	5	3
83	тем что	4	3
84	подобно тому	3	3
85	как будто	3	3
86	романа в	3	3
87	бы в	3	3
88	а как	7	2
89	в противоположность	2	2
90	уже и	2	2
91	была бы	3	2
92	или даже	2	2
93	в одном	10	2
94	от автора	3	2
95	этом смысле	10	2
96	вовсе не	7	2
97	вследствие этого	2	2
98	по себе	8	2
99	момент его	2	2
100	его как	4	2
101	по существу	3	2
102	за собою	2	2
103	из его	2	2
104	должна была	4	2
105	все что	3	2
106	превращается в	4	2
107	же время	9	2
108	ведь это	2	2
109	что в	8	2
110	с их	5	2
111	она не	7	2
112	еще не	5	2
113	в своей	8	2
114	не о	2	2
115	в котором	2	2
116	диалог в	3	2
117	даже в	4	2
118	один из	2	2
119	не есть	2	2
120	на него	3	2
121	что она	6	2
122	во времени	3	2
123	не позволяет	2	2
124	и внутренне	3	2
125	другой стороны	3	2
126	отношения к	3	2
127	таким образом	12	2
128	той же	5	2
129	на котором	3	2
130	т е	21	2
131	те же	2	2
132	но эта	4	2
133	и слово	3	2
134	на этот	2	2
135	и для	4	2
136	с точки	13	2
137	так же	6	2
138	художественного мира	5	2
139	и до	3	2
140	никак не	2	2
141	между тем	5	2
142	и во	2	2
143	одно из	2	2
144	он не	5	2
145	он и	5	2
146	данного произведения	2	2
147	о себе	12	2
148	в то	10	2
149	в его	24	2
150	его в	6	2
151	в произведении	4	2
152	сказать что	3	2
153	с ним	5	2
154	доминанта в	2	2
155	же не	2	2
