N	2gram	Propp_Russ_2	Tvorches
1	и в	29	20
2	в году	3	16
3	не только	10	13
4	и т	5	13
5	никогда не	2	11
6	т д	5	11
7	как бы	18	11
8	таким образом	6	10
9	в то	2	10
10	там же	12	9
11	прежде всего	2	8
12	в том	22	8
13	при этом	6	8
14	но и	8	8
15	может быть	13	8
16	в этом	11	8
17	и с	10	8
18	это не	5	7
19	представление о	5	7
20	что в	22	7
21	не может	5	7
22	то же	4	7
23	потому что	5	7
24	как и	11	6
25	в своей	2	6
26	все это	10	6
27	именно в	4	6
28	а не	4	6
29	если он	2	5
30	еще не	6	5
31	но не	5	5
32	все же	2	5
33	так же	4	5
34	и на	6	5
35	в этой	3	5
36	о том	9	5
37	об этом	2	4
38	и от	3	4
39	мы не	6	4
40	показывает что	8	4
41	том что	22	4
42	что она	3	4
43	как в	7	4
44	а а	8	4
45	все эти	3	4
46	не в	4	4
47	а в	9	4
48	но в	5	4
49	а с	2	3
50	же как	4	3
51	жизни в	2	3
52	с этой	2	3
53	в образе	2	3
54	к этому	5	3
55	а затем	4	3
56	одна из	11	3
57	в котором	3	3
58	один из	2	3
59	то что	5	3
60	вместе с	6	3
61	в их	2	3
62	тогда как	2	3
63	и через	3	3
64	так как	13	3
65	в свете	3	3
66	уже не	4	3
67	одним из	2	3
68	в таком	4	3
69	этот вопрос	2	3
70	тем что	3	3
71	в своих	2	3
72	в которых	4	3
73	его в	8	3
74	между тем	3	3
75	не менее	2	2
76	с другой	2	2
77	или даже	3	2
78	в стороне	2	2
79	в этот	10	2
80	и ее	2	2
81	что на	2	2
82	в ее	3	2
83	чтобы вызвать	2	2
84	у нас	4	2
85	так что	4	2
86	а н	3	2
87	характер в	2	2
88	том же	4	2
89	но если	3	2
90	в руки	2	2
91	к жизни	5	2
92	в честь	3	2
93	на землю	3	2
94	так в	2	2
95	в отличие	3	2
96	начиная с	2	2
97	не было	2	2
98	и других	3	2
99	и что	5	2
100	связь с	3	2
101	в xix	3	2
102	и по	3	2
103	друг друга	3	2
104	и смеха	2	2
105	во многих	9	2
106	с другими	3	2
107	не столько	2	2
108	из них	4	2
109	в виде	4	2
110	могут быть	2	2
111	и м	8	2
112	в которой	2	2
113	и еще	2	2
114	с другим	2	2
115	из этого	2	2
116	их в	4	2
117	отличие от	3	2
