N	2gram	Berdyaev_N_1	Problema
1	то что	4	38
2	и не	11	37
3	и в	16	35
4	не есть	3	33
5	сказать что	3	24
6	не только	5	24
7	том что	2	19
8	о том	4	18
9	может быть	7	18
10	что такое	3	18
11	в этом	7	17
12	но и	3	16
13	такого рода	2	15
14	не менее	4	13
15	и что	2	13
16	потому что	4	13
17	не может	16	13
18	в том	8	12
19	хотя бы	2	12
20	что в	9	11
21	прежде всего	4	11
22	и даже	2	11
23	не будет	7	11
24	и с	2	10
25	еще не	3	10
26	а не	17	10
27	уже не	2	8
28	совсем не	12	7
29	смысле слова	3	7
30	все эти	2	7
31	не имеет	4	7
32	так и	2	7
33	мы не	2	7
34	с другой	3	6
35	что все	2	6
36	ни в	6	6
37	но это	6	6
38	в то	2	6
39	когда мы	2	6
40	не существует	3	6
41	и для	4	6
42	но в	2	6
43	как будто	2	6
44	с этим	2	5
45	с одной	2	5
46	так же	2	5
47	и на	2	5
48	и все	4	5
49	этом смысле	2	5
50	как и	7	5
51	по своему	4	5
52	одной стороны	2	5
53	другой стороны	2	5
54	можно было	2	5
55	в себе	2	5
56	и это	2	5
57	и есть	10	4
58	есть в	2	4
59	что она	2	4
60	все это	5	4
61	мы говорим	2	4
62	а в	2	4
63	но не	2	4
64	значит что	4	4
65	и от	2	3
66	вопрос о	3	3
67	к тому	3	3
68	хотя и	2	3
69	для этого	2	3
70	не было	4	3
71	лишь в	6	3
72	не знает	6	3
73	в основе	3	3
74	в истории	3	3
75	с тем	3	3
76	перестает быть	4	3
77	и к	5	3
78	это и	2	3
79	одна из	2	3
80	она не	3	3
81	нет и	2	3
82	тому как	3	3
83	не во	4	3
84	большую роль	4	2
85	не в	6	2
86	и мы	4	2
87	должно быть	4	2
88	в ней	5	2
89	ведь и	2	2
90	в них	4	2
91	ли это	2	2
92	конечно не	3	2
93	он не	8	2
94	не значит	3	2
95	во всех	3	2
96	вместе с	2	2
97	мысли и	2	2
98	того чтобы	2	2
99	роль в	2	2
100	от всякого	2	2
101	подобно тому	3	2
102	более не	2	2
103	это было	3	2
