N	2gram	Bakhtin_Fr_6	Myslijsy
1	потому что	3	49
2	для нас	2	31
3	то есть	24	30
4	и в	41	24
5	может быть	2	23
6	то что	10	20
7	и не	3	19
8	а не	2	18
9	в том	2	18
10	что в	7	16
11	не только	10	15
12	того же	4	14
13	при этом	3	13
14	было бы	3	13
15	не в	4	13
16	но не	2	12
17	не может	4	12
18	то же	5	12
19	что мы	2	11
20	вместе с	6	11
21	мы не	2	11
22	только в	3	11
23	таким образом	17	11
24	в себе	5	10
25	так что	2	10
26	как в	4	10
27	так как	10	10
28	тогда когда	2	10
29	вовсе не	7	9
30	в нем	16	9
31	как бы	7	9
32	но и	13	9
33	а в	4	8
34	том что	7	8
35	и на	9	8
36	в этом	12	8
37	не могут	2	7
38	прежде всего	10	7
39	во всех	17	7
40	как и	7	7
41	того что	3	7
42	между собою	5	7
43	тем что	5	7
44	с этим	3	7
45	в чем	3	7
46	что если	2	6
47	связи с	2	6
48	с другой	4	6
49	в одном	5	6
50	и как	4	6
51	есть только	3	6
52	между тем	2	6
53	одного и	2	6
54	в то	6	6
55	уже в	4	5
56	с ним	4	5
57	что они	2	5
58	тот же	4	5
59	что не	3	5
60	если б	2	5
61	о том	9	5
62	и их	3	5
63	так и	5	5
64	в них	7	5
65	с другими	3	5
66	из них	5	5
67	все же	4	5
68	во время	9	4
69	никогда не	8	4
70	из этих	2	4
71	образом в	2	4
72	что он	6	4
73	до сих	3	4
74	в самом	10	4
75	в котором	4	4
76	удовольствия и	2	4
77	сих пор	3	4
78	с одной	4	4
79	и что	5	4
80	они не	3	4
81	от него	2	4
82	как он	2	4
83	там где	5	4
84	так сказать	2	4
85	но в	8	4
86	что это	5	3
87	и от	4	3
88	и все	9	3
89	человека и	2	3
90	на все	3	3
91	хотя и	2	3
92	все что	4	3
93	одной стороны	4	3
94	кажется что	2	3
95	но это	3	3
96	например в	6	3
97	в ней	4	3
98	и во	2	3
99	себе в	2	3
100	есть нечто	2	3
101	которых мы	2	3
102	те же	3	3
103	если мы	2	3
104	и у	2	3
105	и для	3	3
106	той же	5	3
107	рядом с	5	3
108	и то	2	3
109	и вообще	4	3
110	в этих	2	3
111	в эту	2	3
112	всех этих	2	2
113	и его	13	2
114	превращается в	2	2
115	но он	5	2
116	что все	2	2
117	между ними	3	2
118	с его	5	2
119	и образ	4	2
120	бы в	2	2
121	у нас	4	2
122	и неудовольствия	2	2
123	за пределы	2	2
124	все эти	11	2
125	есть в	3	2
126	так же	5	2
127	у него	7	2
128	же время	5	2
129	связано с	3	2
130	и тот	2	2
131	знать что	2	2
132	но если	2	2
133	в его	7	2
134	и потому	2	2
135	один из	6	2
136	все это	11	2
137	другой стороны	2	2
138	внимание на	2	2
139	мы находим	2	2
140	самом деле	4	2
141	в теле	2	2
142	того чтобы	4	2
143	мы видим	6	2
144	как это	2	2
145	также что	3	2
146	или в	6	2
147	их в	2	2
148	сказать что	6	2
149	не на	2	2
150	в другом	4	2
151	во всем	5	2
152	о котором	4	2
153	на этом	2	2
154	влияния на	2	2
155	это было	2	2
