N	2gram	Bakhtin_Fr_2	KulturaY
1	и в	49	23
2	не только	17	20
3	в том	3	19
4	в этом	15	18
5	и не	15	16
6	было бы	3	15
7	так как	6	15
8	может быть	5	15
9	точки зрения	6	14
10	в самом	3	12
11	все эти	7	12
12	том что	4	11
13	того чтобы	2	11
14	в области	4	11
15	но в	4	11
16	что в	2	10
17	вовсе не	10	9
18	в сущности	8	9
19	то что	6	9
20	можно было	3	9
21	не может	7	9
22	с другой	4	8
23	прежде всего	19	8
24	в качестве	2	8
25	с точки	5	8
26	в нашем	2	7
27	все же	7	7
28	но и	13	7
29	другой стороны	3	7
30	и с	6	7
31	да и	3	6
32	в этой	10	6
33	но не	5	6
34	то же	7	6
35	и на	17	6
36	что он	3	5
37	по существу	2	5
38	тот же	5	5
39	еще не	2	5
40	несмотря на	3	5
41	в его	18	5
42	всяком случае	2	5
43	один из	7	5
44	вместе с	2	5
45	все это	9	5
46	таким образом	7	5
47	там где	4	5
48	и вот	3	5
49	лишь в	4	5
50	целый ряд	2	5
51	во всяком	2	5
52	только в	13	5
53	также и	3	5
54	в них	13	4
55	на то	2	4
56	можно сказать	2	4
57	ни в	3	4
58	но все	4	4
59	в пределах	2	4
60	хотя и	2	4
61	как бы	11	4
62	в нем	9	4
63	на этой	2	4
64	так же	2	4
65	в связи	2	4
66	не было	4	4
67	и о	4	4
68	вряд ли	2	4
69	сказать что	6	4
70	могут быть	2	4
71	в то	6	4
72	в конце	2	4
73	в особенности	5	4
74	ничего не	2	4
75	так и	6	4
76	уже в	5	3
77	у него	2	3
78	всех этих	3	3
79	что слово	2	3
80	на фоне	2	3
81	же время	6	3
82	же в	3	3
83	это и	2	3
84	но это	2	3
85	большей или	3	3
86	до конца	2	3
87	в большей	3	3
88	совершенно не	2	3
89	связи с	2	3
90	меньшей степени	3	3
91	в ней	2	3
92	так в	3	3
93	смысл и	2	3
94	в форме	4	3
95	этом отношении	3	3
96	именно в	6	3
97	как мы	7	3
98	а в	4	3
99	и его	17	3
100	тем что	4	3
101	выражение в	5	3
102	или меньшей	3	3
103	и это	3	3
104	есть в	2	3
105	здесь не	2	3
106	в виду	3	3
107	смысла и	2	2
108	в отношении	2	2
109	и более	4	2
110	сознания и	2	2
111	это в	2	2
112	никогда не	5	2
113	но даже	2	2
114	и все	3	2
115	но здесь	3	2
116	и до	4	2
117	одного из	2	2
118	на все	3	2
119	связанные с	2	2
120	в одну	2	2
121	что они	2	2
122	в самой	2	2
123	в другом	2	2
124	и потому	5	2
125	с одной	3	2
126	в день	3	2
127	нельзя было	3	2
128	при этом	5	2
129	по поводу	2	2
130	по словам	2	2
131	в целях	2	2
132	меньше чем	2	2
133	что касается	2	2
134	по преимуществу	2	2
135	в свое	4	2
136	и даже	2	2
137	к нему	3	2
138	мы видели	3	2
139	по сравнению	2	2
140	превращается в	3	2
141	в своей	5	2
142	в их	2	2
143	и следовательно	2	2
144	за счет	2	2
145	в своем	5	2
146	того как	2	2
147	на самом	2	2
148	как и	11	2
149	в году	13	2
150	свое время	3	2
151	и вовсе	2	2
152	дает нам	2	2
153	что для	3	2
154	рядом с	6	2
155	роль в	5	2
156	характер и	4	2
157	даже и	2	2
158	нуждается в	2	2
159	в своих	4	2
160	всего что	2	2
161	и еще	2	2
162	и вообще	3	2
163	мы должны	2	2
164	тех же	2	2
165	в устах	2	2
166	отношения к	4	2
