N	2gram	Potebnia_M_2	KulturaY
1	и т	6	33
2	в том	18	30
3	и в	24	24
4	потому что	49	23
5	том что	8	21
6	т п	3	18
7	что в	16	17
8	того чтобы	2	17
9	для того	5	16
10	было бы	13	15
11	т д	3	14
12	в этом	8	14
13	может быть	23	13
14	все же	5	12
15	таким образом	11	12
16	в его	2	12
17	и не	19	12
18	не в	13	11
19	только в	11	11
20	вовсе не	9	10
21	в самом	4	10
22	у нас	2	10
23	не только	15	10
24	хотя бы	2	10
25	если бы	11	9
26	то что	20	9
27	прежде всего	7	9
28	самом деле	2	9
29	того что	7	9
30	о том	5	9
31	так как	10	9
32	а только	8	8
33	языка и	3	8
34	по отношению	2	8
35	в языке	3	8
36	то же	12	8
37	уже не	4	8
38	а не	18	8
39	тем что	7	8
40	не менее	5	7
41	в них	5	7
42	с другой	6	7
43	связи с	6	7
44	как бы	9	7
45	вместе с	11	7
46	что язык	2	7
47	не может	12	7
48	это не	3	7
49	бы в	2	7
50	так и	5	7
51	в какой	2	6
52	тогда когда	10	6
53	что он	4	6
54	при этом	13	6
55	что такое	2	6
56	только потому	2	6
57	в ней	3	6
58	но и	9	6
59	все это	2	6
60	другой стороны	2	6
61	все эти	2	6
62	в которой	5	6
63	с тем	4	5
64	что это	3	5
65	по крайней	5	5
66	крайней мере	5	5
67	но не	12	5
68	еще не	4	5
69	что не	5	5
70	например в	3	5
71	всяком случае	7	5
72	и что	4	5
73	а потому	5	5
74	к языку	4	5
75	а в	8	5
76	и его	2	5
77	рядом с	3	5
78	во всяком	7	5
79	между тем	6	5
80	так сказать	4	5
81	с ним	5	5
82	с его	2	4
83	в этих	3	4
84	и потому	2	4
85	на то	5	4
86	в нем	9	4
87	же в	5	4
88	что они	5	4
89	есть в	2	4
90	того же	14	4
91	из них	5	4
92	один из	2	4
93	что и	11	4
94	не есть	6	4
95	тем не	6	4
96	в целом	3	4
97	сих пор	4	4
98	со стороны	3	4
99	до сих	4	4
100	как в	10	4
101	и тогда	3	4
102	внимание на	2	4
103	не на	2	4
104	с этим	7	4
105	того как	7	4
106	в самой	3	4
107	тем самым	4	4
108	так что	10	4
109	так же	2	4
110	с ними	3	4
111	и на	8	4
112	из этих	4	4
113	слова и	3	4
114	там где	4	4
115	под влиянием	8	3
116	уже в	5	3
117	как на	3	3
118	если не	4	3
119	состоит в	2	3
120	смысле этого	3	3
121	этом смысле	2	3
122	то это	3	3
123	только тогда	3	3
124	вкуса и	2	3
125	свою очередь	6	3
126	очевидно что	3	3
127	что слово	2	3
128	в свою	6	3
129	связано с	2	3
130	мере того	4	3
131	и может	3	3
132	в общем	2	3
133	и если	4	3
134	не имеют	2	3
135	а а	2	3
136	этого слова	6	3
137	в котором	4	3
138	по мере	5	3
139	оно не	3	3
140	не с	3	3
141	нам не	2	3
142	что она	3	3
143	или менее	8	3
144	тому что	2	3
145	в связи	2	3
146	а с	2	3
147	не было	6	3
148	что оно	4	3
149	более или	8	3
150	в таком	4	3
151	должно быть	2	3
152	той же	3	3
153	и здесь	2	3
154	и то	3	3
155	то мы	2	3
156	хотя и	3	3
157	даже и	2	3
158	себе в	3	3
159	они не	4	3
160	в себе	10	3
161	а это	2	3
162	как это	2	3
163	в одном	6	3
164	к которому	2	3
165	том как	3	3
166	не все	2	2
167	и есть	2	2
168	никогда не	4	2
169	превращается в	2	2
170	одного и	6	2
171	и все	3	2
172	этого не	2	2
173	что все	2	2
174	в каждом	2	2
175	на самом	2	2
176	значение и	2	2
177	не могут	7	2
178	вопрос о	2	2
179	по себе	15	2
180	в собственном	2	2
181	вместе со	2	2
182	если мы	3	2
183	слова но	2	2
184	в то	6	2
185	для нас	31	2
186	что его	3	2
187	и того	6	2
188	как и	7	2
189	и как	6	2
190	но все	2	2
191	и при	3	2
192	что если	6	2
193	а то	2	2
194	же время	2	2
195	что с	2	2
196	тот же	5	2
197	внутренняя форма	4	2
198	было в	2	2
199	и сами	4	2
200	если б	5	2
201	между прочим	4	2
202	между собою	7	2
203	от себя	2	2
204	но если	2	2
205	относится к	3	2
206	если в	3	2
207	в состоянии	6	2
208	и тем	3	2
209	так например	3	2
210	звуков и	5	2
211	то и	9	2
212	как например	3	2
213	мы говорим	3	2
214	и для	3	2
215	в слове	13	2
216	как именно	2	2
217	должны быть	4	2
218	мысли а	2	2
219	между ними	2	2
220	не имеет	6	2
221	во многих	3	2
222	когда мы	2	2
223	или в	2	2
224	не столько	2	2
225	одно из	3	2
226	в каком	3	2
227	на более	2	2
228	о котором	2	2
229	во все	2	2
230	могли бы	2	2
231	слово с	2	2
232	тогда как	10	2
233	но в	4	2
234	это было	2	2
