N	2gram	Vinokur_St_2	KulturaY
1	т е	10	38
2	и т	9	33
3	в том	27	30
4	и в	29	24
5	потому что	9	23
6	том что	27	21
7	т п	3	18
8	что в	19	17
9	того чтобы	6	17
10	для того	7	16
11	и пр	8	15
12	было бы	5	15
13	т д	6	14
14	в этом	21	14
15	точки зрения	5	14
16	может быть	2	13
17	языка в	2	12
18	все же	6	12
19	таким образом	10	12
20	в его	13	12
21	и не	9	12
22	не в	4	11
23	только в	2	11
24	вовсе не	6	10
25	в самом	7	10
26	у нас	3	10
27	не только	19	10
28	хотя бы	3	10
29	если бы	2	9
30	то что	11	9
31	прежде всего	5	9
32	самом деле	3	9
33	того что	5	9
34	русского языка	3	9
35	с точки	2	9
36	о том	17	9
37	так как	2	9
38	в языке	5	8
39	то же	2	8
40	то обстоятельство	4	8
41	а не	5	8
42	как раз	8	8
43	тем что	3	8
44	обстоятельство что	4	8
45	не менее	3	7
46	в них	2	7
47	с другой	4	7
48	связи с	4	7
49	в качестве	5	7
50	как бы	5	7
51	вместе с	7	7
52	не может	2	7
53	в области	2	7
54	так и	9	7
55	в какой	2	6
56	именно в	4	6
57	что он	13	6
58	при этом	2	6
59	что такое	2	6
60	только потому	2	6
61	в ней	7	6
62	но и	19	6
63	все это	11	6
64	другой стороны	3	6
65	все эти	2	6
66	мере в	2	6
67	в которой	11	6
68	еще и	3	5
69	с тем	7	5
70	что это	3	5
71	той мере	2	5
72	к тому	10	5
73	но не	3	5
74	например в	3	5
75	всяком случае	3	5
76	и что	6	5
77	этом отношении	9	5
78	в виду	7	5
79	в той	5	5
80	не потому	2	5
81	и его	6	5
82	в результате	2	5
83	во всяком	3	5
84	между тем	5	5
85	xix века	3	5
86	и с	4	5
87	с его	2	4
88	в частности	4	4
89	в этих	3	4
90	и потому	2	4
91	на то	2	4
92	в нем	4	4
93	в тех	2	4
94	по существу	2	4
95	что они	2	4
96	того же	2	4
97	из них	3	4
98	что и	2	4
99	тем не	2	4
100	сих пор	5	4
101	со стороны	2	4
102	до сих	6	4
103	как в	3	4
104	внимание на	4	4
105	не на	2	4
106	с этим	3	4
107	того как	7	4
108	так что	3	4
109	так же	3	4
110	и на	6	4
111	в данном	2	4
112	там где	2	4
113	как на	9	3
114	если не	2	3
115	на себя	3	3
116	в духе	2	3
117	была бы	5	3
118	в г	7	3
119	в этой	2	3
120	очевидно что	2	3
121	в общем	3	3
122	это слово	3	3
123	в котором	7	3
124	в истории	2	3
125	даже в	2	3
126	оно не	3	3
127	на его	2	3
128	или менее	2	3
129	тому что	7	3
130	в своем	9	3
131	в особенности	2	3
132	а с	3	3
133	не было	3	3
134	в их	3	3
135	более или	2	3
136	и даже	3	3
137	и он	3	3
138	несмотря на	2	3
139	и здесь	3	3
140	хотя и	4	3
141	в речи	4	3
142	они не	2	3
143	в себе	2	3
144	как это	2	3
145	в одном	6	3
146	я не	7	2
147	больше всего	2	2
148	только к	2	2
149	и более	2	2
150	до того	4	2
151	о чем	5	2
152	никогда не	3	2
153	с этой	2	2
154	не является	3	2
155	но с	4	2
156	на самом	3	2
157	не раз	2	2
158	что было	2	2
159	вопрос о	6	2
160	по себе	3	2
161	разумеется что	4	2
162	идет о	3	2
163	к своему	2	2
164	в то	2	2
165	как и	2	2
166	и как	2	2
167	но все	7	2
168	в москве	2	2
169	что с	2	2
170	в это	2	2
171	если б	4	2
172	между прочим	12	2
173	в своей	7	2
174	обратить внимание	5	2
175	одним из	6	2
176	том же	2	2
177	никак не	2	2
178	речь идет	4	2
179	ее в	2	2
180	ни в	3	2
181	меньше всего	3	2
182	и именно	3	2
183	дело не	2	2
184	так например	7	2
185	как например	2	2
186	пишет он	2	2
187	он не	9	2
188	свидетельствуют о	2	2
189	не мог	3	2
190	на этот	2	2
191	не имеет	2	2
192	ни одного	3	2
193	другое дело	3	2
194	доказать что	2	2
195	не столько	7	2
196	также и	2	2
197	в каком	2	2
198	для которых	2	2
199	что я	2	2
200	пушкин и	9	2
201	до конца	3	2
202	тогда как	2	2
203	в значении	4	2
204	ничего не	4	2
205	но в	8	2
206	своего времени	4	2
207	в числе	2	2
208	но также	4	2
209	это было	2	2
