N	2gram	Ircho_Kome_1	Istorich
1	т е	13	29
2	что он	6	24
3	и т	9	19
4	не только	10	18
5	т д	4	18
6	может быть	9	17
7	и в	22	15
8	но и	11	14
9	так как	4	14
10	так же	3	13
11	что в	6	12
12	а в	6	12
13	то что	2	12
14	мы знаем	2	11
15	и не	8	11
16	в этом	3	11
17	что они	4	10
18	его в	3	10
19	то же	6	10
20	еще не	2	9
21	все же	3	9
22	и здесь	2	9
23	в другом	4	9
24	потому что	5	9
25	один из	5	8
26	он не	3	8
27	должны были	8	8
28	мы можем	4	8
29	том что	12	7
30	в нем	4	7
31	вместе с	2	7
32	сих пор	2	7
33	таким образом	8	7
34	не в	6	7
35	ничего не	3	7
36	до сих	2	6
37	наряду с	2	6
38	в его	5	6
39	что и	4	6
40	в том	11	6
41	только в	3	6
42	но в	4	6
43	прежде всего	5	5
44	в одном	8	5
45	к тому	6	5
46	как в	5	5
47	было бы	2	5
48	же как	3	5
49	в котором	4	5
50	на него	4	5
51	так и	5	5
52	не может	2	5
53	к нему	2	5
54	к которому	3	5
55	с одной	3	4
56	вопрос о	3	4
57	у него	3	4
58	но это	2	4
59	в этой	7	4
60	при этом	5	4
61	одной из	3	4
62	но он	2	4
63	того как	3	4
64	и с	3	4
65	тем что	4	4
66	и на	3	4
67	в себе	2	4
68	в качестве	4	3
69	в состоянии	2	3
70	не мог	3	3
71	и его	8	3
72	на то	3	3
73	он был	2	3
74	как это	3	3
75	что после	3	3
76	одной стороны	3	3
77	мог бы	2	3
78	в доме	2	3
79	между прочим	2	3
80	о том	8	3
81	отношению к	3	3
82	в их	4	3
83	все это	5	3
84	по отношению	3	3
85	так в	4	3
86	после того	3	3
87	в себя	2	3
88	право на	2	3
89	мы не	3	3
90	как будто	2	3
91	в других	2	3
92	здесь мы	3	3
93	уже в	5	2
94	во время	5	2
95	могут быть	3	2
96	с другой	5	2
97	главным образом	3	2
98	в тех	3	2
99	что у	2	2
100	ни в	6	2
101	да и	3	2
102	именно в	4	2
103	как и	9	2
104	мы видели	2	2
105	в силу	2	2
106	такой же	2	2
107	одна из	2	2
108	но не	2	2
109	а то	2	2
110	здесь в	3	2
111	и из	2	2
112	на его	5	2
113	в сущности	2	2
114	см ниже	3	2
115	а также	4	2
116	также в	2	2
117	ее в	2	2
118	с ее	2	2
119	принадлежит к	2	2
120	из них	10	2
121	другой стороны	5	2
122	и по	6	2
123	или в	2	2
124	к ней	2	2
125	находится в	2	2
126	и ее	3	2
127	будто бы	2	2
128	в которой	6	2
129	тому же	6	2
