N	2gram	Vygotskiy__3	Analitik
1	в этом	13	18
2	и в	38	16
3	не только	12	16
4	как и	8	14
5	в том	25	12
6	но и	5	12
7	и не	10	12
8	том что	14	12
9	в качестве	2	11
10	иначе говоря	5	11
11	как бы	14	10
12	при этом	4	10
13	а не	7	10
14	и даже	4	9
15	в этой	13	9
16	ничего не	2	9
17	то есть	15	9
18	в данном	2	8
19	отнюдь не	2	8
20	состоит в	3	8
21	в целом	4	8
22	представляет собой	2	8
23	к тому	6	7
24	в себе	4	7
25	то что	35	7
26	о том	6	7
27	с другой	7	6
28	в самом	25	6
29	и на	6	6
30	может быть	19	6
31	как это	6	6
32	но в	3	6
33	говорит о	2	5
34	и к	3	5
35	данном случае	2	5
36	с одной	6	5
37	в своем	5	4
38	столь же	2	4
39	в конце	2	4
40	у него	4	4
41	уже не	2	4
42	не в	12	4
43	того же	3	4
44	для него	2	4
45	одной стороны	5	4
46	в сущности	10	4
47	в один	3	4
48	имеет место	2	4
49	по преимуществу	2	4
50	совпадает с	2	4
51	и тем	3	4
52	во всех	4	4
53	как в	4	4
54	все это	3	4
55	как раз	8	4
56	не может	7	4
57	на этом	5	4
58	и его	6	4
59	то же	10	4
60	не так	3	4
61	он в	2	4
62	точки зрения	16	4
63	только в	4	4
64	казалось бы	5	3
65	место в	3	3
66	никогда не	4	3
67	одного из	2	3
68	этого слова	2	3
69	не мог	4	3
70	так что	8	3
71	есть в	2	3
72	было бы	12	3
73	несмотря на	5	3
74	и если	6	3
75	в речи	3	3
76	или в	5	3
77	что и	4	3
78	из них	6	3
79	в первой	2	3
80	со стороны	2	3
81	и одновременно	2	3
82	если бы	14	3
83	а в	7	3
84	как мы	7	3
85	и то	8	3
86	автора и	2	3
87	тем что	3	3
88	как будто	4	3
89	бы в	3	3
90	едва ли	3	3
91	в эту	2	3
92	и все	10	3
93	в общем	2	2
94	того что	4	2
95	речь идет	4	2
96	была бы	2	2
97	для всех	2	2
98	при таком	2	2
99	в одном	8	2
100	что все	3	2
101	к этому	3	2
102	вовсе не	8	2
103	и я	2	2
104	на то	16	2
105	для читателя	2	2
106	к своему	2	2
107	он был	3	2
108	по существу	2	2
109	что в	20	2
110	так например	2	2
111	что с	4	2
112	от своего	2	2
113	она не	6	2
114	в своей	5	2
115	в котором	6	2
116	один из	6	2
117	с ее	2	2
118	с той	4	2
119	вместе с	5	2
120	дело не	2	2
121	что она	16	2
122	по выражению	2	2
123	другой стороны	5	2
124	внимание на	2	2
125	в нас	4	2
126	отношения к	2	2
127	таким образом	12	2
128	здесь в	2	2
129	той же	2	2
130	в двух	9	2
131	не имеет	6	2
132	и для	4	2
133	с точки	9	2
134	и другими	2	2
135	так же	2	2
136	в таком	3	2
137	никак не	7	2
138	между тем	7	2
139	и во	2	2
140	одно из	2	2
141	он не	6	2
142	к его	2	2
143	это только	3	2
144	в то	3	2
145	в его	5	2
146	его в	3	2
147	представляют собой	2	2
148	в этих	2	2
149	сказать что	4	2
150	с ним	2	2
