N	2gram	Bakhtin_sl_1	StatiiOP
1	и в	41	44
2	в том	3	36
3	и т	28	30
4	том что	2	29
5	т д	5	21
6	в этом	12	21
7	вовсе не	7	19
8	не только	16	18
9	было бы	3	17
10	а в	6	17
11	о том	3	17
12	и не	16	16
13	а не	15	16
14	может быть	14	15
15	в данном	3	14
16	как в	8	13
17	можно было	2	13
18	не в	7	12
19	у нас	2	11
20	точки зрения	16	11
21	для того	2	10
22	но и	16	10
23	но в	8	10
24	только в	6	10
25	в отношении	6	9
26	с другой	5	9
27	в то	14	9
28	как и	4	9
29	того что	3	9
30	т п	23	9
31	также и	3	9
32	так и	11	9
33	в его	13	9
34	например в	2	8
35	во всех	17	8
36	все же	7	8
37	из них	3	8
38	не может	14	8
39	и его	14	8
40	это не	6	8
41	с точки	8	8
42	прежде всего	8	7
43	в самом	5	7
44	для нас	2	7
45	сих пор	2	7
46	до сих	2	7
47	другой стороны	4	7
48	таким образом	9	7
49	сказать что	2	7
50	что они	2	7
51	потому что	2	6
52	из этих	3	6
53	так что	2	6
54	для него	3	6
55	в своей	7	6
56	данном случае	3	6
57	именно в	3	6
58	на самом	2	6
59	в той	10	6
60	во всяком	7	6
61	хотя бы	3	6
62	всяком случае	5	6
63	никогда не	3	5
64	так же	2	5
65	совершенно не	2	5
66	в котором	2	5
67	в нем	30	5
68	в целом	2	5
69	все это	5	5
70	той же	2	5
71	то же	14	5
72	и даже	6	5
73	и по	2	5
74	в слове	7	5
75	и то	2	5
76	могут быть	19	5
77	все эти	9	5
78	так как	3	5
79	там где	4	5
80	в частности	2	4
81	столь же	2	4
82	или иного	2	4
83	бы и	3	4
84	в ее	2	4
85	же время	12	4
86	в качестве	3	4
87	того или	2	4
88	же и	2	4
89	как раз	2	4
90	как бы	12	4
91	дело не	2	4
92	не было	3	4
93	еще более	5	4
94	языка и	12	4
95	в которой	4	4
96	в основе	5	3
97	а с	2	3
98	тому что	2	3
99	точку зрения	3	3
100	и с	4	3
101	с этой	3	3
102	не является	2	3
103	в каждом	4	3
104	то в	2	3
105	же как	2	3
106	но не	2	3
107	а на	2	3
108	того же	6	3
109	еще не	4	3
110	и для	4	3
111	в ней	4	3
112	даже в	2	3
113	и тем	2	3
114	в истории	3	3
115	в виде	2	3
116	с одной	4	3
117	лишь в	4	3
118	эпохи и	2	3
119	конечно и	2	3
120	как к	2	3
121	в результате	3	3
122	в другом	2	3
123	и вообще	2	3
124	связанные с	3	3
125	между тем	2	3
126	с этим	3	3
127	может не	8	2
128	что все	2	2
129	а как	2	2
130	нисколько не	2	2
131	всех этих	4	2
132	в этих	2	2
133	в своем	3	2
134	с которыми	2	2
135	вообще не	3	2
136	и во	3	2
137	ни были	3	2
138	этом случае	2	2
139	по существу	3	2
140	без всяких	2	2
141	при этом	6	2
142	быть и	4	2
143	то время	2	2
144	она не	3	2
145	одной стороны	4	2
146	но именно	4	2
147	и сам	3	2
148	его же	3	2
149	в сущности	13	2
150	за пределы	4	2
151	как более	2	2
152	и потому	4	2
153	а также	2	2
154	в первом	3	2
155	отношение к	7	2
156	такого рода	2	2
157	которые в	3	2
158	конечно не	3	2
159	и речи	2	2
160	в свое	3	2
161	и у	2	2
162	в других	3	2
163	и те	2	2
164	мы не	2	2
165	ничего не	4	2
166	а иногда	3	2
167	от этого	2	2
168	у него	3	2
169	он не	3	2
170	но он	2	2
171	в себе	3	2
172	в сознании	2	2
173	не могла	2	2
174	и все	4	2
175	принципиальное и	2	2
176	его в	3	2
177	к нему	5	2
178	время как	2	2
179	то есть	26	2
