N	2gram	Tiupa_Lite_3	Dialekti
1	и не	22	30
2	может быть	12	20
3	и в	16	19
4	не только	14	19
5	по себе	2	18
6	а не	12	16
7	в себе	6	15
8	то что	12	14
9	и даже	2	14
10	в том	12	14
11	как бы	8	14
12	потому что	3	14
13	но и	14	12
14	то же	9	12
15	точки зрения	7	12
16	как и	5	10
17	и как	3	10
18	в нем	2	10
19	так и	9	10
20	том что	8	10
21	это не	5	10
22	никогда не	4	9
23	не может	8	9
24	личности в	3	8
25	прежде всего	3	8
26	с точки	3	8
27	не в	10	8
28	в этом	14	8
29	в своей	7	8
30	как это	3	7
31	и к	3	7
32	совершенно не	3	7
33	что в	2	7
34	должно быть	4	7
35	как будто	4	7
36	в поэзии	5	7
37	я не	2	6
38	что он	5	6
39	что не	2	6
40	отнюдь не	3	6
41	в то	9	6
42	но не	4	6
43	того что	9	6
44	не могу	2	6
45	жизни и	3	6
46	сознания и	2	5
47	с другой	6	5
48	же время	7	5
49	можно сказать	2	5
50	в самом	3	5
51	и потому	2	5
52	что и	2	5
53	а именно	5	5
54	как раз	2	5
55	на свете	2	5
56	и его	6	5
57	только в	7	5
58	о том	6	5
59	и с	2	5
60	в одном	4	4
61	в ее	5	4
62	все же	2	4
63	субъекта и	5	4
64	при этом	15	4
65	еще не	6	4
66	и если	4	4
67	той или	2	4
68	связи с	2	4
69	ни с	2	4
70	другой стороны	2	4
71	и только	2	4
72	и вот	2	4
73	самом деле	3	4
74	а в	5	4
75	одно из	4	4
76	в другом	6	4
77	по своей	3	4
78	поэзии и	2	4
79	не менее	2	3
80	о чем	3	3
81	все время	3	3
82	вопрос о	2	3
83	как мы	2	3
84	уже не	3	3
85	в этой	8	3
86	было бы	2	3
87	даже в	4	3
88	из них	4	3
89	и тогда	2	3
90	это как	3	3
91	но без	2	3
92	в данном	4	3
93	его в	2	3
94	в противоположность	2	2
95	быть только	2	2
96	в частности	11	2
97	она и	2	2
98	что у	2	2
99	в конце	2	2
100	не знаю	2	2
101	именно в	5	2
102	то это	2	2
103	к тому	6	2
104	же в	2	2
105	а я	3	2
106	что я	5	2
107	так чтобы	2	2
108	на его	3	2
109	несмотря на	2	2
110	так или	2	2
111	говоря уже	4	2
112	раз в	2	2
113	себя в	7	2
114	в мире	16	2
115	во всех	2	2
116	не говоря	4	2
117	ее в	2	2
118	данном случае	4	2
119	так же	2	2
120	взгляд на	3	2
121	например в	3	2
122	с ее	3	2
123	по этой	2	2
124	с одной	4	2
125	как в	5	2
126	бы и	3	2
127	или иначе	2	2
128	с ними	2	2
129	в своих	2	2
130	и при	2	2
131	обратим внимание	3	2
132	между тем	3	2
133	не как	2	2
134	тем что	2	2
135	же самое	2	2
136	еще на	2	2
137	уже о	3	2
138	в области	3	2
139	но в	3	2
140	я и	10	2
141	в жизни	8	2
142	вместе с	5	2
