N	2gram	Tiupa_Anal_1	Dialekti
1	не есть	8	54
2	и не	21	27
3	а не	17	26
4	точки зрения	6	25
5	и в	18	24
6	и т	3	24
7	не только	15	23
8	по себе	4	20
9	не может	22	19
10	не просто	2	18
11	и есть	3	16
12	в таком	3	14
13	то что	6	14
14	с точки	4	14
15	может быть	29	13
16	таким образом	3	13
17	что он	3	13
18	вовсе не	2	13
19	того что	4	12
20	что же	2	11
21	отнюдь не	15	10
22	она есть	2	10
23	таком случае	3	10
24	только не	2	10
25	в сущности	6	10
26	ни в	4	9
27	но и	17	9
28	нет ничего	2	9
29	есть не	8	9
30	прежде всего	6	8
31	и как	5	8
32	отличается от	2	8
33	что мы	3	8
34	том что	12	8
35	в этом	13	8
36	что в	5	7
37	никогда не	2	7
38	в самом	6	7
39	потому что	2	7
40	как и	13	7
41	иное как	5	6
42	и с	2	6
43	что иное	5	6
44	о том	5	6
45	так как	2	6
46	если бы	3	6
47	и все	3	6
48	не что	4	6
49	что и	3	6
50	то же	9	6
51	самом деле	2	6
52	в том	27	5
53	и его	5	5
54	или не	2	5
55	в то	9	5
56	вопрос о	2	5
57	тогда когда	2	5
58	и к	3	5
59	было бы	2	5
60	он не	3	5
61	так и	4	5
62	и тогда	2	5
63	уже не	4	5
64	что не	3	5
65	только в	6	5
66	с другой	4	4
67	это не	6	4
68	не могут	3	4
69	или иной	6	4
70	к тому	7	4
71	от себя	3	4
72	хотя бы	3	4
73	нет и	2	4
74	субъекта и	4	4
75	о нем	3	4
76	собственно говоря	4	4
77	тому как	3	4
78	и то	2	4
79	подобно тому	3	4
80	для него	2	4
81	быть может	2	3
82	все же	4	3
83	вопрос об	3	3
84	за пределы	2	3
85	была бы	2	3
86	что именно	2	3
87	не в	14	3
88	особого рода	7	3
89	же время	6	3
90	одной стороны	3	3
91	случае не	2	3
92	в основе	6	3
93	тем более	2	3
94	в нем	3	3
95	из них	2	3
96	с одной	3	3
97	все эти	2	3
98	того или	3	3
99	должно быть	2	3
100	коем случае	2	3
101	и на	5	3
102	мере в	3	3
103	личность есть	2	3
104	при помощи	2	3
105	на себя	2	3
106	в коем	2	3
107	в силу	3	3
108	и о	2	3
109	понимать как	2	3
110	сами по	2	3
111	не будет	3	3
112	как бы	5	3
113	тем самым	7	3
114	для того	4	3
115	из которых	4	3
116	к нему	3	3
117	той же	2	3
118	в частности	19	2
119	из этих	2	2
120	из того	4	2
121	тому же	4	2
122	на этом	2	2
123	еще не	3	2
124	при этом	12	2
125	несмотря на	2	2
126	не о	2	2
127	той или	6	2
128	и является	2	2
129	себя и	4	2
130	субъект и	2	2
131	не говоря	2	2
132	а именно	3	2
133	другой стороны	2	2
134	для этого	2	2
135	того и	3	2
136	быть не	3	2
137	именно в	4	2
138	сознания в	4	2
139	и по	2	2
140	а в	9	2
141	также и	2	2
142	для себя	2	2
143	в первом	2	2
144	бы быть	3	2
145	и потому	2	2
146	но в	8	2
147	я и	6	2
148	с его	3	2
149	тех или	2	2
150	бытия и	2	2
151	в их	5	2
152	личности в	3	2
153	думать что	2	2
154	или иного	3	2
155	то в	2	2
156	но не	10	2
157	от своего	2	2
158	никто не	3	2
159	однако не	3	2
160	со стороны	2	2
161	себя в	6	2
162	для науки	3	2
163	разного рода	3	2
164	но о	2	2
165	как мы	2	2
166	ничто не	2	2
167	в данном	2	2
168	бы то	3	2
169	могут быть	4	2
170	в себе	11	2
171	в его	13	2
