N	2gram	Bakhtin_fo_1	Myslijsy
1	потому что	4	49
2	для нас	2	31
3	то есть	33	30
4	и в	50	24
5	может быть	11	23
6	то что	6	20
7	и не	14	19
8	а не	3	18
9	в том	9	18
10	что в	5	16
11	по себе	2	15
12	не только	9	15
13	того же	8	14
14	при этом	3	13
15	было бы	2	13
16	не в	5	13
17	но не	5	12
18	не может	6	12
19	то же	11	12
20	если бы	5	11
21	что мы	2	11
22	что и	3	11
23	вместе с	3	11
24	мы не	3	11
25	только в	4	11
26	таким образом	11	11
27	для него	2	10
28	и проч	4	10
29	в себе	3	10
30	как в	6	10
31	так как	6	10
32	тогда когда	2	10
33	вовсе не	13	9
34	в нем	24	9
35	как бы	2	9
36	но и	8	9
37	а только	2	8
38	а в	3	8
39	том что	4	8
40	в одно	3	8
41	и на	8	8
42	в этом	25	8
43	могут быть	5	8
44	не могут	3	7
45	прежде всего	15	7
46	во всяком	3	7
47	во всех	6	7
48	как и	8	7
49	того что	2	7
50	тем что	2	7
51	с этим	6	7
52	в чем	2	7
53	связи с	6	6
54	с другой	2	6
55	в одном	3	6
56	и того	6	6
57	и как	10	6
58	в свою	2	6
59	и т	8	6
60	не было	7	6
61	не имеет	4	6
62	есть только	2	6
63	между двумя	6	6
64	одного и	5	6
65	в то	9	6
66	уже в	2	5
67	и уже	3	5
68	с ним	2	5
69	есть не	3	5
70	же в	3	5
71	что не	3	5
72	и их	8	5
73	так и	12	5
74	в них	4	5
75	для того	5	5
76	с другими	3	5
77	или не	2	5
78	все же	6	5
79	в которой	2	5
80	место в	2	4
81	никогда не	2	4
82	уже не	2	4
83	одна из	2	4
84	до сих	3	4
85	еще не	5	4
86	в самом	8	4
87	время как	5	4
88	в котором	4	4
89	в некоторых	2	4
90	сих пор	3	4
91	с одной	3	4
92	к другому	2	4
93	в таком	3	4
94	влияние на	4	4
95	они не	3	4
96	как он	2	4
97	там где	2	4
98	так сказать	7	4
99	то время	4	4
100	с тем	3	4
101	в других	9	4
102	но в	10	4
103	это не	6	3
104	оно не	2	3
105	не как	2	3
106	и все	6	3
107	человека и	11	3
108	они с	2	3
109	хотя и	3	3
110	одной стороны	2	3
111	и может	2	3
112	например в	6	3
113	в самой	2	3
114	в ней	4	3
115	и во	7	3
116	же что	2	3
117	его в	3	3
118	но она	2	3
119	слова и	2	3
120	в целом	2	3
121	т п	8	3
122	те же	2	3
123	человека в	17	3
124	если мы	2	3
125	и у	5	3
126	и для	4	3
127	той же	2	3
128	рядом с	2	3
129	нет но	2	3
130	и то	4	3
131	одно из	3	3
132	в каком	2	3
133	и вообще	2	3
134	далеко не	2	3
135	в этих	3	3
136	самого начала	2	2
137	всех этих	5	2
138	но на	4	2
139	время и	4	2
140	в нашем	2	2
141	и его	16	2
142	но он	2	2
143	хотя бы	2	2
144	в пространстве	5	2
145	и это	4	2
146	поэтому оно	2	2
147	в жизни	6	2
148	что все	2	2
149	между ними	3	2
150	к этому	3	2
151	вопрос о	2	2
152	значение и	3	2
153	с его	9	2
154	и образ	3	2
155	не зная	2	2
156	но все	5	2
157	все эти	9	2
158	есть в	2	2
159	совсем не	2	2
160	так же	6	2
161	на другой	2	2
162	у него	6	2
163	же время	9	2
164	одно и	3	2
165	в движение	3	2
166	связь между	2	2
167	имеет место	3	2
168	и следовательно	4	2
169	к ней	2	2
170	его на	2	2
171	в его	13	2
172	и потому	3	2
173	себя и	3	2
174	один из	3	2
175	ни с	2	2
176	можно назвать	2	2
177	не имеют	3	2
178	все это	4	2
179	во времени	3	2
180	в связи	5	2
181	и других	3	2
182	мы находим	2	2
183	с самого	2	2
184	того чтобы	5	2
185	мы видим	3	2
186	и по	2	2
187	друг друга	3	2
188	отношения к	3	2
189	или в	3	2
190	по отношению	3	2
191	нас в	3	2
192	их в	3	2
193	сказать что	3	2
194	быть только	3	2
195	во всем	2	2
196	во все	2	2
197	мы должны	2	2
198	как оно	2	2
199	слагаются в	2	2
200	влияния на	2	2
