N	2gram	Vygotskiy__1	FransuaR
1	и в	31	56
2	то есть	26	24
3	в его	6	18
4	таким образом	20	17
5	в этом	12	14
6	в том	30	13
7	так и	3	13
8	и его	7	12
9	в то	5	12
10	в этих	4	11
11	до конца	6	11
12	как бы	5	11
13	в них	2	11
14	то же	5	11
15	эпохи в	3	9
16	только в	14	9
17	в самом	11	9
18	но и	2	9
19	и не	16	9
20	том что	16	8
21	в сущности	10	8
22	не только	13	8
23	в нем	2	8
24	сих пор	3	8
25	и их	2	8
26	все это	8	8
27	и даже	6	8
28	до сих	3	8
29	и с	2	8
30	в частности	3	7
31	у него	4	7
32	как мы	2	7
33	прежде всего	4	6
34	вовсе не	6	6
35	в ее	5	6
36	мы видим	5	6
37	в этой	3	6
38	той же	3	6
39	потому что	10	6
40	точки зрения	15	6
41	и все	5	6
42	но в	3	6
43	но не	3	5
44	никогда не	8	5
45	как и	16	5
46	и другие	4	5
47	он не	3	5
48	один из	4	5
49	мы видели	2	5
50	в процессе	5	5
51	что в	23	5
52	не было	3	5
53	роль в	3	5
54	в результате	4	5
55	такой же	2	5
56	в области	11	5
57	что все	3	4
58	что это	6	4
59	в себе	4	4
60	в качестве	2	4
61	например в	3	4
62	и к	3	4
63	образы и	2	4
64	наконец в	2	4
65	и потому	2	4
66	даже в	2	4
67	в совершенно	4	4
68	с одной	5	4
69	при этом	19	4
70	и других	3	4
71	того чтобы	7	4
72	в основе	2	4
73	в своих	4	4
74	их в	2	4
75	во всем	3	4
76	ту же	2	4
77	о том	7	4
78	так как	18	4
79	одна из	4	4
80	в которой	4	4
81	видели что	2	3
82	казалось бы	2	3
83	в своем	3	3
84	как например	2	3
85	главным образом	2	3
86	и здесь	2	3
87	так что	5	3
88	может быть	22	3
89	и о	4	3
90	в настоящее	2	3
91	был бы	5	3
92	что и	13	3
93	то что	32	3
94	в связи	2	3
95	что для	2	3
96	там где	4	3
97	уже не	2	3
98	не в	11	3
99	сказать что	7	3
100	между тем	4	3
101	настоящее время	2	3
102	бы в	2	3
103	в известном	2	2
104	только не	3	2
105	если бы	6	2
106	видим что	2	2
107	с другой	5	2
108	уже в	3	2
109	и во	2	2
110	в одном	2	2
111	человека и	2	2
112	на самом	2	2
113	это в	2	2
114	к этому	4	2
115	что он	7	2
116	бы и	2	2
117	точек зрения	3	2
118	ни в	9	2
119	мы найдем	2	2
120	говорит о	2	2
121	и как	2	2
122	но это	3	2
123	из всех	2	2
124	совсем не	3	2
125	то время	5	2
126	одной стороны	6	2
127	было бы	6	2
128	из них	2	2
129	несмотря на	5	2
130	а в	6	2
131	фактов и	2	2
132	к ним	2	2
133	хотя и	3	2
134	что на	3	2
135	в котором	4	2
136	точка зрения	4	2
137	все же	5	2
138	в своей	3	2
139	когда он	2	2
140	вместе с	8	2
141	самом деле	9	2
142	что она	6	2
143	или менее	2	2
144	только на	3	2
145	другой стороны	5	2
146	целый ряд	6	2
147	так же	12	2
148	как раз	2	2
149	не может	17	2
150	в каком	2	2
151	как к	2	2
152	а не	13	2
153	для того	6	2
154	из которых	3	2
155	к нему	2	2
156	и для	5	2
157	с точки	2	2
158	его в	2	2
159	в слове	3	2
160	мы не	12	2
161	от всех	3	2
162	и то	2	2
163	с этой	4	2
164	и совершенно	5	2
165	в которых	3	2
166	что они	2	2
167	далеко не	2	2
168	что эти	3	2
169	зрения на	2	2
170	почти все	2	2
171	с тем	3	2
172	с ним	2	2
173	отметить что	2	2
174	более или	2	2
