N	2gram	Bakhtin_Pr_2	Dialekti
1	т е	26	46
2	не есть	2	40
3	и не	29	30
4	а не	7	18
5	может быть	23	17
6	и т	13	17
7	ничего не	3	17
8	то что	7	16
9	и в	43	15
10	т д	4	15
11	как бы	22	14
12	так как	4	14
13	точки зрения	13	14
14	что это	2	13
15	того что	2	13
16	по себе	11	13
17	это не	3	12
18	прежде всего	10	11
19	в том	6	11
20	не может	18	11
21	и все	6	11
22	в этом	13	11
23	том что	2	10
24	было бы	5	9
25	в виду	3	9
26	все это	5	9
27	мы не	4	9
28	и что	5	9
29	то же	8	9
30	уже не	3	9
31	и пр	2	9
32	с точки	8	9
33	ни в	2	8
34	не в	11	8
35	в себе	5	8
36	и о	2	8
37	не только	11	8
38	и ее	3	8
39	и это	4	8
40	что в	4	7
41	должна быть	3	7
42	он есть	2	7
43	что он	13	7
44	что тут	2	7
45	как и	14	7
46	и его	8	7
47	или в	8	7
48	только в	4	7
49	перед нами	7	6
50	так что	5	6
51	же время	5	6
52	хотя и	5	6
53	и даже	3	6
54	в результате	4	6
55	сказать что	2	6
56	вовсе не	5	6
57	ни на	3	6
58	если бы	3	6
59	в то	7	6
60	что и	3	6
61	я не	4	5
62	сама по	4	5
63	так и	3	5
64	в своем	4	5
65	на то	5	5
66	как же	2	5
67	на себе	2	5
68	в нем	12	5
69	таким образом	5	5
70	и на	10	5
71	о том	5	5
72	с его	4	5
73	в жизни	3	5
74	быть в	2	5
75	что я	6	5
76	в сущности	9	5
77	в себя	3	5
78	если мы	2	5
79	что такое	2	5
80	и для	3	5
81	той же	3	5
82	и как	2	4
83	но это	4	4
84	есть в	3	4
85	но и	14	4
86	так же	2	4
87	только так	2	4
88	с ними	2	4
89	также и	3	4
90	и с	5	4
91	той или	3	4
92	лишь как	2	4
93	в одном	12	4
94	не как	6	4
95	этом смысле	2	4
96	с их	2	4
97	она не	3	4
98	еще не	9	4
99	как раз	4	4
100	бы в	5	4
101	должны быть	2	4
102	хотя бы	2	4
103	в его	10	4
104	чудо и	2	4
105	что если	3	3
106	та же	2	3
107	и нет	4	3
108	и следовательно	3	3
109	себя и	3	3
110	совершенно не	4	3
111	в словах	4	3
112	в их	3	3
113	отношения к	2	3
114	все эти	5	3
115	и наконец	6	3
116	с этим	2	3
117	известно что	2	3
118	с ним	3	3
119	себя как	3	3
120	но в	10	3
121	сознания и	3	3
122	и та	2	3
123	лежит в	2	3
124	об этом	2	3
125	у нас	2	3
126	так чтобы	4	3
127	есть и	3	3
128	мы уже	3	3
129	за пределы	3	3
130	в своей	4	3
131	иной раз	2	3
132	когда он	3	3
133	быть и	2	3
134	бы и	2	3
135	как в	2	3
136	что не	2	3
137	и то	2	3
138	мы можем	2	3
139	в виде	3	3
140	могут быть	3	3
141	не менее	3	2
142	не могут	4	2
143	в человеке	3	2
144	мы будем	3	2
145	и без	2	2
146	в отношении	3	2
147	из этих	2	2
148	человека и	2	2
149	вопрос о	2	2
150	слово о	4	2
151	что на	2	2
152	без всякого	2	2
153	да и	5	2
154	но все	2	2
155	кроме того	3	2
156	при этом	6	2
157	в самом	7	2
158	себе и	4	2
159	никогда не	9	2
160	в котором	6	2
161	себе что	2	2
162	у достоевского	14	2
163	из них	2	2
164	и их	3	2
165	вот как	4	2
166	другой стороны	3	2
167	то и	2	2
168	для этого	2	2
169	и только	3	2
170	лишь в	8	2
171	должно быть	4	2
172	между собою	4	2
173	тут в	3	2
174	и так	2	2
175	а что	5	2
176	же и	4	2
177	ведь и	7	2
178	во всем	3	2
179	от одного	2	2
180	сам по	5	2
181	а как	4	2
182	в них	4	2
183	что было	2	2
184	все же	3	2
185	представим себе	2	2
186	не нужно	2	2
187	бы ни	2	2
188	конечно не	2	2
189	никак не	5	2
190	о нем	6	2
191	тем не	2	2
192	себя в	3	2
193	во всех	4	2
194	ее в	2	2
195	что же	7	2
196	бы не	2	2
197	того как	2	2
198	что этот	2	2
199	во всяком	2	2
200	тем что	3	2
201	но для	3	2
202	и при	2	2
203	отношении к	2	2
204	это все	3	2
205	отличие от	4	2
