N	2gram	Potebnia_M_3	Problema
1	и не	15	28
2	то есть	34	27
3	не только	21	24
4	только в	21	23
5	в виде	2	22
6	вовсе не	7	21
7	в том	32	20
8	и в	30	20
9	ни в	2	17
10	то что	18	15
11	потому что	46	15
12	было бы	9	14
13	но и	19	14
14	точки зрения	2	14
15	перед нами	2	13
16	не в	15	13
17	не есть	17	12
18	в себе	16	12
19	том что	18	12
20	прежде всего	3	11
21	по себе	16	11
22	не менее	5	10
23	тем не	3	10
24	так и	11	10
25	и его	4	10
26	может быть	28	9
27	есть нечто	4	9
28	все это	4	9
29	и даже	2	9
30	в этом	10	9
31	если бы	12	8
32	что он	6	8
33	таким образом	14	8
34	и все	3	8
35	с другой	7	7
36	есть в	3	7
37	еще не	5	7
38	мы не	9	7
39	и потому	4	7
40	и тем	5	7
41	то же	23	7
42	именно в	3	7
43	а не	15	7
44	сказать что	5	7
45	и с	2	7
46	в ней	8	7
47	об этом	2	6
48	и без	7	6
49	и от	4	6
50	по крайней	5	6
51	а только	3	6
52	так что	7	6
53	для нас	20	6
54	художественный образ	2	6
55	как и	10	6
56	но это	6	6
57	есть не	7	6
58	по своему	2	6
59	при этом	3	6
60	крайней мере	5	6
61	другой стороны	4	6
62	в одно	3	6
63	в таком	3	6
64	сам по	5	6
65	только при	2	6
66	в каком	5	6
67	и вообще	3	6
68	не существует	3	5
69	но не	7	5
70	каждый раз	2	5
71	в нем	9	5
72	в смысле	4	5
73	можно сказать	3	5
74	в ее	2	5
75	действительности и	3	5
76	и если	2	5
77	и о	2	5
78	человеческой жизни	3	5
79	жизни и	2	5
80	вместе с	12	5
81	как в	10	5
82	так же	3	5
83	то и	6	5
84	не может	6	5
85	в них	5	5
86	так как	13	5
87	уже не	6	5
88	когда мы	2	5
89	или в	3	5
90	ничего общего	2	5
91	о том	2	5
92	уже в	5	4
93	с тем	7	4
94	и есть	3	4
95	в какой	2	4
96	в одном	2	4
97	это и	2	4
98	в этой	2	4
99	тем самым	7	4
100	указывает на	6	4
101	только не	2	4
102	одной из	2	4
103	ни о	3	4
104	несмотря на	2	4
105	в своей	2	4
106	никак не	3	4
107	что она	3	4
108	как бы	3	4
109	как знак	2	4
110	тем более	4	4
111	не имеет	6	4
112	и т	5	4
113	же в	2	4
114	с этим	6	4
115	в разных	2	4
116	а в	12	4
117	что не	8	4
118	и наконец	2	4
119	в то	10	4
120	здесь как	3	4
121	с ним	6	4
122	нет ни	2	4
123	к тому	7	3
124	независимо от	5	3
125	если не	4	3
126	точно так	12	3
127	он как	2	3
128	слова но	2	3
129	как мы	7	3
130	все в	2	3
131	для него	9	3
132	и как	5	3
133	но все	2	3
134	в начале	3	3
135	связи с	2	3
136	то для	2	3
137	же и	3	3
138	в его	4	3
139	то это	6	3
140	что и	13	3
141	что в	17	3
142	не говоря	3	3
143	в своем	5	3
144	т д	3	3
145	не было	4	3
146	все равно	4	3
147	в буквальном	2	3
148	самом деле	2	3
149	для того	4	3
150	что мы	8	3
151	к нему	3	3
152	с другими	5	3
153	понятия и	2	3
154	которая не	2	3
155	тут же	2	3
156	и на	3	3
157	тем что	7	3
158	из них	6	3
159	но как	2	3
160	в сознании	15	3
161	мы должны	4	3
162	явлений и	2	3
163	в каждой	4	3
164	в области	2	3
165	как о	2	3
166	мы можем	3	3
167	этого не	3	2
168	до того	4	2
169	от нас	3	2
170	из себя	2	2
171	со своей	2	2
172	столь же	4	2
173	то он	2	2
174	о необходимости	2	2
175	в понятии	2	2
176	была бы	4	2
177	на все	2	2
178	представить себе	3	2
179	для себя	3	2
180	что именно	4	2
181	образ который	3	2
182	сама по	2	2
183	другой и	2	2
184	ему в	2	2
185	лучше сказать	2	2
186	что они	2	2
187	то время	4	2
188	есть ни	4	2
189	и может	3	2
190	том как	3	2
191	что это	4	2
192	на его	2	2
193	в самом	8	2
194	за пределы	2	2
195	том чтобы	2	2
196	между собою	6	2
197	он не	4	2
198	к ней	5	2
199	перестает быть	4	2
200	относится к	4	2
201	никто не	3	2
202	в котором	4	2
203	только один	2	2
204	нам кажется	2	2
205	все же	2	2
206	не будет	3	2
207	не к	4	2
208	каждой из	3	2
209	бы быть	2	2
210	или менее	3	2
211	но только	2	2
212	только на	3	2
213	и тогда	3	2
214	и притом	2	2
215	можно только	2	2
216	там же	6	2
217	и что	10	2
218	того чтобы	3	2
219	к другой	3	2
220	только что	8	2
221	и по	4	2
222	есть только	5	2
223	но никак	2	2
224	друг друга	3	2
225	в других	2	2
226	образ и	6	2
227	у меня	2	2
228	это можно	3	2
229	говорить о	3	2
230	и то	8	2
231	за ним	3	2
232	далеко не	4	2
233	но этот	2	2
234	его в	3	2
235	произведения искусства	2	2
236	и это	4	2
237	к своему	2	2
238	том смысле	3	2
239	в чем	3	2
240	буквальном смысле	2	2
241	в которой	3	2
242	более или	3	2
243	понятие о	2	2
244	и понятия	3	2
245	не то	3	2
246	по содержанию	2	2
247	это было	3	2
