N	2gram	Vygotskiy__3	Formalny
1	и не	10	30
2	и в	25	27
3	может быть	13	25
4	не может	6	24
5	так и	5	21
6	и его	2	19
7	таким образом	17	18
8	в этом	14	18
9	точки зрения	6	16
10	в нем	2	15
11	в процессе	27	15
12	то же	2	15
13	между ними	3	15
14	как и	15	14
15	не в	6	12
16	если бы	5	12
17	и от	2	11
18	в самом	3	11
19	в жизни	3	11
20	место в	2	10
21	но и	4	10
22	не могут	4	10
23	так как	12	9
24	не только	6	9
25	так же	17	9
26	что в	17	8
27	ни в	9	8
28	при этом	5	8
29	как бы	10	8
30	с помощью	42	8
31	отнюдь не	4	8
32	и все	4	8
33	то что	15	8
34	входит в	5	8
35	как мы	8	8
36	только в	10	8
37	не менее	6	7
38	в том	23	7
39	все это	6	7
40	потому что	6	7
41	в то	4	7
42	его в	3	7
43	между тем	3	7
44	с тем	16	7
45	в его	15	7
46	если мы	3	7
47	тем же	4	7
48	там где	4	7
49	все время	2	6
50	с другой	6	6
51	всяком случае	4	6
52	все эти	7	6
53	в своих	2	6
54	бы в	2	6
55	что он	6	6
56	еще не	4	6
57	было бы	10	6
58	все же	6	6
59	в своей	2	6
60	и для	2	6
61	во всяком	4	6
62	вместе с	14	6
63	независимо от	4	5
64	никогда не	4	5
65	зависимости от	6	5
66	ни было	2	5
67	что они	10	5
68	того чтобы	8	5
69	в реальном	2	5
70	не является	8	5
71	и их	3	5
72	друг друга	4	5
73	другой стороны	3	5
74	в результате	3	5
75	говорит он	4	5
76	в зависимости	5	5
77	но не	6	5
78	и потому	2	5
79	тому как	2	5
80	тем что	8	5
81	связи с	9	5
82	уже в	7	4
83	прежде всего	4	4
84	в смысле	4	4
85	к тому	4	4
86	мы знаем	4	4
87	и как	5	4
88	для того	7	4
89	мы видели	6	4
90	в целом	13	4
91	в связи	6	4
92	от всех	2	4
93	о том	5	4
94	как это	7	4
95	мы можем	7	4
96	между собой	13	4
97	тогда когда	4	4
98	по себе	7	4
99	не есть	3	4
100	том что	20	4
101	слов и	5	4
102	в корне	2	4
103	как в	9	4
104	мы не	9	4
105	связь между	4	4
106	могут быть	5	4
107	слова и	6	4
108	же как	6	3
109	что это	5	3
110	в этих	2	3
111	тому что	2	3
112	в какой	4	3
113	столь же	7	3
114	формы в	3	3
115	является для	2	3
116	для нас	2	3
117	мы и	2	3
118	того что	10	3
119	имеет место	3	3
120	одним из	5	3
121	в него	3	3
122	этот процесс	3	3
123	по отношению	3	3
124	той же	4	3
125	этом отношении	3	3
126	и что	10	3
127	в которых	3	3
128	и на	6	3
129	их в	3	3
130	сказать что	4	3
131	в основе	16	3
132	в них	2	3
133	ясно что	2	3
134	того же	6	3
135	мы уже	5	3
136	еще в	2	3
137	от конкретного	2	3
138	оно не	2	3
139	отношению к	2	3
140	дело с	3	3
141	уже не	2	3
142	к проблеме	2	3
143	и эта	2	3
144	функции в	2	3
145	в себе	2	3
146	в основу	4	2
147	одним и	2	2
148	для этого	2	2
149	в отношении	6	2
150	человека и	5	2
151	главным образом	2	2
152	или иной	3	2
153	исторического развития	2	2
154	всех этих	2	2
155	но это	5	2
156	же слова	2	2
157	в этой	5	2
158	является не	2	2
159	на этом	3	2
160	смысле слова	2	2
161	не можем	3	2
162	метод в	2	2
163	к другому	2	2
164	внутренняя речь	5	2
165	совпадает с	6	2
166	в котором	3	2
167	связи и	3	2
168	отдельных элементов	3	2
169	из них	4	2
170	от того	4	2
171	что она	5	2
172	отличается от	3	2
173	в своем	4	2
174	и только	2	2
175	от этих	2	2
176	одной и	2	2
177	от одного	2	2
178	из этих	4	2
179	в высшей	6	2
180	как он	3	2
181	бы быть	2	2
182	в чисто	2	2
183	к которому	3	2
184	с его	2	2
185	видели что	3	2
186	этом смысле	2	2
187	смысле этого	4	2
188	однако в	2	2
189	из нее	2	2
190	поэтому в	2	2
191	не как	3	2
192	и во	2	2
193	к этому	3	2
194	нет никаких	4	2
195	с ее	5	2
196	то в	3	2
197	одна из	2	2
198	что каждый	2	2
199	мы увидим	4	2
200	мы должны	6	2
201	таким же	2	2
202	в основном	6	2
203	этого слова	4	2
204	распадается на	3	2
205	сами по	3	2
206	что и	10	2
207	тем не	5	2
208	именно это	2	2
209	внутренней речи	19	2
210	оно становится	2	2
211	и речи	20	2
212	вытекает из	2	2
213	в отличие	6	2
214	как их	2	2
215	и снова	4	2
216	в таком	2	2
217	это значит	4	2
218	от этого	6	2
219	является в	3	2
220	высшей степени	6	2
221	в каком	2	2
222	к разрешению	3	2
223	отношения между	5	2
224	это противоречие	2	2
225	связаны с	3	2
226	и это	4	2
227	отличие от	6	2
228	в области	7	2
229	в эту	2	2
