N	2gram	Propp_Isto_5	Hudozhes
1	и в	25	28
2	том что	8	19
3	в ее	4	18
4	и не	11	18
5	в том	6	15
6	а не	2	14
7	не в	6	13
8	в этом	10	13
9	о том	7	12
10	перед нами	2	11
11	как и	7	11
12	в его	12	11
13	не только	13	11
14	уже не	11	10
15	но и	13	9
16	о чем	2	8
17	что он	22	8
18	может быть	17	8
19	себя в	6	8
20	и все	3	7
21	об этом	2	7
22	в частности	7	7
23	отношению к	2	7
24	по отношению	2	7
25	с ним	4	7
26	это не	6	6
27	можно сказать	2	6
28	то что	7	6
29	жизни и	2	6
30	в своей	2	6
31	если бы	2	6
32	то же	4	6
33	а в	3	6
34	и с	3	6
35	тем что	10	6
36	в то	3	6
37	что это	5	5
38	не менее	4	5
39	у него	2	5
40	как бы	2	5
41	как в	6	5
42	в этой	3	5
43	что в	8	5
44	она не	2	5
45	и сам	2	5
46	наряду с	4	5
47	никогда не	3	5
48	и его	9	5
49	ничего не	2	5
50	превращается в	7	4
51	тем не	4	4
52	говорит о	2	4
53	то в	2	4
54	но не	5	4
55	в качестве	7	4
56	для того	3	4
57	он не	4	4
58	что и	6	4
59	и т	20	4
60	не может	6	4
61	человека в	3	4
62	того чтобы	3	4
63	только в	7	4
64	в других	2	4
65	с другой	9	3
66	человека и	2	3
67	что все	4	3
68	прежде всего	6	3
69	в нем	7	3
70	для нас	5	3
71	самом деле	2	3
72	еще не	8	3
73	одной стороны	7	3
74	в это	2	3
75	несмотря на	2	3
76	во сне	2	3
77	в ней	5	3
78	мы уже	4	3
79	в этих	6	3
80	на него	8	3
81	со стороны	2	3
82	все это	4	3
83	с одной	7	3
84	и он	6	3
85	так же	5	3
86	или в	6	3
87	с другими	4	3
88	и на	8	3
89	на себя	3	3
90	что у	4	3
91	и это	4	3
92	героя и	3	3
93	к нему	3	3
94	все его	2	3
95	т е	16	2
96	его и	2	2
97	не как	4	2
98	вовсе не	2	2
99	а как	2	2
100	ему в	3	2
101	как мы	5	2
102	о которых	2	2
103	мы знаем	8	2
104	ли он	2	2
105	же как	4	2
106	одна из	2	2
107	как у	2	2
108	на этом	3	2
109	это уже	2	2
110	этот мотив	6	2
111	о нем	3	2
112	до сих	2	2
113	если в	3	2
114	один из	2	2
115	это было	2	2
116	все же	10	2
117	из них	2	2
118	вместе с	22	2
119	сих пор	2	2
120	данном случае	2	2
121	т д	18	2
122	того как	4	2
123	именно на	2	2
124	и для	2	2
125	роль в	2	2
126	в данном	3	2
127	сказать что	2	2
128	потому что	7	2
129	в виде	9	2
130	точки зрения	2	2
131	в роли	3	2
132	его в	9	2
133	ей в	3	2
134	том как	2	2
