N	2gram	Bakhtin_Fr_3	KulturaY
1	в том	8	30
2	и в	40	24
3	потому что	2	23
4	том что	4	21
5	что в	12	17
6	того чтобы	4	17
7	для того	3	16
8	было бы	4	15
9	в этом	15	14
10	точки зрения	2	14
11	может быть	9	13
12	все же	2	12
13	таким образом	10	12
14	в его	13	12
15	и не	13	12
16	только в	3	11
17	вовсе не	12	10
18	в самом	6	10
19	у нас	4	10
20	не только	13	10
21	хотя бы	2	10
22	если бы	3	9
23	то что	5	9
24	прежде всего	16	9
25	отношению к	2	9
26	самом деле	3	9
27	о том	4	9
28	так как	4	9
29	по отношению	3	8
30	в языке	2	8
31	то же	7	8
32	а не	5	8
33	как раз	5	8
34	тем что	3	8
35	не менее	2	7
36	в них	9	7
37	с другой	2	7
38	связи с	6	7
39	как бы	3	7
40	вместе с	3	7
41	не может	3	7
42	с помощью	2	7
43	это не	2	7
44	в области	4	7
45	так и	3	7
46	именно в	2	6
47	что он	2	6
48	при этом	3	6
49	в ней	4	6
50	но и	11	6
51	все это	4	6
52	можно было	3	6
53	все эти	8	6
54	в которой	2	6
55	еще и	2	5
56	но не	2	5
57	еще не	3	5
58	например в	2	5
59	этом отношении	2	5
60	в виду	7	5
61	в той	6	5
62	а в	3	5
63	и его	17	5
64	рядом с	2	5
65	между тем	3	5
66	xix века	4	5
67	так сказать	5	5
68	и с	8	5
69	с его	3	4
70	в частности	3	4
71	переход от	2	4
72	в этих	6	4
73	и потому	4	4
74	в нем	5	4
75	того же	2	4
76	из них	4	4
77	в таких	3	4
78	это и	2	4
79	один из	4	4
80	что и	3	4
81	в целом	2	4
82	сих пор	4	4
83	до сих	4	4
84	как в	3	4
85	с этим	2	4
86	роль в	4	4
87	и на	8	4
88	в данном	4	4
89	из этих	2	4
90	слова и	2	4
91	там где	3	4
92	уже в	2	3
93	для этого	3	3
94	представление о	2	3
95	в духе	7	3
96	его к	2	3
97	или иной	2	3
98	можно сказать	2	3
99	в этой	3	3
100	мы увидим	2	3
101	и если	2	3
102	в сущности	9	3
103	этого слова	2	3
104	в котором	2	3
105	в истории	4	3
106	даже в	4	3
107	на его	2	3
108	в своем	7	3
109	в связи	5	3
110	в особенности	5	3
111	не было	5	3
112	в их	4	3
113	в системе	2	3
114	и даже	4	3
115	той же	8	3
116	и здесь	4	3
117	даже и	2	3
118	нуждается в	3	3
119	они не	3	3
120	в себе	3	3
121	здесь не	3	3
122	в одном	7	3
123	до того	2	2
124	о чем	2	2
125	и есть	3	2
126	и все	9	2
127	на самом	3	2
128	не раз	2	2
129	что было	2	2
130	быть в	2	2
131	в то	6	2
132	как о	2	2
133	как и	11	2
134	и как	3	2
135	но все	3	2
136	это есть	2	2
137	в последнем	2	2
138	же время	6	2
139	конечно не	2	2
140	в своей	6	2
141	по преимуществу	2	2
142	одним из	2	2
143	том же	2	2
144	никак не	3	2
145	же и	3	2
146	о нем	3	2
147	к жизни	2	2
148	в состоянии	2	2
149	и мысли	3	2
150	ни в	4	2
151	дело не	3	2
152	он не	9	2
153	и для	5	2
154	в разных	2	2
155	лишь в	2	2
156	должны быть	2	2
157	свидетельствует о	2	2
158	между ними	3	2
159	также и	4	2
160	в более	3	2
161	одно из	3	2
162	и еще	2	2
163	во все	3	2
164	видно что	4	2
165	но ведь	3	2
166	здесь только	2	2
167	до конца	6	2
168	смысл в	2	2
169	но в	8	2
