N	2gram	Nazirov_Tr_1	Myshleni
1	в том	2	24
2	и в	18	23
3	том что	4	21
4	в целом	4	20
5	то что	4	17
6	в этом	9	17
7	так же	4	16
8	не только	8	16
9	что в	4	14
10	может быть	7	14
11	но и	4	14
12	как и	5	14
13	в его	3	14
14	не может	5	12
15	как бы	7	11
16	прежде всего	4	10
17	и не	7	9
18	и с	7	9
19	в ходе	2	8
20	ребенка в	2	8
21	и на	7	8
22	то же	5	8
23	вопрос о	2	7
24	в этой	4	7
25	в самом	2	7
26	в то	5	7
27	с тем	2	7
28	что он	6	7
29	и ее	2	7
30	столь же	2	6
31	между этими	2	6
32	все это	4	6
33	потому что	2	6
34	о том	2	6
35	и его	6	6
36	тем что	2	6
37	в себе	4	6
38	перед нами	2	5
39	и как	3	5
40	ребенка и	2	5
41	и все	4	5
42	но в	6	5
43	и что	4	5
44	он не	2	5
45	так и	5	5
46	тем самым	3	5
47	она должна	2	4
48	что все	2	4
49	не в	2	4
50	при этом	3	4
51	что она	2	4
52	все эти	3	4
53	с его	2	4
54	в одном	2	4
55	к тому	2	4
56	как в	3	4
57	говорит что	2	4
58	ни в	2	4
59	уже в	3	3
60	я не	4	3
61	что это	5	3
62	в своем	3	3
63	который в	2	3
64	то и	2	3
65	об этом	4	3
66	все же	5	3
67	и то	2	3
68	и это	2	3
69	ничего не	2	3
70	на всем	2	2
71	в частности	2	2
72	никогда не	2	2
73	в конце	3	2
74	но все	2	2
75	же время	6	2
76	что с	3	2
77	для него	3	2
78	о чем	3	2
79	несмотря на	5	2
80	не имеет	2	2
81	один из	3	2
82	и до	2	2
83	данном случае	2	2
84	и даже	4	2
85	должно быть	3	2
86	бы и	2	2
87	что этот	2	2
88	что эти	2	2
89	в первом	2	2
90	как это	3	2
91	под влиянием	2	2
92	и я	2	2
93	в ее	2	2
94	чем он	2	2
95	как говорит	2	2
96	в известной	2	2
97	уже не	2	2
98	в данном	2	2
99	в виде	2	2
100	этими двумя	2	2
101	что говорит	2	2
102	одном из	2	2
