N	2gram	Tiupa_Anal_1	FransuaR
1	и в	18	45
2	то есть	11	25
3	и т.п	5	16
4	и не	21	15
5	не только	15	14
6	в этом	13	14
7	но в	8	14
8	в его	13	13
9	и его	5	13
10	как бы	5	12
11	что в	5	12
12	то же	9	11
13	в то	9	11
14	прежде всего	6	10
15	в том	27	10
16	в нем	3	10
17	но и	17	10
18	как и	13	10
19	и с	2	10
20	же время	6	9
21	в эпизоде	2	9
22	вовсе не	2	8
23	как мы	2	8
24	таким образом	3	8
25	с его	3	7
26	том что	12	7
27	не в	14	7
28	что и	3	7
29	также и	2	7
30	потому что	2	7
31	и все	3	7
32	что он	3	6
33	в этой	5	6
34	он не	3	6
35	здесь не	2	6
36	так и	4	6
37	того чтобы	3	6
38	для того	4	6
39	так как	2	6
40	с ним	4	5
41	и к	3	5
42	на этом	2	5
43	одним из	3	5
44	в акте	2	5
45	не может	22	5
46	этом отношении	2	5
47	все эти	2	5
48	на самом	2	5
49	в себя	6	5
50	самом деле	2	5
51	и как	5	5
52	и на	5	5
53	том числе	3	4
54	тому же	4	4
55	такой же	2	4
56	но не	10	4
57	своего рода	3	4
58	в самом	6	4
59	в сущности	6	4
60	и о	2	4
61	а также	3	4
62	в их	5	4
63	а не	17	4
64	а в	9	4
65	той же	2	4
66	в основе	6	4
67	точки зрения	6	4
68	только в	6	4
69	о том	5	4
70	это не	6	3
71	из этих	2	3
72	ни в	4	3
73	того же	4	3
74	для него	2	3
75	в своей	6	3
76	вместе с	4	3
77	и одновременно	3	3
78	именно в	4	3
79	того что	4	3
80	нуждается в	8	3
81	в другом	4	3
82	как он	3	3
83	только для	2	2
84	не могут	3	2
85	на фоне	2	2
86	и есть	3	2
87	и та	2	2
88	себя и	4	2
89	хотя бы	3	2
90	на все	2	2
91	можно сказать	2	2
92	к тому	7	2
93	ли он	2	2
94	отличие от	6	2
95	в начале	2	2
96	то что	6	2
97	отрыве от	2	2
98	в пределах	2	2
99	в качестве	31	2
100	было бы	2	2
101	несмотря на	2	2
102	в отрыве	2	2
103	может быть	29	2
104	еще в	2	2
105	если в	3	2
106	даже в	3	2
107	нет и	2	2
108	произведение в	2	2
109	один из	2	2
110	должен быть	6	2
111	все же	4	2
112	в целом	5	2
113	и до	2	2
114	данном случае	2	2
115	а именно	3	2
116	во времени	4	2
117	в отличие	6	2
118	при этом	12	2
119	лишь в	5	2
120	с точки	4	2
121	к нему	3	2
122	роль в	2	2
123	смертью в	2	2
124	в данном	2	2
125	не столько	2	2
126	между тем	5	2
127	в наиболее	3	2
128	же самое	2	2
129	говорит и	2	2
