N	2gram	Tiupa_Anal_3	Marksizm
1	может быть	9	28
2	и в	18	19
3	как бы	10	19
4	и не	12	19
5	не может	2	18
6	точки зрения	3	17
7	то же	3	16
8	и его	13	16
9	в этом	14	15
10	таким образом	4	14
11	лишь в	5	14
12	в сущности	5	14
13	так сказать	2	14
14	не только	22	13
15	с точки	2	13
16	в нем	2	11
17	не в	6	10
18	в пределах	4	10
19	но и	13	10
20	том что	12	10
21	так и	14	10
22	и т.п	5	10
23	для него	6	9
24	при этом	11	9
25	как и	14	9
26	самом деле	2	9
27	а не	9	9
28	отнюдь не	4	8
29	же время	3	8
30	не является	5	8
31	по отношению	7	8
32	в то	3	8
33	с его	8	8
34	отношению к	7	8
35	только в	2	8
36	никогда не	5	7
37	высказывания как	2	7
38	в том	9	7
39	его в	3	7
40	но в	2	7
41	прежде всего	5	7
42	одна из	2	7
43	и для	2	7
44	к тому	6	6
45	и как	4	6
46	в свою	5	6
47	в самом	5	6
48	и все	2	6
49	между тем	5	6
50	во всех	2	6
51	мы можем	2	6
52	свою очередь	4	5
53	в большинстве	2	5
54	или иной	5	5
55	в контексте	2	5
56	в форме	2	5
57	в их	6	5
58	и на	4	5
59	и здесь	2	5
60	лишь на	3	5
61	к этому	3	5
62	и того	3	5
63	того же	5	5
64	совершенно не	2	5
65	в его	7	5
66	этого слова	2	5
67	все же	4	5
68	в той	2	5
69	в данном	4	5
70	это не	2	4
71	одного и	3	4
72	той или	3	4
73	то что	2	4
74	сказать что	2	4
75	как раз	7	4
76	что он	4	4
77	было бы	3	4
78	связь с	2	4
79	в слове	5	4
80	и ее	2	4
81	в себе	2	4
82	и т.д	2	4
83	ничего не	3	4
84	перед нами	4	3
85	столь же	4	3
86	с другой	7	3
87	и от	2	3
88	да и	2	3
89	в этой	6	3
90	одной стороны	2	3
91	в ней	2	3
92	а в	10	3
93	с этим	3	3
94	вступить в	2	3
95	с одной	2	3
96	все эти	2	3
97	не было	3	3
98	о том	6	3
99	не как	2	3
100	всякое высказывание	2	3
101	по себе	4	3
102	в ее	3	3
103	в качестве	12	3
104	еще не	6	3
105	он не	6	3
106	что и	5	3
107	не есть	4	3
108	не будет	3	3
109	в отличие	2	3
110	в становлении	2	3
111	той же	5	3
112	во всяком	2	3
113	могут быть	2	3
114	отличие от	2	3
115	уже в	3	2
116	что в	9	2
117	в тех	2	2
118	этом как	2	2
119	тому же	3	2
120	что они	3	2
121	о чем	4	2
122	значительной степени	2	2
123	и самого	6	2
124	всяком случае	2	2
125	его внешней	2	2
126	в своем	4	2
127	в особенности	3	2
128	отношения к	2	2
129	именно в	3	2
130	и даже	8	2
131	по крайней	4	2
132	он и	3	2
133	но как	3	2
134	в начале	6	2
135	то есть	10	2
136	но они	2	2
137	однако и	3	2
138	поэтому в	2	2
139	в жизни	2	2
140	не с	2	2
141	но не	7	2
142	подход к	2	2
143	и потому	2	2
144	крайней мере	4	2
145	себя в	4	2
146	приводит к	4	2
147	и прежде	2	2
148	на языке	3	2
149	сводится к	2	2
150	в значительной	2	2
151	что не	3	2
152	и он	2	2
153	мы не	3	2
154	без исключения	3	2
155	тем что	2	2
156	вступает в	3	2
157	далеко не	4	2
158	ответ на	3	2
159	там где	2	2
160	всех без	3	2
161	вместе с	2	2
