N	2gram	Bakhtin_Pr_3	RusskieA
1	и в	53	29
2	что в	2	22
3	том что	5	22
4	в том	14	22
5	как бы	14	18
6	и другие	9	14
7	может быть	12	13
8	так как	7	13
9	как и	11	11
10	одна из	7	11
11	в этом	8	11
12	все это	8	10
13	и с	6	10
14	не только	4	10
15	о том	2	9
16	в некоторых	4	9
17	а в	2	9
18	или на	2	8
19	но и	7	8
20	ее в	3	8
21	его в	2	8
22	мы видели	2	7
23	как в	7	7
24	мы не	4	6
25	в обряде	2	6
26	еще не	5	6
27	вместе с	2	6
28	таким образом	6	6
29	при этом	3	6
30	и на	18	6
31	на земле	14	5
32	потому что	5	5
33	это не	6	5
34	к этому	4	5
35	то что	9	5
36	но не	5	5
37	с ней	3	5
38	не может	2	5
39	но в	5	5
40	видели что	2	4
41	именно в	2	4
42	в них	2	4
43	и все	10	4
44	а затем	4	4
45	по существу	5	4
46	в другие	4	4
47	не в	2	4
48	из них	4	4
49	а также	4	4
50	земле и	2	4
51	то же	6	4
52	а не	11	4
53	в таком	2	4
54	их в	2	4
55	далеко не	2	4
56	как это	2	4
57	тем что	2	3
58	в этих	5	3
59	и других	9	3
60	и от	3	3
61	главным образом	3	3
62	для этой	2	3
63	в ее	3	3
64	живет в	2	3
65	связаны с	3	3
66	и под	3	3
67	и другой	3	3
68	было бы	5	3
69	на землю	4	3
70	с другими	3	3
71	во всех	12	3
72	не будем	3	3
73	связь с	2	3
74	и через	3	3
75	все эти	9	3
76	и по	3	3
77	как мы	5	3
78	между тем	2	3
79	но он	2	3
80	что это	2	3
81	в эту	3	3
82	не менее	3	2
83	начиная с	3	2
84	могут быть	4	2
85	никогда не	2	2
86	связанные с	3	2
87	жизни в	3	2
88	с другой	2	2
89	представления о	2	2
90	иногда и	3	2
91	в образе	3	2
92	прежде всего	15	2
93	что и	3	2
94	говорит о	2	2
95	кроме того	3	2
96	одним из	3	2
97	здесь в	10	2
98	все то	3	2
99	тем не	2	2
100	один из	6	2
101	в своей	3	2
102	в форме	6	2
103	в их	2	2
104	смерти и	4	2
105	влияние на	12	2
106	не было	4	2
107	образом в	2	2
108	здесь мы	2	2
109	мы здесь	3	2
110	и для	4	2
111	быть только	2	2
112	в своих	2	2
113	с этим	2	2
114	и ее	6	2
115	во всем	2	2
116	в то	5	2
117	в которой	2	2
118	есть в	3	2
