N	2gram	Vygotskiy__7	Sovremen
1	не может	11	17
2	точки зрения	28	12
3	может быть	7	12
4	таким образом	23	11
5	мы не	7	9
6	не можем	4	7
7	в этом	29	7
8	и в	26	7
9	и не	18	6
10	как и	15	6
11	мы можем	3	6
12	ничего не	2	6
13	что же	2	5
14	прежде всего	7	5
15	все эти	6	5
16	и наконец	4	5
17	с точки	21	5
18	как бы	6	4
19	нет и	3	4
20	в развитии	10	4
21	мы видели	3	4
22	если мы	5	4
23	в целом	5	4
24	вместе с	12	4
25	это не	3	4
26	а в	2	4
27	вопрос о	6	4
28	не только	24	4
29	с помощью	13	4
30	в том	18	4
31	точку зрения	2	4
32	мы должны	6	4
33	так как	14	4
34	уже в	2	3
35	но мы	3	3
36	самого начала	7	3
37	все же	6	3
38	поэтому мы	2	3
39	между собой	6	3
40	все это	3	3
41	отличается от	3	3
42	в конце	4	3
43	в наших	4	3
44	то же	8	3
45	в нем	2	3
46	а не	6	3
47	и к	7	3
48	из двух	3	3
49	для нас	2	3
50	у нас	2	3
51	с самого	7	3
52	не в	4	3
53	в этой	3	3
54	еще не	4	3
55	было бы	6	3
56	в первом	3	3
57	в себе	9	3
58	в области	4	3
59	что она	8	3
60	с необходимостью	2	3
61	но в	4	3
62	и потому	3	3
63	ведь это	2	3
64	совершенно не	2	2
65	этих двух	2	2
66	не могут	4	2
67	что это	6	2
68	не менее	4	2
69	и есть	2	2
70	значение в	2	2
71	в нашем	4	2
72	на котором	3	2
73	приводит к	4	2
74	то и	4	2
75	и во	4	2
76	в отличие	2	2
77	из этих	3	2
78	тем же	5	2
79	что все	2	2
80	с одной	5	2
81	как мы	14	2
82	развития в	3	2
83	в свою	2	2
84	самом деле	6	2
85	и что	6	2
86	что при	2	2
87	из которых	2	2
88	и по	3	2
89	тем не	3	2
90	мы знаем	2	2
91	она может	2	2
92	той же	8	2
93	мы видим	3	2
94	такой же	3	2
95	во всяком	2	2
96	свою очередь	2	2
97	в живом	3	2
98	могут быть	2	2
99	с этим	2	2
100	как известно	2	2
101	развития мы	3	2
102	что в	12	2
103	конце развития	2	2
104	с другом	2	2
105	со всеми	2	2
106	же самое	5	2
107	если же	2	2
108	на его	2	2
109	в самом	9	2
110	друг с	2	2
111	в которой	11	2
112	отличие от	2	2
113	в его	4	2
114	все те	2	2
