N	3gram	Bakhtin_Pr_3	FransuaR
1	то же время	5	10
2	в то же	5	10
3	до сих пор	5	8
4	мы уже говорили	2	7
5	в большинстве случаев	4	6
6	в том что	3	6
7	и в то	2	5
8	сих пор еще	2	4
9	как и в	3	4
10	в том числе	11	3
11	или меньшей степени	2	3
12	большей или меньшей	3	3
13	в большей или	2	3
14	мы видели что	2	3
15	в его творчестве	2	2
16	можно сказать что	4	2
17	в средние века	10	2
18	в эпоху возрождения	5	2
19	как мы уже	3	2
20	о том что	2	2
21	более или менее	3	2
22	с точки зрения	2	2
23	том числе и	10	2
24	и др в	2	2
