N	2gram	Vygotskiy__1	KulturaY
1	и в	23	23
2	точки зрения	26	23
3	в том	24	22
4	не только	16	17
5	было бы	4	16
6	в этом	17	16
7	с точки	18	16
8	в области	3	14
9	может быть	14	14
10	самом деле	3	14
11	что в	14	13
12	в самом	7	13
13	для того	15	12
14	потому что	6	12
15	вопрос о	7	11
16	том что	21	11
17	а не	3	11
18	того что	15	11
19	в его	14	11
20	того чтобы	17	11
21	можно было	3	11
22	и не	9	10
23	прежде всего	10	9
24	хотя бы	4	9
25	таким образом	26	9
26	так как	7	9
27	если бы	5	8
28	лишь в	6	8
29	зависимости от	2	8
30	до сих	4	8
31	сих пор	4	8
32	уже не	2	8
33	как на	4	8
34	в нашем	2	7
35	с другой	10	7
36	если мы	2	7
37	слова и	5	7
38	в зависимости	2	7
39	и что	5	7
40	речи в	14	7
41	должно быть	2	7
42	в данном	2	7
43	сказать что	11	7
44	все эти	4	7
45	как это	2	7
46	того как	2	7
47	с тем	7	6
48	для этого	5	6
49	по себе	5	6
50	что он	7	6
51	в силу	6	6
52	при этом	4	6
53	и тем	6	6
54	так и	5	6
55	в их	3	6
56	не может	12	6
57	то же	8	6
58	в общем	3	6
59	с помощью	13	6
60	могут быть	3	6
61	говорить о	2	6
62	связи с	3	6
63	только в	6	6
64	о том	6	6
65	ничего не	3	6
66	я не	3	5
67	независимо от	6	5
68	вовсе не	3	5
69	как и	14	5
70	не в	4	5
71	хотя и	2	5
72	что она	4	5
73	как бы	11	5
74	все же	3	5
75	от того	6	5
76	как мы	5	5
77	а в	2	5
78	тем более	5	5
79	тем что	6	5
80	на которых	2	5
81	из этих	3	5
82	в первом	2	5
83	в чем	4	5
84	письменной речи	2	4
85	тому что	5	4
86	ясно что	2	4
87	один из	2	4
88	этого слова	4	4
89	только тогда	2	4
90	в целом	20	4
91	одной стороны	9	4
92	столь же	6	4
93	в сущности	6	4
94	в своей	4	4
95	том чтобы	3	4
96	в ее	2	4
97	то что	17	4
98	данном случае	2	4
99	как в	4	4
100	целый ряд	4	4
101	как раз	4	4
102	в своем	3	4
103	с одной	8	4
104	заключается в	8	4
105	тем самым	5	4
106	в слове	2	4
107	не столько	4	4
108	между тем	9	4
109	тех же	2	4
110	учения о	6	4
111	тогда когда	3	4
112	на вопрос	2	3
113	уже в	3	3
114	и более	5	3
115	бы сказать	2	3
116	речи но	3	3
117	что это	3	3
118	вопроса о	2	3
119	именно в	6	3
120	есть не	2	3
121	к тому	4	3
122	и к	4	3
123	в отношении	10	3
124	ни в	4	3
125	с этой	6	3
126	по существу	4	3
127	мы видели	2	3
128	что именно	3	3
129	но не	4	3
130	в первую	3	3
131	в какой	5	3
132	он не	5	3
133	речь идет	2	3
134	был бы	2	3
135	такое изучение	2	3
136	в процессе	8	3
137	но и	14	3
138	на него	2	3
139	первую очередь	3	3
140	по отношению	7	3
141	связь между	6	3
142	другой стороны	9	3
143	а с	4	3
144	мы находим	3	3
145	и вот	2	3
146	мы не	7	3
147	речи как	8	3
148	и пр	2	3
149	не имеет	2	3
150	и с	9	3
151	бы и	2	3
152	той же	2	3
153	что как	2	3
154	в которых	3	3
155	этот вопрос	3	3
156	в результате	4	3
157	сам по	3	3
158	этого рода	2	3
159	в каком	3	3
160	в то	7	3
161	она не	3	3
162	мы должны	5	3
163	там где	2	3
164	вопрос об	6	2
165	учение о	3	2
166	такой же	3	2
167	только для	3	2
168	все это	6	2
169	в известном	2	2
170	но все	2	2
171	о чем	2	2
172	в частности	2	2
173	смысле этого	3	2
174	точку зрения	2	2
175	в одном	4	2
176	что все	4	2
177	и я	2	2
178	значении слова	2	2
179	главным образом	2	2
180	можно сказать	5	2
181	как таковой	2	2
182	к его	2	2
183	известном смысле	2	2
184	и как	5	2
185	и при	2	2
186	что они	3	2
187	к вопросу	2	2
188	смысле слова	3	2
189	и если	3	2
190	в качестве	9	2
191	за пределы	2	2
192	иначе говоря	2	2
193	нас к	8	2
194	что если	2	2
195	слова как	2	2
196	в котором	4	2
197	не с	2	2
198	отношению к	7	2
199	речь в	2	2
200	когда он	2	2
201	вместе с	9	2
202	значение в	3	2
203	собственном смысле	5	2
204	мысли и	6	2
205	отношений между	4	2
206	в свете	4	2
207	то и	3	2
208	только что	4	2
209	в двух	2	2
210	из того	5	2
211	на этот	3	2
212	какой мере	2	2
213	не станем	5	2
214	так же	16	2
215	ответа на	2	2
216	с другими	2	2
217	быть с	2	2
218	во всяком	3	2
219	он в	3	2
220	что мы	5	2
221	мы называем	3	2
222	на этом	2	2
223	книги в	2	2
224	что эти	2	2
225	как он	3	2
226	в этих	2	2
227	но в	5	2
228	если это	2	2
229	еще на	3	2
