N	2gram	Trubetskoy_1	Dialekti
1	не есть	3	40
2	и не	19	30
3	по себе	2	25
4	и т	3	21
5	и в	14	18
6	может быть	9	17
7	точки зрения	11	17
8	в нем	5	16
9	и есть	2	16
10	ни в	2	15
11	так что	2	15
12	а не	2	14
13	потому что	5	14
14	что в	4	13
15	то что	13	13
16	не только	9	13
17	и даже	2	13
18	если бы	6	12
19	было бы	5	12
20	и что	2	12
21	с точки	9	12
22	в этом	17	12
23	не может	22	12
24	что это	3	11
25	что он	6	11
26	как бы	4	11
27	все это	6	11
28	– не	2	11
29	в себе	9	11
30	так как	4	11
31	прежде всего	8	10
32	несмотря на	3	10
33	то же	11	10
34	что такое	2	10
35	никогда не	5	9
36	отнюдь не	7	9
37	в том	17	9
38	это есть	2	9
39	том что	9	9
40	и то	4	9
41	ясно что	2	8
42	сама по	2	8
43	но это	2	8
44	совершенно не	2	8
45	к нему	2	8
46	не просто	2	7
47	и как	3	7
48	то в	3	7
49	но и	10	7
50	той или	3	7
51	да и	3	6
52	хотя бы	5	6
53	она не	2	6
54	не было	3	6
55	и вот	2	6
56	не в	4	6
57	в то	10	6
58	и ни	3	6
59	с ним	2	6
60	но в	2	6
61	он сам	3	5
62	в этих	2	5
63	в своем	6	5
64	на то	5	5
65	есть и	2	5
66	но если	3	5
67	все же	4	5
68	что оно	3	5
69	а в	5	5
70	можно было	4	5
71	и с	7	5
72	говорить о	3	5
73	мы должны	7	5
74	нисколько не	2	4
75	и более	2	4
76	в конце	3	4
77	к тому	7	4
78	во всяком	9	4
79	но не	4	4
80	от него	2	4
81	же время	10	4
82	не о	2	4
83	в котором	2	4
84	то это	3	4
85	быть и	2	4
86	так же	2	4
87	мы можем	2	4
88	о том	7	4
89	а лишь	4	3
90	всех этих	3	3
91	к богу	7	3
92	тому что	2	3
93	точку зрения	4	3
94	должна быть	2	3
95	или иной	5	3
96	что и	3	3
97	при условии	3	3
98	чтобы понять	2	3
99	что они	3	3
100	более или	4	3
101	ли это	4	3
102	конечно не	5	3
103	отношении к	2	3
104	и о	2	3
105	он не	5	3
106	только с	2	3
107	в его	4	3
108	и потому	3	3
109	если в	6	3
110	друг другу	2	3
111	жизни и	4	3
112	но она	2	3
113	отношения к	2	3
114	указывает на	2	3
115	или менее	4	3
116	что же	4	3
117	даже не	2	3
118	в их	4	3
119	только на	2	3
120	в самом	3	3
121	даже если	2	3
122	на самом	6	3
123	самом деле	7	3
124	должно быть	3	3
125	что для	3	3
126	конце концов	3	3
127	в данном	7	3
128	в ней	2	3
129	даже и	2	3
130	только в	5	3
131	в сознании	3	3
132	ни к	7	2
133	будет в	2	2
134	того что	3	2
135	именно в	3	2
136	в виде	3	2
137	в частности	2	2
138	были бы	2	2
139	в качестве	3	2
140	и состоит	2	2
141	и от	2	2
142	из этих	3	2
143	точно так	2	2
144	вопрос о	5	2
145	и сейчас	3	2
146	о которых	3	2
147	в мире	4	2
148	как и	4	2
149	и при	6	2
150	является не	2	2
151	для него	6	2
152	до сих	5	2
153	еще не	3	2
154	для того	6	2
155	в корне	4	2
156	себе и	4	2
157	и является	2	2
158	помнить что	2	2
159	всяком случае	6	2
160	для нее	2	2
161	из них	3	2
162	в своей	5	2
163	свое учение	2	2
164	сих пор	5	2
165	со стороны	4	2
166	и тогда	2	2
167	для этого	3	2
168	идет речь	4	2
169	с этим	2	2
170	на земле	4	2
171	а с	2	2
172	все эти	2	2
173	уже не	2	2
174	и для	6	2
175	отличается от	2	2
176	в другом	3	2
177	во всем	4	2
178	говоря о	2	2
179	значило бы	2	2
180	ни от	2	2
