N	2gram	Berdyaev_M_1	FransuaR
1	и в	28	56
2	то есть	3	24
3	в его	9	18
4	все эти	2	15
5	в этом	20	14
6	в том	6	13
7	и его	9	12
8	он был	14	12
9	в то	2	12
10	в этих	4	11
11	до конца	14	11
12	как бы	2	11
13	в них	4	11
14	только в	6	9
15	в самом	11	9
16	но и	25	9
17	и не	11	9
18	том что	3	8
19	по своему	2	8
20	не только	29	8
21	в нем	13	8
22	сих пор	2	8
23	и их	3	8
24	все это	6	8
25	до сих	2	8
26	и с	3	8
27	у него	17	7
28	и на	6	7
29	прежде всего	10	6
30	в ее	3	6
31	мы видим	2	6
32	в этой	6	6
33	в той	2	6
34	потому что	16	6
35	точки зрения	4	6
36	и все	10	6
37	но в	7	6
38	но не	8	5
39	с его	3	5
40	никогда не	14	5
41	ни с	4	5
42	как и	5	5
43	есть и	3	5
44	одним из	2	5
45	он не	24	5
46	один из	4	5
47	что в	10	5
48	не было	18	5
49	в творчестве	10	5
50	не был	7	4
51	в себе	7	4
52	и к	2	4
53	конечно не	3	4
54	за пределы	4	4
55	в ней	15	4
56	и потому	10	4
57	того чтобы	2	4
58	в свете	3	4
59	в основе	2	4
60	о том	2	4
61	по своей	2	4
62	так как	3	4
63	в которой	6	4
64	в своем	10	3
65	его творчество	2	3
66	может быть	30	3
67	не мог	3	3
68	был бы	10	3
69	что и	4	3
70	то что	5	3
71	в их	4	3
72	уже не	4	3
73	не в	16	3
74	сказать что	2	3
75	и самый	2	3
76	но он	9	3
77	бы в	2	3
78	все его	3	3
79	если бы	2	2
80	о себе	3	2
81	это не	5	2
82	уже в	4	2
83	не как	4	2
84	и во	2	2
85	он знал	4	2
86	человека и	14	2
87	к этому	2	2
88	что он	10	2
89	бы и	3	2
90	интерес к	3	2
91	и еще	3	2
92	которых он	4	2
93	и как	2	2
94	к концу	4	2
95	то время	2	2
96	момент в	2	2
97	для него	11	2
98	с их	2	2
99	было бы	10	2
100	себе и	2	2
101	а в	4	2
102	в центре	2	2
103	в котором	8	2
104	все же	2	2
105	в своей	15	2
106	в мире	10	2
107	когда он	3	2
108	его как	2	2
109	вместе с	6	2
110	был в	4	2
111	не может	28	2
112	в каком	2	2
113	у всех	2	2
114	а не	25	2
115	с собой	3	2
116	для того	2	2
117	к нему	7	2
118	и для	2	2
119	его в	3	2
120	возврата к	2	2
121	и те	2	2
122	с этой	4	2
123	людей и	2	2
124	также и	2	2
125	в которых	4	2
126	он и	2	2
127	с тем	9	2
128	мира и	5	2
129	с ним	2	2
130	это очень	3	2
