N	2gram	Voloshinov_2	Narrotol
1	не только	13	26
2	а не	9	17
3	но и	10	15
4	в том	7	14
5	при этом	9	14
6	в качестве	3	14
7	и не	19	14
8	том что	10	13
9	и в	19	13
10	в этом	15	13
11	только в	8	11
12	может быть	28	10
13	в данном	5	10
14	к тому	6	9
15	так и	10	9
16	сводится к	2	9
17	а в	3	9
18	то есть	2	9
19	то что	4	8
20	в себе	4	8
21	не может	18	8
22	не в	10	8
23	никогда не	7	6
24	в своем	2	6
25	в жизни	2	6
26	прежде всего	7	6
27	того что	4	6
28	в его	5	6
29	и т.п	10	6
30	все же	5	6
31	у него	2	6
32	как бы	19	6
33	ничего не	4	6
34	но в	7	6
35	место в	2	5
36	точки зрения	17	5
37	что он	4	5
38	одной стороны	3	5
39	он не	3	5
40	в котором	3	5
41	и тем	4	5
42	в нем	11	5
43	отношению к	8	5
44	в форме	5	5
45	по отношению	8	5
46	в отличие	3	5
47	таким образом	14	5
48	с одной	3	5
49	в той	5	5
50	с другой	3	5
51	на протяжении	2	5
52	отличие от	3	5
53	в то	8	5
54	далеко не	2	5
55	о том	3	5
56	ответ на	2	5
57	перед нами	3	4
58	что это	2	4
59	если бы	11	4
60	отнюдь не	8	4
61	тому же	2	4
62	как и	9	4
63	что в	2	4
64	для него	9	4
65	не является	8	4
66	не к	3	4
67	жизни и	2	4
68	в своей	3	4
69	в ее	3	4
70	то же	16	4
71	в какой	3	4
72	и у	2	4
73	свидетельствует о	2	4
74	в другом	3	4
75	все его	2	4
76	в этой	3	4
77	и т.д	4	4
78	и все	6	4
79	а как	4	3
80	с его	8	3
81	тому что	4	3
82	точку зрения	2	3
83	это не	4	3
84	или иного	2	3
85	или иной	5	3
86	да и	3	3
87	и того	5	3
88	в слове	4	3
89	что они	2	3
90	одна из	7	3
91	но не	2	3
92	же время	8	3
93	того или	2	3
94	к его	2	3
95	как раз	4	3
96	той или	4	3
97	для себя	4	3
98	внутренней речи	7	3
99	все эти	3	3
100	самом деле	9	3
101	того чтобы	6	3
102	и даже	2	3
103	и для	7	3
104	и его	16	3
105	в таком	7	3
106	для других	3	3
107	с ними	4	3
108	не следует	2	3
109	сказать что	4	3
110	между тем	6	3
111	так сказать	14	3
112	в душе	4	2
113	о чем	2	2
114	в нашем	2	2
115	высказывания как	7	2
116	хотя бы	6	2
117	столь же	3	2
118	к другому	5	2
119	вовсе не	11	2
120	и здесь	5	2
121	в свою	6	2
122	на то	4	2
123	в начале	2	2
124	тем более	5	2
125	и более	7	2
126	как о	2	2
127	должна быть	4	2
128	еще не	3	2
129	было бы	4	2
130	и он	2	2
131	в самом	6	2
132	но для	2	2
133	все то	2	2
134	все те	4	2
135	что и	3	2
136	содержания сознания	2	2
137	себя в	2	2
138	не будет	3	2
139	в процессе	18	2
140	бытия в	2	2
141	только на	4	2
142	а с	2	2
143	именно в	2	2
144	у нас	3	2
145	на самом	7	2
146	они не	2	2
147	в направлении	6	2
148	только что	3	2
149	с точки	13	2
150	не имеет	3	2
151	так же	5	2
152	как на	2	2
153	той же	3	2
154	мы не	2	2
155	вступает в	2	2
156	себя с	2	2
157	в ней	3	2
158	в виде	2	2
159	бы в	4	2
