N	2gram	Voloshinov_1	Formalny
1	поэтического языка	2	65
2	и в	13	38
3	в этом	2	27
4	может быть	8	23
5	и пр	7	21
6	и его	12	21
7	таким образом	6	20
8	и не	8	20
9	в самом	2	16
10	прежде всего	9	15
11	не в	3	15
12	не может	8	14
13	в нем	2	13
14	но и	3	13
15	языка и	5	12
16	в пределах	3	12
17	в поэзии	5	12
18	языка как	3	11
19	в том	2	11
20	вовсе не	2	11
21	формальный метод	2	10
22	в его	7	10
23	в связи	2	10
24	с помощью	2	10
25	как и	3	9
26	при этом	2	9
27	в процессе	5	9
28	не только	6	9
29	все же	5	8
30	так и	3	8
31	поэтического произведения	3	8
32	самом деле	3	8
33	тем что	2	8
34	точки зрения	7	8
35	что в	3	7
36	для него	2	7
37	слова и	2	7
38	в своей	4	7
39	лишь в	4	7
40	с точки	5	7
41	художественного произведения	5	6
42	истории литературы	2	6
43	в шкловского	2	6
44	то что	6	6
45	и ее	2	6
46	в ней	2	6
47	было бы	4	6
48	в их	3	6
49	то же	4	6
50	все эти	2	6
51	а не	2	6
52	в языке	2	6
53	могут быть	2	6
54	только в	6	6
55	а в	2	6
56	хотя бы	5	6
57	в общем	2	5
58	если бы	2	5
59	или иного	2	5
60	что же	3	5
61	с этим	3	5
62	и для	3	5
63	более того	2	5
64	говорить о	3	5
65	бы в	2	5
66	и должно	2	5
67	материала и	3	4
68	не столько	3	4
69	не как	3	4
70	на фоне	4	4
71	к тому	2	4
72	что они	2	4
73	социального общения	6	4
74	того или	2	4
75	как бы	6	4
76	и к	2	4
77	каждый элемент	2	4
78	как в	2	4
79	другой стороны	2	4
80	входит в	2	4
81	и наконец	5	4
82	о языке	2	4
83	там где	2	4
84	так как	3	4
85	но в	4	4
86	и др	2	3
87	и может	2	3
88	с другой	2	3
89	а как	2	3
90	зависимости от	2	3
91	в зависимости	2	3
92	к предмету	2	3
93	не является	4	3
94	и отчасти	2	3
95	в целом	2	3
96	литературного языка	2	3
97	литературного произведения	2	3
98	и их	7	3
99	все это	4	3
100	только и	4	3
101	материалом для	2	3
102	роль в	2	3
103	мы не	4	3
104	чем же	2	3
105	но ведь	5	3
106	и все	3	3
107	в области	2	3
108	от этого	2	3
109	уже в	2	2
110	самого начала	2	2
111	подойти к	2	2
112	никогда не	3	2
113	социального события	2	2
114	в тех	2	2
115	в ее	3	2
116	в поэтике	3	2
117	с самого	2	2
118	том что	2	2
119	поставить вопрос	3	2
120	общения и	2	2
121	в целях	2	2
122	на язык	2	2
123	и тем	2	2
124	метода в	5	2
125	от всех	2	2
126	ее в	2	2
127	художественное произведение	2	2
128	во всей	2	2
129	при анализе	3	2
130	превращается в	3	2
131	не имеет	2	2
132	и композиции	2	2
133	с ними	2	2
134	языка но	2	2
135	вряд ли	3	2
136	и то	3	2
137	между тем	2	2
138	в искусстве	3	2
139	вопроса о	4	2
140	в школе	4	2
141	к сожалению	2	2
142	что эта	2	2
143	в чем	2	2
144	в которой	3	2
145	слово в	3	2
146	произведения как	4	2
