N	2gram	Bakhtin_Fr_5	Problema
1	то что	2	42
2	вовсе не	8	35
3	то есть	25	33
4	и в	45	32
5	и не	15	31
6	не менее	3	19
7	в этом	14	19
8	не только	14	17
9	потому что	7	16
10	а не	4	15
11	как бы	12	14
12	может быть	2	14
13	но в	14	14
14	в нем	10	13
15	сказать что	4	13
16	как раз	5	13
17	что в	12	12
18	а именно	2	12
19	том что	7	12
20	так и	6	12
21	и даже	4	11
22	также и	7	11
23	о том	4	11
24	так как	6	11
25	если мы	2	11
26	то же	11	10
27	прежде всего	10	10
28	в этой	6	10
29	об этом	4	10
30	ничего не	4	10
31	но не	4	9
32	в том	10	9
33	но и	10	9
34	и что	2	9
35	так же	8	9
36	же самое	2	9
37	по своему	4	9
38	того чтобы	6	9
39	в данном	2	9
40	и это	4	9
41	данном случае	2	8
42	не может	5	8
43	все эти	5	8
44	и о	4	8
45	и на	5	8
46	он и	3	8
47	было бы	2	8
48	в своей	3	8
49	для того	6	8
50	но это	5	8
51	ни в	3	7
52	между собою	4	7
53	все это	7	7
54	того что	3	7
55	всех этих	6	7
56	в них	6	7
57	и все	7	7
58	что он	6	7
59	во всех	13	7
60	как мы	8	7
61	только в	4	7
62	здесь не	6	7
63	и есть	2	6
64	в конце	7	6
65	и как	5	6
66	при этом	2	6
67	в самом	4	6
68	и если	2	6
69	хотя и	5	6
70	таким образом	8	6
71	это не	3	6
72	и здесь	4	6
73	говорить о	2	6
74	его в	5	6
75	как это	4	6
76	о чем	3	6
77	в то	11	6
78	в его	13	6
79	на самом	5	6
80	самом деле	5	6
81	перед нами	4	5
82	в своем	11	5
83	можно сказать	2	5
84	есть в	3	5
85	мы уже	4	5
86	что она	3	5
87	еще и	3	5
88	с тем	2	5
89	связи с	6	5
90	именно в	3	4
91	не в	7	4
92	по поводу	4	4
93	один из	2	4
94	на том	2	4
95	мы говорили	2	4
96	в их	4	4
97	и только	2	4
98	не было	3	4
99	в одно	2	4
100	а в	4	4
101	в истории	2	4
102	как он	3	4
103	а также	4	4
104	как в	3	4
105	и ни	3	4
106	и притом	2	4
107	и для	3	4
108	мы можем	2	4
109	в связи	5	4
110	и вообще	2	4
111	только для	2	3
112	что это	2	3
113	в отношении	2	3
114	что все	2	3
115	здесь перед	2	3
116	несмотря на	2	3
117	хотя бы	2	3
118	но она	3	3
119	и его	13	3
120	в самой	8	3
121	в которых	3	3
122	с этим	4	3
123	но он	3	3
124	точки зрения	4	3
125	с ним	5	3
126	нисколько не	3	3
127	уже и	2	3
128	и во	4	3
129	говорит и	2	3
130	не хочет	2	3
131	как и	10	3
132	того же	3	3
133	есть и	5	3
134	здесь в	4	3
135	до сих	3	3
136	но именно	2	3
137	к тому	2	3
138	нужно сказать	2	3
139	он не	6	3
140	сих пор	3	3
141	на этот	3	3
142	к нему	2	3
143	с точки	2	3
144	можно было	4	3
145	дело в	3	3
146	в чем	2	3
147	не могут	2	2
148	делает его	2	2
149	же как	4	2
150	вообще не	3	2
151	чтобы его	2	2
152	нам о	2	2
153	как они	3	2
154	его как	4	2
155	для него	3	2
156	кроме того	4	2
157	например в	5	2
158	здесь нет	3	2
159	и до	2	2
160	мы находим	4	2
161	не имеет	3	2
162	от всех	5	2
163	больше чем	2	2
164	и с	10	2
165	эти последние	2	2
166	одно из	2	2
167	чем же	4	2
168	из этих	3	2
169	известной степени	4	2
170	здесь только	2	2
171	между тем	2	2
172	том как	2	2
173	его для	2	2
174	поэтому и	3	2
175	с его	7	2
176	для них	2	2
177	они вовсе	2	2
178	он должен	2	2
179	конечно в	2	2
180	по существу	3	2
181	мы видим	5	2
182	в качестве	2	2
183	ведь это	2	2
184	со всеми	5	2
185	в сущности	4	2
186	нет и	2	2
187	не будем	2	2
188	вместе с	3	2
189	всеми своими	2	2
190	мы не	4	2
191	и внутреннее	3	2
192	нас в	2	2
193	говорили что	2	2
194	он в	2	2
195	в эту	2	2
196	это было	4	2
