N	2gram	Potebnia_M_3	FransuaR
1	и в	30	41
2	то есть	34	24
3	мы уже	2	18
4	таким образом	14	17
5	в нем	9	16
6	и с	2	16
7	и его	4	13
8	но и	19	13
9	как мы	7	12
10	в этом	10	12
11	все это	4	11
12	прежде всего	3	10
13	в самом	8	10
14	не только	21	10
15	так как	13	10
16	то что	18	10
17	во время	2	9
18	и на	3	9
19	и все	3	9
20	о том	2	9
21	в этой	2	8
22	у него	2	7
23	в них	5	7
24	вовсе не	7	7
25	том что	18	7
26	этот образ	4	7
27	как бы	3	7
28	и до	2	7
29	как и	10	7
30	что в	17	7
31	в его	4	7
32	в образе	3	6
33	что он	6	6
34	мы видим	2	6
35	например в	6	6
36	один из	4	6
37	вместе с	12	6
38	или в	3	6
39	сказать что	5	6
40	в то	10	6
41	то же	23	5
42	в одном	2	5
43	в ее	2	5
44	так же	3	5
45	же время	5	5
46	между собою	6	5
47	из них	6	5
48	так и	11	5
49	в своем	5	5
50	и что	10	5
51	той же	2	5
52	тем что	7	5
53	образов и	2	5
54	в себе	16	5
55	там где	3	5
56	что это	4	5
57	уже в	5	4
58	с другой	7	4
59	та же	2	4
60	и от	4	4
61	именно в	3	4
62	и как	5	4
63	не в	15	4
64	и вообще	3	4
65	все что	4	4
66	одной стороны	3	4
67	в большей	2	4
68	в ней	8	4
69	в котором	4	4
70	даже в	2	4
71	все же	2	4
72	не может	6	4
73	с одной	7	4
74	как в	10	4
75	самом деле	2	4
76	того чтобы	3	4
77	и наконец	2	4
78	и даже	2	4
79	а в	12	4
80	с ним	6	4
81	перед нами	2	3
82	до того	4	3
83	котором мы	2	3
84	первом случае	2	3
85	с этой	2	3
86	с этим	6	3
87	на все	2	3
88	одной из	2	3
89	но это	6	3
90	есть в	3	3
91	до сих	3	3
92	не были	2	3
93	было бы	9	3
94	в начале	3	3
95	в искусстве	3	3
96	но оно	6	3
97	никак не	3	3
98	жизни и	2	3
99	сих пор	3	3
100	здесь только	3	3
101	этом отношении	2	3
102	при этом	3	3
103	и не	15	3
104	те же	6	3
105	того что	18	3
106	что не	8	3
107	к нему	3	3
108	есть только	5	3
109	с другими	5	3
110	людей и	2	3
111	только в	21	3
112	в первом	3	3
113	в чем	3	3
114	потому что	46	3
115	не могут	5	2
116	человека и	5	2
117	что все	3	2
118	что именно	4	2
119	что человек	2	2
120	для нас	20	2
121	в том	32	2
122	это и	2	2
123	так что	7	2
124	тем более	4	2
125	связи с	2	2
126	что они	2	2
127	от него	2	2
128	но не	7	2
129	и тот	2	2
130	никто не	3	2
131	может быть	28	2
132	за пределы	2	2
133	в своей	2	2
134	он не	4	2
135	и потому	4	2
136	если б	5	2
137	был бы	2	2
138	мы видели	4	2
139	или с	2	2
140	природы и	2	2
141	в форме	2	2
142	есть нечто	4	2
143	другой стороны	4	2
144	что даже	4	2
145	образ в	2	2
146	из того	2	2
147	а не	15	2
148	дает нам	3	2
149	на которой	3	2
150	мы не	9	2
151	и то	8	2
152	то он	2	2
153	их в	2	2
154	между тем	9	2
155	образом в	3	2
156	точки зрения	2	2
157	на его	2	2
158	из этих	9	2
159	говорить о	3	2
160	что мы	8	2
161	так сказать	2	2
162	бы в	2	2
163	в области	2	2
164	тогда когда	9	2
165	это было	3	2
166	как о	2	2
167	в новом	2	2
