N	2gram	Vygotskiy__3	Hudozhes
1	и в	25	28
2	том что	20	19
3	и не	10	18
4	в том	23	15
5	не в	6	13
6	в этом	14	13
7	о том	5	12
8	перед нами	10	11
9	как и	15	11
10	при этом	5	11
11	в его	15	11
12	не только	6	11
13	уже не	2	10
14	но и	4	9
15	в себе	2	9
16	в жизни	3	8
17	что он	6	8
18	может быть	13	8
19	так и	5	8
20	между тем	3	8
21	и все	4	7
22	к тому	4	7
23	об этом	2	7
24	в мире	2	7
25	в частности	4	7
26	отношению к	2	7
27	что она	5	7
28	по отношению	3	7
29	с ним	4	7
30	состоит в	3	7
31	как это	7	7
32	в котором	3	6
33	то что	15	6
34	в своей	2	6
35	если бы	5	6
36	то же	2	6
37	а в	4	6
38	тем что	8	6
39	в то	4	6
40	с его	2	5
41	что это	5	5
42	не менее	6	5
43	в своем	4	5
44	как бы	10	5
45	как в	9	5
46	с ее	5	5
47	в этой	5	5
48	что в	17	5
49	и сам	3	5
50	в самом	3	5
51	наряду с	3	5
52	никогда не	4	5
53	и его	2	5
54	для него	5	5
55	тому что	2	4
56	тем не	5	4
57	то в	3	4
58	но не	6	4
59	что они	10	4
60	в качестве	12	4
61	для того	7	4
62	вслед за	3	4
63	он не	4	4
64	что и	10	4
65	то и	4	4
66	не может	6	4
67	того чтобы	8	4
68	только в	10	4
69	тому как	2	4
70	все время	2	3
71	в них	2	3
72	столь же	7	3
73	с другой	6	3
74	в одном	2	3
75	человека и	5	3
76	с нею	2	3
77	прежде всего	4	3
78	в нем	2	3
79	и внутренней	4	3
80	для нас	2	3
81	всякий раз	2	3
82	все что	2	3
83	есть и	2	3
84	когда в	3	3
85	еще не	4	3
86	одной стороны	5	3
87	было бы	10	3
88	мы уже	5	3
89	этом и	2	3
90	в этих	2	3
91	все они	2	3
92	все это	6	3
93	а с	3	3
94	с одной	5	3
95	едва ли	2	3
96	внимание на	2	3
97	так же	17	3
98	или в	2	3
99	можно было	6	3
100	с другими	2	3
101	с ними	3	3
102	и на	6	3
103	на себя	2	3
104	как он	3	3
105	и это	4	3
106	в основе	16	2
107	представляется в	2	2
108	место в	2	2
109	отнюдь не	4	2
110	однако в	2	2
111	именно в	5	2
112	не столько	4	2
113	не как	3	2
114	и от	2	2
115	из этих	4	2
116	а как	2	2
117	как уже	6	2
118	или иного	2	2
119	со всей	2	2
120	или иной	3	2
121	как мы	8	2
122	мы знаем	4	2
123	а по	2	2
124	же как	6	2
125	одна из	2	2
126	на этом	3	2
127	но тем	2	2
128	бы с	2	2
129	и к	5	2
130	того или	2	2
131	а также	2	2
132	если в	3	2
133	не является	8	2
134	один из	6	2
135	оно не	2	2
136	все же	6	2
137	не будет	2	2
138	из них	4	2
139	вместе с	14	2
140	приводит к	4	2
141	дело с	3	2
142	как на	2	2
143	того как	3	2
144	тем самым	2	2
145	и у	6	2
146	который в	3	2
147	и эта	2	2
148	между ними	3	2
149	и для	2	2
150	той же	4	2
151	и то	2	2
152	сказать что	4	2
153	потому что	6	2
154	в виде	3	2
155	точки зрения	6	2
156	к той	2	2
157	приходит к	6	2
158	в роли	2	2
159	и только	2	2
160	и т.д	5	2
161	его в	3	2
162	зрения на	2	2
163	что говорит	2	2
