N	2gram	Bakhtin_Pr_1	Literetu
1	и не	31	22
2	и в	29	16
3	в мире	6	16
4	при этом	2	15
5	не только	15	14
6	но и	14	14
7	в этом	22	14
8	а не	22	12
9	то что	15	12
10	может быть	24	12
11	в том	8	12
12	не в	7	10
13	то же	14	9
14	так и	7	9
15	в то	10	9
16	в жизни	2	8
17	том что	7	8
18	не может	12	8
19	к себе	2	8
20	в этой	4	8
21	как бы	19	8
22	в своей	8	7
23	же время	9	7
24	точки зрения	19	7
25	только в	10	7
26	с его	9	6
27	с другой	3	6
28	еще не	5	6
29	в его	24	6
30	и его	14	6
31	в себе	7	6
32	это не	9	5
33	что он	8	5
34	как и	12	5
35	в целом	6	5
36	как в	6	5
37	а в	7	5
38	этом отношении	3	5
39	именно в	5	5
40	в основе	4	5
41	но не	9	4
42	никогда не	3	4
43	однако в	2	4
44	даже в	4	4
45	по существу	3	4
46	до конца	8	4
47	и для	4	4
48	одним из	6	4
49	отношению к	8	4
50	данном случае	2	4
51	по отношению	8	4
52	входит в	7	4
53	должно быть	4	4
54	в данном	2	4
55	одно из	2	4
56	как будто	3	4
57	в одном	10	4
58	произведения в	2	3
59	все время	2	3
60	для его	3	3
61	личности в	4	3
62	в единстве	6	3
63	прежде всего	7	3
64	более того	5	3
65	в романе	9	3
66	и как	7	3
67	мира в	5	3
68	например в	3	3
69	и к	2	3
70	на его	2	3
71	в самом	10	3
72	наконец в	2	3
73	однако не	2	3
74	жизни и	2	3
75	бы и	4	3
76	человеческого духа	2	3
77	себе самому	3	3
78	уже не	13	3
79	самом деле	6	3
80	и наконец	4	3
81	с точки	13	3
82	как на	3	3
83	той же	5	3
84	не становится	5	3
85	тому как	3	3
86	потому что	8	3
87	там где	10	3
88	отношения к	3	3
89	но в	7	3
90	между тем	5	3
91	а лишь	2	2
92	в противоположность	2	2
93	с которой	2	2
94	ни было	2	2
95	героя как	2	2
96	жизни не	2	2
97	сознания и	5	2
98	что в	8	2
99	если бы	9	2
100	сознания с	2	2
101	и одновременно	3	2
102	в кругозоре	2	2
103	то ни	2	2
104	оно не	3	2
105	с этой	2	2
106	не как	14	2
107	он все	2	2
108	для своего	2	2
109	в конце	6	2
110	я не	3	2
111	вследствие этого	2	2
112	вопрос о	2	2
113	романа и	3	2
114	со своими	2	2
115	по себе	8	2
116	в нем	19	2
117	и ее	2	2
118	же в	2	2
119	связи с	2	2
120	так чтобы	4	2
121	художественного творчества	3	2
122	него не	2	2
123	для него	18	2
124	и перед	2	2
125	было бы	5	2
126	и сам	2	2
127	в первой	2	2
128	жизни а	2	2
129	несмотря на	6	2
130	о нем	9	2
131	себя и	2	2
132	для себя	2	2
133	один из	2	2
134	что и	4	2
135	все же	9	2
136	бы то	2	2
137	отношение к	2	2
138	бытия в	3	2
139	как мы	4	2
140	во всей	2	2
141	так же	6	2
142	как раз	6	2
143	как например	2	2
144	но с	3	2
145	человека в	4	2
146	другой стороны	3	2
147	и даже	2	2
148	в своих	3	2
149	и на	7	2
150	и с	4	2
151	автора и	5	2
152	тем что	4	2
153	он в	3	2
154	подобно тому	3	2
155	далеко не	3	2
156	на себя	2	2
157	он и	5	2
158	за ним	3	2
159	не знает	3	2
160	могли бы	2	2
161	его в	6	2
162	и потому	6	2
163	мира и	7	2
164	лишь на	3	2
165	к идее	2	2
