N	2gram	Medvedev_V_1	Psycholo
1	и в	26	38
2	то что	6	35
3	в том	15	25
4	в самом	4	25
5	что в	10	20
6	может быть	22	19
7	что она	2	16
8	точки зрения	3	16
9	в ней	2	15
10	если бы	3	14
11	том что	8	14
12	как бы	5	14
13	и т	23	14
14	в этой	4	13
15	в этом	26	13
16	было бы	7	12
17	не только	25	12
18	таким образом	31	12
19	не в	6	12
20	что он	4	11
21	то же	10	10
22	же самое	2	10
23	и не	19	10
24	того чтобы	3	9
25	все же	5	8
26	с тем	3	8
27	перед нами	4	8
28	с этим	3	8
29	в одном	4	8
30	вовсе не	3	8
31	как и	7	8
32	и как	3	8
33	как раз	3	8
34	для того	3	8
35	с другой	11	7
36	в ее	4	7
37	а не	7	7
38	не может	17	7
39	что у	2	7
40	а в	3	7
41	заключается в	2	7
42	между тем	5	7
43	из них	9	6
44	к тому	4	6
45	мы видели	3	6
46	она не	3	6
47	один из	5	6
48	в котором	3	6
49	тому что	6	6
50	он не	2	6
51	с одной	2	6
52	он говорит	5	6
53	как это	12	6
54	и его	6	6
55	в которых	3	6
56	о том	10	6
57	в своем	8	5
58	одной стороны	2	5
59	в своей	4	5
60	вместе с	7	5
61	но и	10	5
62	другой стороны	8	5
63	т п	9	5
64	или в	3	5
65	действующих лиц	5	5
66	в другом	2	5
67	в его	14	5
68	так сказать	2	5
69	в которой	2	5
70	никогда не	4	4
71	что они	3	4
72	когда он	3	4
73	и для	2	4
74	во всех	6	4
75	в нем	6	4
76	что и	3	4
77	ее в	4	4
78	в целом	4	4
79	плана в	2	4
80	т д	14	4
81	в течение	2	4
82	все эти	6	4
83	при помощи	3	4
84	того что	3	4
85	из которых	2	4
86	и даже	2	4
87	в своих	2	4
88	сказать что	5	4
89	у него	6	4
90	только в	7	4
91	одна из	4	4
92	в себе	6	4
93	в виду	4	4
94	как на	3	3
95	в них	4	3
96	из этих	7	3
97	что все	3	3
98	главным образом	7	3
99	к этому	9	3
100	и к	3	3
101	и этот	2	3
102	должен быть	4	3
103	все это	10	3
104	это только	4	3
105	бы не	2	3
106	рассказывает о	4	3
107	что не	3	3
108	по его	2	3
109	далеко не	2	3
110	в то	6	3
111	бы в	3	3
112	на это	2	3
113	его в	3	3
114	в плане	5	3
115	но в	2	3
116	в общем	2	2
117	не могут	7	2
118	всех этих	2	2
119	видели что	3	2
120	на время	2	2
121	отнюдь не	3	2
122	все они	2	2
123	хотя бы	19	2
124	так например	2	2
125	своих героев	2	2
126	что оно	3	2
127	утверждать что	4	2
128	и ее	4	2
129	только что	4	2
130	же в	6	2
131	у нас	2	2
132	по существу	3	2
133	в силу	11	2
134	у них	2	2
135	очевидно что	7	2
136	только то	2	2
137	для него	8	2
138	ли это	2	2
139	и может	2	2
140	том как	3	2
141	они не	2	2
142	например в	3	2
143	то это	2	2
144	он может	2	2
145	и дальше	2	2
146	говорит о	7	2
147	что его	2	2
148	так же	3	2
149	еще и	2	2
150	следует понимать	5	2
151	и наконец	2	2
152	и по	3	2
153	в качестве	11	2
154	в конце	3	2
155	их в	6	2
156	к его	2	2
157	но как	3	2
158	что даже	2	2
159	могло бы	2	2
